emln_id,train_layer,test_layer,TP,FN,TN,FP,specificity,precision,recall,f1_score,balanced_accuracy,mcc,mse,rmse,nse,nnse
60,4,5,1.84,2.16,2.34,1.66,0.585,0.5480563654033042,0.46,0.49833603896103895,0.5225,0.05322195682550129,279.2930294057558,14.67597445598862,-76.01418116627013,0.29007247227879357
60,4,6,3.76,2.24,4.68,1.32,0.78,0.7625396825396825,0.6266666666666667,0.6683388833388834,0.7033333333333334,0.42692781746467856,134.1604051413643,10.286479026288973,-19.051355888130765,0.3219421626086352
60,4,7,0.46,1.54,1.54,0.46,0.77,0.5245098039215687,0.23,0.5898550724637681,0.5,0.004550015834683873,152.9874810967173,9.089773392221247,-19.900435058415255,0.1550514019998075
60,5,1,3.12,0.88,2.04,1.96,0.51,0.6293809523809524,0.78,0.6804458874458874,0.645,0.3280355630698049,290.0681565301687,15.88202374345325,-20.93464013547741,0.26975876140963256
60,5,2,1.06,0.94,1.22,0.78,0.61,0.5740740740740741,0.53,0.6649122807017543,0.57,0.1696386730713126,309.95328143000006,16.132597814679034,-100.91854918240234,0.280189580947326
60,5,3,1.84,1.16,2.02,0.98,0.6733333333333333,0.6773333333333333,0.6133333333333333,0.6581560283687943,0.6433333333333333,0.31501829008812093,96.10615067980014,8.845326158271417,-62.11329476283399,0.25371404946837195
60,5,4,1.52,0.48,1.26,0.74,0.63,0.7166666666666667,0.76,0.7251700680272108,0.695,0.43957987314562524,279.9512405769831,13.969271171980163,-393.2859241081929,0.22065038493389585
60,5,5,3.62,7.38,8.82,2.18,0.8018181818181819,0.645061938061938,0.3290909090909091,0.42159527177329037,0.5654545454545454,0.15601727750325994,91.4022661801128,8.461863944319136,-9.069214162073603,0.4267953835586491
60,5,6,5.42,4.58,6.9,3.1,0.69,0.6445396825396825,0.542,0.5785562556122927,0.616,0.24160236078398953,139.69995842962737,11.13156681882461,-9.8474260335701,0.23424395148965294
60,5,7,0.72,1.28,1.14,0.86,0.57,0.4601449275362319,0.36,0.6144444444444445,0.465,-0.07440542893066031,411.36571575583713,18.60942238870243,-186.59616918896725,0.07780165284195324
60,6,1,2.94,1.06,2.08,1.92,0.52,0.621095238095238,0.735,0.6596291486291487,0.6275,0.2688090553022583,199.5192253902979,13.416990139239468,-18.70324501876216,0.30093345485201384
60,6,2,1.72,1.28,2.04,0.96,0.6799999999999999,0.666,0.5733333333333334,0.6166666666666667,0.6266666666666666,0.26274135756238404,233.6804172460025,14.38276551684542,-43.04304790448512,0.45858690429624366
60,6,3,2.18,1.82,2.66,1.34,0.665,0.6436666666666666,0.545,0.5674126984126984,0.605,0.22812194047160556,73.58936752765057,8.038075535367364,-32.57761456963038,0.24046634601136507
60,6,4,1.96,1.04,1.86,1.14,0.62,0.6586666666666666,0.6533333333333333,0.6452866861030127,0.6366666666666666,0.2986845942657115,184.15898571362843,12.569364514952062,-160.48870992082018,0.29261775615311
60,6,5,3.8,4.2,5.32,2.68,0.665,0.5873650793650793,0.475,0.517106801695037,0.57,0.14454500728499026,157.3791644272877,11.944932936480829,-8.368535356141907,0.39882173765065504
60,6,6,6.46,8.54,12.28,2.72,0.8186666666666667,0.7169188589188589,0.43066666666666664,0.5269593033302652,0.6246666666666667,0.27635970949259364,62.56890783334181,7.048333055133331,-3.4569078567263936,0.34684013726628704
60,6,7,1.06,0.94,1.26,0.74,0.63,0.5851063829787234,0.53,0.6990990990990991,0.58,0.18063915384257617,544.9510780622469,21.727749482871925,-615.6184131117935,0.1118086098382037
60,7,6,0.82,1.18,1.24,0.76,0.62,0.517094017094017,0.41,0.6083333333333334,0.515,0.041509217610253314,621.3050901808624,22.121707715724096,-312.6100751535357,0.13639828489528283
60,7,7,4.9,6.1,8.14,2.86,0.74,0.6391103341103341,0.44545454545454544,0.5124500087116186,0.5927272727272728,0.19910853886107457,93.60496734460736,8.614575124919819,-11.592016781008555,0.2909159553656019
