node_from,node_to,n,mean_pred,sd_pred,p_value
Argyranthemum_frutescens,Agromyzidae_sp_1,18,0.7765950370901826,0.08601237523184213,1.1242227628378254e-7
Argyranthemum_frutescens,Agromyzidae_sp_2,5,0.7300015734481046,0.10689364060428981,0.053016739264071765
Argyranthemum_frutescens,Amegilla_canifrons,8,0.7619943926598675,0.09909164519041641,0.002415015972742821
Argyranthemum_frutescens,Amegilla_quadrifasciata,19,0.7554023504043454,0.09456824462444863,1.139420586900318e-6
Argyranthemum_frutescens,Ammophila_terminata,7,0.7168166582685532,0.07458851886311868,0.006053954068364761
Argyranthemum_frutescens,Anthophora_alluaudi,38,0.8131021346151208,0.10301567896898806,4.1228929458715624e-15
Argyranthemum_frutescens,Anthophora_orotavae,10,0.736628895444441,0.09381715703980467,0.0012807850970917405
Argyranthemum_frutescens,Aprostocetus_sp_2,9,0.8151844629237677,0.09100018431358352,1.0260136489267019e-4
Argyranthemum_frutescens,Attalus_ruficollis,10,0.7424484873782445,0.06882125038458647,1.0573405802572613e-4
Argyranthemum_frutescens,Bassus_sp,10,0.7626757679678106,0.1187407929227389,0.0018985858235842613
Argyranthemum_frutescens,Blaesoxipha_sp_1,11,0.7744331441717084,0.10098615731777416,1.9062170328255372e-4
Argyranthemum_frutescens,Bracon_sp,11,0.748110902663612,0.11047177322598696,0.001241606969469727
Argyranthemum_frutescens,Ceratogoponidae_sp,5,0.7679362579122606,0.09781635412734851,0.01847533936802564
Argyranthemum_frutescens,Chetogena_acuminata,21,0.7625337978760734,0.09779786221277291,2.471462550798334e-7
Argyranthemum_frutescens,Chironomidae_sp,7,0.781832636661857,0.0798605590824447,9.444915683863518e-4
Argyranthemum_frutescens,Chloropidae_sp,9,0.7318293467698075,0.12327451818623195,0.012458122605688392
Argyranthemum_frutescens,Chloropidae_sp_5,15,0.7915416773907874,0.07293655595042489,7.568769326650396e-8
Argyranthemum_frutescens,Chloropidae_sp_6,10,0.7494934953972809,0.1059622643633252,0.0015740742350499929
Argyranthemum_frutescens,Chrysomya_albiceps,21,0.8490206069397248,0.14676315773000548,1.8043747799839586e-7
Argyranthemum_frutescens,Coccinella_miranda,6,0.7866916224634344,0.11330814423033016,0.009963062785143277
Argyranthemum_frutescens,Crematogaster_alluaudi,8,0.659777240486296,0.0540077993704811,0.01659632178518446
Argyranthemum_frutescens,Cryptocephalus_gounellei,13,0.7702588124714692,0.11203628798463149,1.4086919186344802e-4
Argyranthemum_frutescens,Dasytes_cf_subaenescens,7,0.7338070165885555,0.09976919017255516,0.012095551447719868
Argyranthemum_frutescens,Dinarmoides_spilopterus,14,0.7427508897877505,0.11996619650102079,6.518676145736712e-4
Argyranthemum_frutescens,Eristalinus_taeniops,18,0.7204873573758975,0.0821401868909534,9.265543768089936e-6
Argyranthemum_frutescens,Estheria_simonyi,18,0.771263900196625,0.12102500240981719,1.423238405096652e-5
Argyranthemum_frutescens,Eucera_gracilipes,7,0.7441151606823725,0.09398183315956843,0.006672401136748094
Argyranthemum_frutescens,Euderus_sp,15,0.7567259305594314,0.08499103780523684,4.997985882554634e-6
Argyranthemum_frutescens,Eumerus_latitarsis,29,0.8024967707897954,0.11525493817314586,3.2200127064343795e-10
Argyranthemum_frutescens,Eumerus_nivariae,6,0.7815860190292633,0.12752589116284999,0.017510458703815568
Argyranthemum_frutescens,Eupelmus_sp,5,0.6675232636705776,0.04782631443985368,0.034283389579116696
Argyranthemum_frutescens,Fannia_sp,13,0.7989243898682401,0.0771783869602424,7.860255670337709e-7
Argyranthemum_frutescens,Geometridae_sp,13,0.8001740238943263,0.11637914544328305,4.575450689266305e-5
Argyranthemum_frutescens,Gnaphosidae_sp_1,12,0.7940391448804738,0.10749215912756323,6.232148598891342e-5
Argyranthemum_frutescens,Hylaeus_ater,7,0.724992169257218,0.08845320911481439,0.009637469878571307
Argyranthemum_frutescens,Leptochilus_eatoni,17,0.7585639804043347,0.0976277402000677,5.131806060478318e-6
Argyranthemum_frutescens,Lucilia_sericata,11,0.8565041450387784,0.09351366838150983,3.756067973157357e-6
Argyranthemum_frutescens,Malthinus_mutabilis,22,0.7383539507272976,0.10313936826480305,3.067787364244894e-6
Argyranthemum_frutescens,Megaselia_sp_2,9,0.72225246309963,0.11254242964300401,0.011547367225876922
Argyranthemum_frutescens,Meligethes_cf_canariensis,11,0.7441750734819913,0.07051181721161609,4.84997346435001e-5
Argyranthemum_frutescens,Monomorium_subopacum,9,0.7506373597332278,0.10367059175972841,0.002415513350049566
Argyranthemum_frutescens,Mordellistena_cf_canariensis,12,0.757632339544388,0.07818883032915686,2.318151986600914e-5
Argyranthemum_frutescens,Musca_domestica,34,0.7711662551887265,0.10287688705154734,3.4386362726088334e-11
Argyranthemum_frutescens,Neodryophilus_cryptophagoides,6,0.714769039888984,0.1147194077102681,0.05789726599368704
Argyranthemum_frutescens,Oscinella_sp_2,14,0.7638553315943676,0.06698904567623223,4.978946041387407e-7
Argyranthemum_frutescens,Phthiria_simonyi,16,0.794842648748747,0.11689904031171004,7.518060080965826e-6
Argyranthemum_frutescens,Phyto_discrepans,16,0.7829059833898835,0.09130007970010955,8.435228285850664e-7
Argyranthemum_frutescens,Plagiolepis_schmitzii,9,0.8403391143542663,0.10556175901672843,1.3363752522386948e-4
Argyranthemum_frutescens,Platypalpus_sp,11,0.7242598273194557,0.07389668858471679,2.350800651970795e-4
Argyranthemum_frutescens,Platypalpus_sp_2,8,0.7521653704791389,0.07567570412389484,7.450939093061248e-4
Argyranthemum_frutescens,Sarcophagidae_sp_5,21,0.7805241021399545,0.0950333815809156,3.086547026581566e-8
Argyranthemum_frutescens,Sarcophagidae_sp_8,15,0.7622677476188419,0.07731110922445086,1.1362602780555325e-6
Argyranthemum_frutescens,Sciaridae_sp,22,0.7623161328400715,0.1015599578571359,2.2981851570913078e-7
Argyranthemum_frutescens,Sciaridae_sp_1,19,0.8062630706348599,0.09080959966921287,1.0410972043697284e-8
Argyranthemum_frutescens,Sibinia_sericea,8,0.7424841830237947,0.08983595977201168,0.002845629707037212
Argyranthemum_frutescens,Stomorhina_lunata,5,0.6690489354256144,0.021908580536535976,0.0021373826392860197
Argyranthemum_frutescens,Synthesomyia_nudiseta,15,0.7529741376640474,0.08157826939122134,4.14254295086798e-6
Argyranthemum_frutescens,Tethina_marmorata,11,0.7539805634277134,0.12430565565134709,0.002116001054938737
Argyranthemum_frutescens,Thomisus_cf_onustus,14,0.7508046287533875,0.10850266104005288,1.7096613775546674e-4
Argyranthemum_frutescens,Torymoides_lindbergi,8,0.7905501271287675,0.0670745004236709,8.86283969548667e-5
Argyranthemum_frutescens,Urelliosoma_guimari,31,0.7881842002314022,0.12870128565674205,4.353865941656295e-9
Asphaltklee_bituminosa,Anaspis_proteus,8,0.8309129777904293,0.12929695229252489,0.0014776290331788586
Asphaltklee_bituminosa,Camponotus_feae,9,0.9998997121710663,2.0627818677112694e-4,8.555892601805163e-28
Asphaltklee_bituminosa,Lasioglossum_viride,10,0.7114254286252055,0.0633041483904752,3.4911946209201694e-4
Asphaltklee_bituminosa,Plagiolepis_sp_2,8,0.7974095095234769,0.06446982302175723,5.4729273392153856e-5
Asphaltklee_bituminosa,Thysanoptera_sp_1,10,0.9756275311800839,0.029295520795424006,1.6809904642360812e-11
Asphaltklee_bituminosa,Thysanoptera_sp_2,9,0.8229169856342845,0.1256712307688582,7.098107822117056e-4
Asphaltklee_bituminosa,Thysanoptera_sp_7,10,0.8281466651393208,0.07226806105225358,3.6288045795477153e-6
Ceballosia_fruticosa,Anthophora_alluaudi,16,0.7225907455231129,0.08136559869867027,2.318386026765656e-5
Ceballosia_fruticosa,Eumerus_latitarsis,7,0.6792041162103859,0.11968360905470397,0.13052745427377824
Ceballosia_fruticosa,Lasioglossum_viride,33,0.8010680035817046,0.08620791238617752,1.1381974448015247e-14
Ceballosia_fruticosa,Leptochilus_cruentatus,7,0.6756384972596318,0.0416179254409257,0.002974726288204501
Ceballosia_fruticosa,Musca_domestica,5,0.6291233865119168,0.013218890862629144,0.007893005609877556
Ceballosia_fruticosa,Sciaridae_sp,8,0.6646870730623713,0.04333098540155639,0.0039246954440108625
Ceballosia_fruticosa,Themnothorax_hesperius,5,0.7321376958841528,0.07194251220508925,0.014768127793278121
Ceballosia_fruticosa,Thysanoptera_sp_1,24,0.9210218066187583,0.1249878114037378,8.530459637574433e-12
Ceballosia_fruticosa,Thysanoptera_sp_2,21,0.9225006737105259,0.08294605624477419,9.685141937167232e-14
Ceballosia_fruticosa,Thysanoptera_sp_7,29,0.8807077864884685,0.08396358159859026,6.273779148793658e-17
Ceropegia_dichotoma,Anaspis_proteus,8,0.8684568906434609,0.09686221889638555,1.0375307517682667e-4
Ceropegia_dichotoma,Lasioglossum_viride,9,0.7435779465620113,0.08443675002049537,9.284041646055872e-4
Ceropegia_dichotoma,Meligethes_canariensis,7,0.6463031997514305,0.03783052984049909,0.017724598583123485
Ceropegia_dichotoma,Plagiolepis_sp_2,8,0.8447666209442045,0.0588521426121659,7.2664393405409385e-6
Ceropegia_dichotoma,Thysanoptera_sp_1,14,0.9843298658855496,0.020602085921678316,3.981944773715947e-18
Ceropegia_dichotoma,Thysanoptera_sp_2,9,0.7826910915032314,0.1346358795937835,0.0035795427473305007
Ceropegia_fusca,Anaspis_proteus,9,0.7884903261691022,0.1213324436512264,0.0016223763644538619
Ceropegia_fusca,Lasioglossum_viride,5,0.6773908351214492,0.03972507971561971,0.012097923879036587
Ceropegia_fusca,Themnothorax_hesperius,7,0.7925845393143718,0.11559641077851417,0.004529884096831906
Ceropegia_fusca,Thysanoptera_sp_1,15,0.9229617898818762,0.08261488145916539,4.4987891013640886e-10
Ceropegia_fusca,Thysanoptera_sp_2,8,0.8070787619253412,0.16387895257032406,0.009048127118102808
Euphorbia_balsamifera_f,Agromyzidae_sp_2,6,0.7433091309421681,0.07753051143790801,0.006238682367459596
Euphorbia_balsamifera_f,Alliophleps_elliptica,6,0.7787481029316924,0.12625478430746612,0.01788927556784336
Euphorbia_balsamifera_f,Amegilla_canifrons,6,0.7365501167025498,0.05452021991164313,0.0016708633459275445
Euphorbia_balsamifera_f,Amegilla_quadrifasciata,50,0.8090384637454939,0.07990568122272304,9.523227262278102e-24
Euphorbia_balsamifera_f,Ammophila_terminata,7,0.6646173982447333,0.039989346305261554,0.00523323204676579
Euphorbia_balsamifera_f,Anaspis_cf_eversi,17,0.8452021019289183,0.08781469178469122,3.741742037221265e-9
Euphorbia_balsamifera_f,Anaspis_proteus,93,0.9332177080196047,0.07476553639957108,1.0760059550876678e-62
Euphorbia_balsamifera_f,Andrena_vulcana,34,0.814615755077912,0.08484742662787714,4.389486595153318e-16
Euphorbia_balsamifera_f,Andrena_wollastoni,10,0.830579144101712,0.07968778677359242,7.455693705640504e-6
Euphorbia_balsamifera_f,Anthophora_alluaudi,84,0.851542490477842,0.0991660857335318,4.2470000627805304e-38
Euphorbia_balsamifera_f,Anthophora_orotavae,26,0.7848286978198793,0.08557959187954899,4.422697149150353e-11
Euphorbia_balsamifera_f,Aprostocetus_occidentalis,8,0.7396425445318111,0.09724860646228548,0.004800889202064022
Euphorbia_balsamifera_f,Aprostocetus_sp_2,8,0.6926356738856654,0.015734586247043793,6.883449580818857e-7
Euphorbia_balsamifera_f,Asteia_caesia,17,0.789951483608362,0.07360397298736215,1.1500331840846371e-8
Euphorbia_balsamifera_f,Attagenus_wollastoni,27,0.8020491989750437,0.0902007021094686,8.217992906110826e-12
Euphorbia_balsamifera_f,Attalus_chrysanthemi,14,0.8046012476239651,0.09036966714461266,1.18839590119522e-6
Euphorbia_balsamifera_f,Attalus_obscurus,43,0.8888397405776703,0.08854601386055637,3.3409122100235895e-24
Euphorbia_balsamifera_f,Attalus_olivensis,17,0.8537591696630917,0.09019373841136294,3.355675400873886e-9
Euphorbia_balsamifera_f,Attalus_pallipes,10,0.7519219685881596,0.05446947249412037,1.0069591238404136e-5
