emln_id,train_layer,test_layer,prop_ones_removed,amount_of_removed_1,amount_of_removed_0,prop_0_removed,k,lambda,original_links,predicted_values,node_to,node_from,removed,itr,predicted_prob_sigm,predicted_bin_sigm
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.307203428642807,Phoebis_sennae,Vochysia_thyrsoidea,1,1,0.5762025034280728,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Neodexiopsis_sp.,Paepalanthus_bromelioides,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Megachile_(Pseudocentron)_sp._1,Lessingianthus_pycnostachyus,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.465610693378158,Deopalpus_sp.,Paepalanthus_bromelioides,1,1,0.38565565836786236,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Melipona_sp._1,Declieuxia_fruticosa,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Vanessa_sp.,Declieuxia_fruticosa,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.34252590214919,Dialictus_(Chloralictus)_sp._1,Malpigaceae_sp.,1,1,0.5848039639880441,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.12888605651563,Xylocopa_sp._5,Cuphea_ericoides,1,1,0.532176983815689,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0907788532361848,Campylopterus_largipennis,Declieuxia_fruticosa,1,1,0.5226791409253223,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-3.69771339391493e-17,Eullaema_nigrita,Aspilia_jolyana,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.243751400604257,Cephalotes_pusillus,Declieuxia_fruticosa,1,1,0.5606379148459382,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0569346621852235,Dialictus_(Chloralictus)_sp._1,Byrsonima_variabilis,1,1,0.5142298218572117,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-1.93755211206967e-18,Diptera_sp._2,Cuphea_ericoides,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0244389758277162,Heliactin_bilophus,Solanum_sp.,1,1,0.5061094398811486,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0918099540771842,Madarini_sp._2,Declieuxia_fruticosa,1,1,0.5229363797574383,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0467931881067006,Satyrinae_sp.,Mimosa_sp.,1,1,0.5116961629422979,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00958745365474266,Megachile_cf_(Dactylomegachile)_sp.,Luxemburgia_villosa,1,1,0.5023968450540269,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,1.24906235098872,Xylocopa_sp._2,Cuphea_ericoides,1,1,0.7771375074406299,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Megachile_(Pseudocentron)_sp._1,Palicourea_rigida,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.23483397401909,Augochloropsis_sp._1,Palicourea_rigida,1,1,0.5584401733611154,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00288320783489501,Toxophorinae_sp._2,Hypenia_macrantha,1,1,0.5007208014593953,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.00604326850475039,Nitidulidae_sp._1,Byrsonima_variabilis,1,1,0.4984891874718535,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0564032095750897,Chlorostilbon_lucidus,Malpigaceae_sp.,1,1,0.5140970653165206,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-4.931414894101659e-19,Camponotus_crassus,Malpigaceae_sp.,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Megachile_(Pseudocentron)_sp._1,Byrsonima_variabilis,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Neodexiopsis_sp.,Convolvulacea_sp.,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.241999273291221,Deopalpus_sp.,Cuphea_ericoides,1,1,0.5602062797651776,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Megachile_(Pseudocentron)_sp._1,Hypenia_macrantha,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.118381513001194,Pteromalidae_sp._1,Richterago_arenaria,1,1,0.5295608636991871,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0340695746858952,Trichodes_sp.,Vellozia_albiflora,1,1,0.5085165698966945,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.029032322671997,Sciara_sp.,Rynchospora_consanguinea,1,1,0.49274242909405563,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00468092378613358,Satyrinae_sp.,Luxemburgia_villosa,1,1,0.5011702288097892,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Plecia_sp.,Turnera_hilaireana,1,1,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0377602503316515,Megachile_(Moureapis)_cf_anthidioides,Turnera_hilaireana,1,1,0.5094389410773342,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.547410215936763,Xylocopa_sp._2,Lessingianthus_pycnostachyus,1,1,0.6335345328528552,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0614162524992419,Campylopterus_largipennis,Vellozia_albiflora,1,1,0.5153492387069166,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0241366596257953,Nitidulidae_sp._2,Rynchospora_consanguinea,1,1,0.5060338719757008,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0694161019259952,Augochloropsis_sp._3,Lessingianthus_pycnostachyus,1,1,0.5173470603357013,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0391401440996159,Tetrapedia_sp._2,Turnera_hilaireana,1,1,0.5097837870333638,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00842981992435252,Bombus_pauloensis,Trigonia_cipoensis,1,1,0.5021074425012035,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,5.848490948543971e-17,Augochlora_(Oxystoglossella)_sp._2,Cuphea_ericoides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,4.25801559982944e-17,Camponotus_crassus,Aspilia_jolyana,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-9.87513975019161e-17,Chlorostilbon_lucidus,Camptosema_isopetalum,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0730768347819625,Cerambycidae_sp.,Paepalanthus_bromelioides,1,2,0.48173891710374084,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0591968065765397,Chlorostilbon_lucidus,Declieuxia_fruticosa,1,2,0.5147948814681478,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Alticini_sp._1,Paepalanthus_bromelioides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Cauliognathus_sp._2,Paepalanthus_bromelioides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0186884002642054,Bombus_pauloensis,Aspilia_jolyana,1,2,0.5046719640907668,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Plecia_sp.,Paepalanthus_bromelioides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-1.9695365924186697e-18,Coelioxys_sp.,Cuphea_ericoides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0378760574085871,Colibri_serrirostris,Vochysia_thyrsoidea,1,2,0.5094678824972295,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.4706255496951097e-18,Diptera_sp._2,Paepalanthus_bromelioides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0252998356266892,Trigona_spinipes,Vellozia_albiflora,1,2,0.5063246215540705,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.00133583935186373,Cerambycidae_sp.,Richterago_arenaria,1,2,0.49966604021169575,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.10420782216224,Phoebis_sennae,Vochysia_thyrsoidea,1,2,0.5260284056782905,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Neodexiopsis_sp.,Paepalanthus_bromelioides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Megachile_(Pseudocentron)_sp._1,Lessingianthus_pycnostachyus,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.00265887541941335,Deopalpus_sp.,Paepalanthus_bromelioides,1,2,0.49933528153675544,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Melipona_sp._1,Declieuxia_fruticosa,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Vanessa_sp.,Declieuxia_fruticosa,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.464033611749735,Dialictus_(Chloralictus)_sp._1,Malpigaceae_sp.,1,2,0.6139706236661431,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.1760089801132,Xylocopa_sp._5,Cuphea_ericoides,1,2,0.5438889997865717,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0381552687691476,Campylopterus_largipennis,Declieuxia_fruticosa,1,2,0.509537660123727,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,1.3536665942940799e-18,Eullaema_nigrita,Aspilia_jolyana,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.19215121572695,Cephalotes_pusillus,Declieuxia_fruticosa,1,2,0.5478905429506623,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0960859104139001,Dialictus_(Chloralictus)_sp._1,Byrsonima_variabilis,1,2,0.5240030131219291,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,1.89961634059183e-17,Diptera_sp._2,Cuphea_ericoides,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.127790098581301,Palpada_sp.,Myrcia_guianensis,1,2,0.5319041194460903,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-2.22446740272667e-32,Augochlora_(Oxystoglossella)_sp._2,Camptosema_isopetalum,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0993161889166156,Xylocopa_sp._2,Jacaranda_caroba,1,2,0.5248086584725568,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.454608386655862,Campsomeris_sp._1,Cuphea_ericoides,1,2,0.6117343588597183,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0947721429966449,Apis_mellifera,Paepalanthus_sp._1,1,2,0.5236753179011381,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00492171334813072,Unidentified_Lepidoptera_sp._7,Hypenia_macrantha,1,2,0.5012304258532897,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Plecia_sp.,Trigonia_cipoensis,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-1.8156871372898e-4,Cerambycidae_sp.,Hypenia_macrantha,1,2,0.49995460782169243,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-2.05742280015464e-16,Chilicola_(Prosopoides)_sp.,Camptosema_isopetalum,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0247969497600084,Papilionidae_sp.,Myrcia_guianensis,1,2,0.5061989198061031,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.10494429972143,Campsomeris_sp._1,Malpigaceae_sp.,1,2,0.5262120225927023,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.209291420001428,Anthidini_sp.,Aspilia_jolyana,1,2,0.5521326968459356,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0293249781855704,Pseudagapostemon_sp._1,Convolvulacea_sp.,1,2,0.5073307192136016,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.0388925184823496,Sibinia_sp.,Stachytarpheta_linearis,1,2,0.49027809581722087,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-2.8272781046793e-17,Hesperiinae_sp.,Camptosema_isopetalum,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-1.14337420259503e-18,Xylocopa_sp._2,Sabicea_brasiliensis,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.027571916954233,Megachile_(Moureapis)_cf_anthidioides,Mimosa_sp.,1,2,0.5068925425954262,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Plecia_sp.,Jacaranda_caroba,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00407166228585052,Bombus_pauloensis,Byrsonima_variabilis,1,2,0.5010179141651778,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-3.3564321323082597e-18,Apis_mellifera,Sabicea_brasiliensis,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-1.16410371616099e-16,Elateridae_sp._1,Camptosema_isopetalum,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Plecia_sp.,Palicourea_rigida,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00782365691944521,Madopterini_sp.,Hypenia_macrantha,1,2,0.5019559042531938,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.034000899663873,Xylocopa_sp._5,Stachytarpheta_confertifolia,1,2,0.508499406112291,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Alticini_sp._1,Paepalanthus_sp._1,1,2,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0760164883813312,Megachile_cf_(Dactylomegachile)_sp.,Stachytarpheta_confertifolia,1,2,0.5189949760933892,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0626693816513564,Megachile_sp.,Vochysia_thyrsoidea,1,2,0.5156622196977941,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.09531394944839e-16,Augochlora_(Oxystoglossella)_sp._2,Cuphea_ericoides,1,3,0.5000000000000001,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-1.55028939105126e-17,Camponotus_crassus,Aspilia_jolyana,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-1.27588743093993e-17,Chlorostilbon_lucidus,Camptosema_isopetalum,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0205706324583849,Cerambycidae_sp.,Paepalanthus_bromelioides,1,3,0.49485752322110643,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0203525978885262,Chlorostilbon_lucidus,Declieuxia_fruticosa,1,3,0.505087973841473,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Alticini_sp._1,Paepalanthus_bromelioides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Cauliognathus_sp._2,Paepalanthus_bromelioides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0150612013304183,Bombus_pauloensis,Aspilia_jolyana,1,3,0.49623477084244094,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Plecia_sp.,Paepalanthus_bromelioides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,3.09601240289929e-17,Coelioxys_sp.,Cuphea_ericoides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0062090402161904,Colibri_serrirostris,Vochysia_thyrsoidea,1,3,0.5015522550671494,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,7.00079015791466e-17,Diptera_sp._2,Paepalanthus_bromelioides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.00526513646658164,Trigona_spinipes,Vellozia_albiflora,1,3,0.4986837189241448,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.00296427996174788,Cerambycidae_sp.,Richterago_arenaria,1,3,0.5007410694477916,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0605623067704043,Phoebis_sennae,Vochysia_thyrsoidea,1,3,0.48486404931911675,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Neodexiopsis_sp.,Paepalanthus_bromelioides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Megachile_(Pseudocentron)_sp._1,Lessingianthus_pycnostachyus,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.108567890559443,Deopalpus_sp.,Paepalanthus_bromelioides,1,3,0.5271153438538293,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Melipona_sp._1,Declieuxia_fruticosa,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Vanessa_sp.,Declieuxia_fruticosa,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.485174587647374,Dialictus_(Chloralictus)_sp._1,Malpigaceae_sp.,1,3,0.6189690315181474,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.182741334203585,Xylocopa_sp._5,Cuphea_ericoides,1,3,0.5455586205108928,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.00578342664944552,Campylopterus_largipennis,Declieuxia_fruticosa,1,3,0.5014458526322875,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,4.4591593631777e-17,Eullaema_nigrita,Aspilia_jolyana,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.165402768759742,Cephalotes_pusillus,Declieuxia_fruticosa,1,3,0.541256676442556,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.109830400163677,Dialictus_(Chloralictus)_sp._1,Byrsonima_variabilis,1,3,0.5274300321903173,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.20856602123003e-17,Diptera_sp._2,Cuphea_ericoides,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.00228153215228172,Campylopterus_largipennis,Rynchospora_consanguinea,1,3,0.49942961720935164,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0312305400908257,Eupetomena_macroura,Lessingianthus_pycnostachyus,1,3,0.507807000488717,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.00159760061723165,Xylocopa_big,Byrsonima_variabilis,1,3,0.4996005999306421,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.0262517098917752,Trigona_spinipes,Solanum_sp.,1,3,0.4934374494057818,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,4.4069623468223e-4,Tapinotaspidini_sp._1,Hypenia_macrantha,1,3,0.5001101740568875,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-2.09049699774016e-17,Eumolpini_sp._4,Camptosema_isopetalum,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0744754636741229,Satyrinae_sp.,Lessingianthus_pycnostachyus,1,3,0.518610264747318,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0395117819074287,Campylopterus_largipennis,Myrcia_guianensis,1,3,0.5098766605724616,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.00168793597789092,Exomalopsis_sp._1,Paepalanthus_bromelioides,1,3,0.5004219838942823,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,1.7761127426355402e-17,Augochlora_(Oxystoglossella)_sp._2,Solanum_sp.,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0121058860010146,Hesperiinae_sp.,Stachytarpheta_confertifolia,1,3,0.5030264345393877,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0602983490145584,Brachygastra_lecheguana,Declieuxia_fruticosa,1,3,0.5150700214508315,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,4.24769372841911e-17,Eullaema_nigrita,Mimosa_sp.,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0,Plecia_sp.,Trigonia_cipoensis,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,5.383318292063549e-19,Nitidulidae_sp._2,Sabicea_brasiliensis,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,2.4918317820129102e-17,Eullaema_nigrita,Malpigaceae_sp.,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0666063214704213,Madarini_sp._2,Paepalanthus_sp._1,1,3,0.5166454270053497,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,1.62651065938659,Protomydas_sp.,Paepalanthus_bromelioides,1,3,0.835691073220058,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0254581193840974,Chlorostilbon_lucidus,Malpigaceae_sp.,1,3,0.5063641861222496,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0752462499999168,Nitidulidae_sp._2,Richterago_arenaria,1,3,0.518802691603323,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.390994709006631,Protomydas_sp.,Cuphea_ericoides,1,3,0.4034778677113569,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-8.89518009277657e-35,Coelioxys_sp.,Sabicea_brasiliensis,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,-0.0154707303990336,Pteromalidae_sp._1,Solanum_sp.,1,3,0.4961323945404525,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,3.0019420099548697e-18,Coelioxys_sp.,Solanum_sp.,1,3,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0138419275602001,Exomalopsis_sp._1,Lessingianthus_pycnostachyus,1,3,0.5034604266390481,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0295450736782645,Pseudagapostemon_sp._1,Stachytarpheta_confertifolia,1,3,0.5073857311699841,1
25,1,1,0.2,27,27,0.015625,2,0.1,0,0.0345561947967934,Megachile_(Moureapis)_cf_anthidioides,Mimosa_sp.,1,3,0.5086381891224766,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-2.28057729867972e-17,Augochlora_(Oxystoglossella)_sp._2,Cuphea_ericoides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.01059191531882e-16,Camponotus_crassus,Aspilia_jolyana,1,4,0.5000000000000001,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.91962303831233e-17,Chlorostilbon_lucidus,Camptosema_isopetalum,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.035111592360349,Cerambycidae_sp.,Paepalanthus_bromelioides,1,4,0.5087769964010231,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0406611119551122,Chlorostilbon_lucidus,Declieuxia_fruticosa,1,4,0.5101638776770736,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Alticini_sp._1,Paepalanthus_bromelioides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Cauliognathus_sp._2,Paepalanthus_bromelioides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.257403907872931,Bombus_pauloensis,Aspilia_jolyana,1,4,0.563998008108675,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Plecia_sp.,Paepalanthus_bromelioides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,2.90593552851539e-17,Coelioxys_sp.,Cuphea_ericoides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.166248741731565,Colibri_serrirostris,Vochysia_thyrsoidea,1,4,0.5414667224000639,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-4.03406319040627e-17,Diptera_sp._2,Paepalanthus_bromelioides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.206427396358092,Trigona_spinipes,Vellozia_albiflora,1,4,0.5514243695546859,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.00750894923352157,Cerambycidae_sp.,Richterago_arenaria,1,4,0.501877228487868,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,1.22527484342013,Phoebis_sennae,Vochysia_thyrsoidea,1,4,0.7729904914919099,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Neodexiopsis_sp.,Paepalanthus_bromelioides,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Megachile_(Pseudocentron)_sp._1,Lessingianthus_pycnostachyus,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0587062636321335,Deopalpus_sp.,Paepalanthus_bromelioides,1,4,0.4853276477805377,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Melipona_sp._1,Declieuxia_fruticosa,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0,Vanessa_sp.,Declieuxia_fruticosa,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.270172493610063,Dialictus_(Chloralictus)_sp._1,Malpigaceae_sp.,1,4,0.5671352514050625,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0364026467173421,Xylocopa_sp._5,Cuphea_ericoides,1,4,0.509099656831969,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.0382549676413313,Campylopterus_largipennis,Declieuxia_fruticosa,1,4,0.5095625757487567,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-2.1710503959086099e-16,Eullaema_nigrita,Aspilia_jolyana,1,4,0.5,0
25,1,1,0.2,27,27,0.015625,2,0.1,1,0.228787959258313,Cephalotes_pusillus,Declieuxia_fruticosa,1,4,0.5569487959405947,1
25,1,1,0.2,27,27,0.015625,2,0.1,1,-0.0110751597179295,Dialictus_(Chloralictus)_sp._1,Byrsonima_variabilis,1,4,0.4972312383716251,0
