emln_id,train_layer,test_layer,specificity,precision,recall,f1_score,balanced_accuracy,mcc,train_layer_name,test_layer_name,diagonal
60,1,1,0.3142857142857143,0.45180297557619536,0.5571428571428572,0.49791806949294026,0.4357142857142857,-0.13652413272895625,Tenerife Teno site 1,Tenerife Teno site 1,TRUE
60,1,2,0.25263157894736843,0.4486275149970802,0.6052631578947368,0.5148294426807001,0.42894736842105263,-0.154635314144772,Tenerife Teno site 1,Tenerife Teno site 2,FALSE
60,1,3,0.2421052631578947,0.4742268230963883,0.6789473684210526,0.5577316234710182,0.4605263157894737,-0.09240537308380238,Tenerife Teno site 1,Tenerife South site 2,FALSE
60,1,4,0.25,0.44917293233082706,0.6,0.512072192513369,0.425,-0.1672717250093612,Tenerife Teno site 1,Tenerife South site 1,FALSE
60,1,5,0.35454545454545455,0.35338967405143873,0.36363636363636365,0.35165045904176334,0.35909090909090907,-0.291437479087084,Tenerife Teno site 1,Gran Canaria site 2,FALSE
60,1,6,0.23333333333333334,0.4866788329601629,0.7333333333333334,0.582740517398733,0.48333333333333334,-0.042316483651706635,Tenerife Teno site 1,Gran Canaria site 1,FALSE
60,1,7,0.4727272727272727,0.275,0.19090909090909092,0.22408668730650155,0.3318181818181818,-0.3480697000841141,Tenerife Teno site 1,Fuerteventura site 2,FALSE
60,1,8,0.509090909090909,0.49187062937062936,0.45454545454545453,0.46978290588130406,0.4818181818181818,-0.0357984316983679,Tenerife Teno site 1,Fuerteventura site 1,FALSE
60,1,9,0.4461538461538462,0.2258080808080808,0.15384615384615385,0.1812837627666003,0.3,-0.41724798399892554,Tenerife Teno site 1,Western Sahara site 2,FALSE
60,1,10,0.19090909090909092,0.40129228614522733,0.5363636363636364,0.45837851037851035,0.36363636363636365,-0.2983486860936033,Tenerife Teno site 1,Western Sahara site 1,FALSE
60,1,11,0.3181818181818182,0.29674242424242425,0.2818181818181818,0.2878917649855865,0.3,-0.402161493229113,Tenerife Teno site 1,El Hierro site 2,FALSE
60,1,12,0.24,0.448021978021978,0.61,0.5159367588932806,0.425,-0.16853232323576947,Tenerife Teno site 1,El Hierro site 1,FALSE
60,1,13,0.1625,0.4741268248659553,0.75,0.5803927194000932,0.45625,-0.1197940657246505,Tenerife Teno site 1,La Gomera site 2,FALSE
60,1,14,0.3076923076923077,0.4670079185520362,0.6,0.5230647768578803,0.45384615384615384,-0.10122556361735631,Tenerife Teno site 1,La Gomera site 1,FALSE
60,2,1,0.2357142857142857,0.5080020703933747,0.7857142857142857,0.6167350543821132,0.5107142857142857,0.020827688007325384,Tenerife Teno site 2,Tenerife Teno site 1,FALSE
60,2,2,0.3736842105263158,0.4617823097618494,0.5263157894736842,0.49049543133490947,0.44999999999999996,-0.1035575553155163,Tenerife Teno site 2,Tenerife Teno site 2,TRUE
60,2,3,0.3,0.4099431687475166,0.4842105263157894,0.4432620010141034,0.39210526315789473,-0.2218403242825739,Tenerife Teno site 2,Tenerife South site 2,FALSE
60,2,4,0.39285714285714285,0.36488677988677987,0.34285714285714286,0.3526078901940971,0.3678571428571428,-0.2653752902521744,Tenerife Teno site 2,Tenerife South site 1,FALSE
60,2,5,0.37272727272727274,0.5073484848484848,0.6272727272727272,0.5584473947952209,0.5,-0.005721775558215067,Tenerife Teno site 2,Gran Canaria site 2,FALSE
60,2,6,0.13333333333333333,0.4655837978446674,0.7533333333333333,0.5750309397549449,0.44333333333333336,-0.15326236545859873,Tenerife Teno site 2,Gran Canaria site 1,FALSE
60,2,7,0.5727272727272728,0.5210858585858585,0.45454545454545453,0.4842333105491,0.5136363636363637,0.028605509459416027,Tenerife Teno site 2,Fuerteventura site 2,FALSE
