emln_id,train_layer,test_layer,specificity,precision,recall,f1_score,balanced_accuracy,mcc,train_layer_name,test_layer_name
25,1,1,0.4074074074074074,0.40614198456327394,0.39999999999999997,0.40206745244206543,0.4037037037037037,-0.19335531079037185,Cedro,Cedro
25,1,2,0.26129032258064516,0.5108832028739951,0.7677419354838709,0.6131098596361754,0.5145161290322581,0.029346818215989057,Cedro,Elefante
25,1,3,0.3888888888888889,0.3218299974878922,0.2777777777777778,0.2960757926720925,0.33333333333333337,-0.3382504624645317,Cedro,Tinkerbell
25,1,4,0.3347826086956522,0.4983216949266645,0.6478260869565218,0.5620020614060862,0.49130434782608695,-0.024342170836598204,Cedro,Soizig
25,1,5,0.20857142857142857,0.45315852671310386,0.6542857142857142,0.5351942035919293,0.43142857142857144,-0.15578186701877098,Cedro,Paulino
25,1,6,0.1935483870967742,0.4783872028922577,0.7387096774193549,0.5805956260492126,0.4661290322580645,-0.08259633208696969,Cedro,Gigante
25,1,7,0.26666666666666666,0.5074829190347766,0.75,0.6048181299544382,0.5083333333333333,0.013202562596533598,Cedro,Midway
25,2,1,0.26296296296296295,0.5034420021611148,0.7407407407407407,0.5988075965072455,0.5018518518518518,-0.0014392152463852815,Elefante,Cedro
25,2,2,0.3419354838709677,0.4591284213652635,0.5548387096774193,0.5020778092159923,0.4483870967741935,-0.10738371919589175,Elefante,Elefante
25,2,3,0.37777777777777777,0.38188682490540077,0.38333333333333336,0.3823590507801034,0.38055555555555554,-0.23927703420706375,Elefante,Tinkerbell
25,2,4,0.24347826086956523,0.49040808656961105,0.726086956521739,0.5848282965682233,0.48478260869565215,-0.038523125249108385,Elefante,Soizig
25,2,5,0.3742857142857143,0.5064807260273518,0.6285714285714286,0.5594313872951945,0.5014285714285714,-7.66983401947758e-4,Elefante,Paulino
25,2,6,0.4,0.49329218334834507,0.5774193548387097,0.5313445881837926,0.48870967741935484,-0.024604004078163325,Elefante,Gigante
25,2,7,0.25416666666666665,0.5456962335909704,0.8791666666666667,0.6721561673521302,0.5666666666666667,0.14129456949001068,Elefante,Midway
25,3,1,0.39259259259259255,0.4654192554623589,0.5185185185185185,0.48929289404941184,0.45555555555555555,-0.09306922838514835,Tinkerbell,Cedro
25,3,2,0.24516129032258063,0.4968720761975593,0.7387096774193549,0.5934831444797414,0.49193548387096775,-0.02622098067131278,Tinkerbell,Elefante
25,3,3,0.6166666666666667,0.4155094905094905,0.25,0.30830652625090893,0.43333333333333335,-0.13626061681294044,Tinkerbell,Tinkerbell
25,3,4,0.39565217391304347,0.44791936968023927,0.4782608695652174,0.4609923863354629,0.43695652173913047,-0.1291140681198755,Tinkerbell,Soizig
25,3,5,0.3342857142857143,0.5047056530418677,0.6742857142857143,0.5766869506576251,0.5042857142857143,0.007077629500255982,Tinkerbell,Paulino
25,3,6,0.17419354838709677,0.4533521614319487,0.6806451612903226,0.5436857460247266,0.4274193548387097,-0.1756176022347044,Tinkerbell,Gigante
25,3,7,0.3333333333333333,0.5056175151715948,0.6708333333333333,0.5755570006259498,0.5020833333333333,-2.4834720779267835e-4,Tinkerbell,Midway
25,4,1,0.23703703703703702,0.46884818277629575,0.6703703703703703,0.5514549506333394,0.45370370370370366,-0.10665175138452952,Soizig,Cedro
25,4,2,0.3096774193548387,0.49840994179214604,0.6806451612903226,0.5748591678218853,0.4951612903225806,-0.013558723822005247,Soizig,Elefante
25,4,3,0.35555555555555557,0.42429395681717663,0.4722222222222222,0.4464271645850593,0.41388888888888886,-0.17440234789986822,Soizig,Tinkerbell
25,4,4,0.39565217391304347,0.3684403405631027,0.34782608695652173,0.3570113718124819,0.37173913043478257,-0.25692530995094043,Soizig,Soizig
25,4,5,0.28285714285714286,0.45735790815759875,0.6,0.5185410039784548,0.4414285714285714,-0.12656545556684212,Soizig,Paulino
25,4,6,0.24516129032258063,0.4412175584325329,0.5935483870967742,0.5057578889192945,0.41935483870967744,-0.17430783382143708,Soizig,Gigante
25,4,7,0.3458333333333333,0.4730088131701035,0.5833333333333334,0.5220278758049657,0.46458333333333335,-0.07453016415133469,Soizig,Midway
25,5,1,0.2518518518518518,0.5106441525953721,0.7777777777777778,0.6162500968766954,0.5148148148148148,0.03096626216324814,Paulino,Cedro
25,5,2,0.35806451612903223,0.46405469396884674,0.5483870967741935,0.5018074624040328,0.45322580645161287,-0.09810697859305173,Paulino,Elefante
25,5,3,0.34444444444444444,0.40563127962508766,0.4388888888888889,0.4204837804837805,0.39166666666666666,-0.22021982561791056,Paulino,Tinkerbell
25,5,4,0.3739130434782609,0.4754073868083879,0.5608695652173913,0.513905638168212,0.46739130434782605,-0.06855542165209538,Paulino,Soizig
