"k","lambda","original_links","predicted_values","node_to","node_from","removed"
2,0.05,0,-5.99072803116602e-40,"Unidentified_Lepidoptera_sp._7","Turnera_hilaireana",1
2,0.05,0,1.43117913757061e-30,"Cauliognathus_sp._2","Luxemburgia_villosa",1
2,0.05,0,0,"Xylocopa_big","Ouratea_floribunda",1
2,0.05,0,0.121154369184063,"Alticini_sp._1","Mimosa_sp.",1
2,0.05,0,0.000265438374378913,"Chlorostilbon_lucidus","Convolvulacea_sp.",1
2,0.05,0,0.00290128974768904,"Anthidini_sp.","Stachytarpheta_linearis",1
2,0.05,0,6.91292086211487e-67,"Eullaema_nigrita","Paepalanthus_sp._1",1
2,0.05,0,0,"Madopterini_sp.","Turnera_hilaireana",1
2,0.05,0,0.0179594654119766,"Alticini_sp._1","Trigonia_cipoensis",1
2,0.05,0,2.25987318544257e-21,"Ceratina_(Crewella)_asuncionis","Hypenia_macrantha",1
2,0.05,0,-0.00504408150295609,"Alticini_sp._2","Vochysia_thyrsoidea",1
2,0.05,0,5.64091811976144e-38,"Campylopterus_largipennis","Turnera_hilaireana",1
2,0.05,0,-1.11924456270054e-16,"Alticini_sp._2","Byrsonima_variabilis",1
2,0.05,0,1.40233794447093e-15,"Pseudagapostemon_sp._1","Lessingianthus_pycnostachyus",1
2,0.05,0,3.56266940559966e-38,"Madarini_sp._2","Convolvulacea_sp.",1
2,0.05,0,0,"Coelioxys_sp.","Stachytarpheta_confertifolia",1
2,0.05,0,2.02918417098791e-16,"Alticini_sp._1","Camptosema_isopetalum",1
2,0.05,0,0.0892036746721571,"Megachile_(Pseudocentron)_sp._1","Aspilia_jolyana",1
2,0.05,0,9.188949783378e-23,"Anthidini_sp.","Hypenia_macrantha",1
2,0.05,0,0.000319839574455009,"Chlorostilbon_lucidus","Mimosa_sp.",1
2,0.05,0,-0.00202603899126326,"Camponotus_crassus","Trigonia_cipoensis",1
2,0.05,0,-1.37478757004123e-51,"Deopalpus_sp.","Paepalanthus_sp._1",1
2,0.05,0,-0.000320970724678888,"Trigona_spinipes","Jacaranda_caroba",1
2,0.05,0,0.242052882469853,"Plecia_sp.","Mimosa_sp.",1
2,0.05,0,1.40542677957049e-33,"Vanessa_sp.","Camptosema_isopetalum",1
2,0.05,0,-1.75915463538499e-37,"Eullaema_nigrita","Hypenia_macrantha",1
2,0.05,0,1.55099859647618e-32,"Xylocopa_sp._1","Byrsonima_variabilis",1
2,0.05,0,0,"Hesperiinae_sp.","Vellozia_albiflora",1
2,0.05,0,0,"Xylocopa_big","Lessingianthus_pycnostachyus",1
2,0.05,0,0.0501335388929184,"Megachile_(Pseudocentron)_sp._1","Jacaranda_caroba",1
2,0.05,0,0,"Eumolpini_sp._4","Convolvulacea_sp.",1
2,0.05,0,0,"Campylopterus_largipennis","Solanum_sp.",1
2,0.05,0,0,"Nitidulidae_sp._2","Rynchospora_consanguinea",1
2,0.05,0,1.15526893327037e-16,"Pseudagapostemon_sp._1","Malpigaceae_sp.",1
2,0.05,0,-4.28632546183121e-16,"Satyrinae_sp.","Cuphea_ericoides",1
2,0.05,0,0.357911664948562,"Centris_(Hemisielaa)_tarsata","Paepalanthus_bromelioides",1
2,0.05,0,0.0504293221445556,"Bombus_pauloensis","Cuphea_ericoides",1
2,0.05,0,0,"Aellopos_sp.","Stachytarpheta_confertifolia",1
2,0.05,0,8.00399358334966e-56,"Augochlora_(Oxystoglossella)_sp._2","Myrcia_guianensis",1
2,0.05,0,0.0263901767841647,"Lepidoptera_(microlepidoptera)","Palicourea_rigida",1
2,0.05,0,-2.64130125539555e-53,"Pseudagapostemon_sp._1","Turnera_hilaireana",1
2,0.05,0,7.50063524603314e-19,"Brachygastra_lecheguana","Declieuxia_fruticosa",1
2,0.05,0,5.92680180097469e-34,"Melipona_sp._1","Camptosema_isopetalum",1
2,0.05,0,-5.05507029151394e-40,"Unidentified_Lepidoptera_sp._7","Myrcia_guianensis",1
2,0.05,0,0.0473175218303595,"Trichodes_sp.","Richterago_arenaria",1
2,0.05,0,0.87469255686373,"Campylopterus_largipennis","Rynchospora_consanguinea",1
2,0.05,0,4.10662579723635e-32,"Exomalopsis_sp._1","Camptosema_isopetalum",1
2,0.05,0,0.00739530224403134,"Megachile_cf_(Dactylomegachile)_sp.","Aspilia_jolyana",1
2,0.05,0,-0.00372835273417089,"Eupetomena_macroura","Richterago_arenaria",1
2,0.05,0,0,"Nitidulidae_sp._2","Jacaranda_caroba",1
2,0.05,0,21.2748547833516,"Ceratina_(Crewella)_asuncionis","Paepalanthus_bromelioides",1
2,0.05,0,0.00414976242494921,"Hesperiinae_sp.","Rynchospora_consanguinea",1
2,0.05,0,0,"Bombus_pauloensis","Vellozia_albiflora",1
2,0.05,0,-4.12313037305445e-17,"Campsomeris_sp._1","Byrsonima_variabilis",1
2,0.05,0,-1.90877006011596e-19,"Melipona_sp._1","Stachytarpheta_linearis",1
2,0.05,0,-4.49506687521923e-19,"Augochlora_(Oxystoglossella)_sp._2","Malpigaceae_sp.",1
2,0.05,0,-0.0232229472233043,"Diptera_sp._2","Vochysia_thyrsoidea",1
2,0.05,0,0,"Elateridae_sp._1","Turnera_hilaireana",1
2,0.05,0,-1.29950219284122e-18,"Brachygastra_lecheguana","Sabicea_brasiliensis",1
2,0.05,0,0.00187926049876588,"Centris_(Hemisielaa)_tarsata","Palicourea_rigida",1
2,0.05,0,0.00244538971544157,"Megachile_(Pseudocentron)_sp._1","Ouratea_floribunda",1
2,0.05,0,-7.52907203341334e-34,"Augochlora_(Oxystoglossella)_sp._2","Camptosema_isopetalum",1
2,0.05,0,-4.86480500839764e-38,"Lepidoptera_(microlepidoptera)","Turnera_hilaireana",1
2,0.05,0,4.23630755510559e-18,"Eupetomena_macroura","Sabicea_brasiliensis",1
2,0.05,0,0.00014370601662871,"Megachile_(Moureapis)_cf_anthidioides","Stachytarpheta_linearis",1
2,0.05,0,0,"Madopterini_sp.","Stachytarpheta_confertifolia",1
2,0.05,0,-0.0575223471428675,"Deopalpus_sp.","Rynchospora_consanguinea",1
2,0.05,0,5.30310015686623e-53,"Unidentified_Lepidoptera_sp._7","Paepalanthus_sp._1",1
2,0.05,0,-0.00492928863520678,"Pteromalidae_sp._1","Rynchospora_consanguinea",1
2,0.05,0,-5.48190382826433e-18,"Augochlora_(Oxystoglossella)_sp._2","Lessingianthus_pycnostachyus",1
2,0.05,0,-3.5146282567634e-19,"Augochlora_(Oxystoglossella)_sp._2","Richterago_arenaria",1
2,0.05,0,0.0629517033325596,"Diptera_sp._2","Trigonia_cipoensis",1
2,0.05,0,1.76586480366276e-22,"Augochloropsis_sp._1","Hypenia_macrantha",1
2,0.05,0,0.000308115399931667,"Chlorostilbon_lucidus","Malpigaceae_sp.",1
2,0.05,0,-0.000722260456028842,"Aellopos_sp.","Trigonia_cipoensis",1
2,0.05,0,0.00536462180659684,"Megachile_(Pseudocentron)_sp._1","Stachytarpheta_linearis",1
2,0.05,0,0.0472381736679813,"Cauliognathini_sp._1","Richterago_arenaria",1
2,0.05,0,-1.99617926039901e-19,"Coelioxys_sp.","Convolvulacea_sp.",1
2,0.05,0,0.230247195562495,"Neodexiopsis_sp.","Cuphea_ericoides",1
2,0.05,0,1.15352063723347e-16,"Chilicola_(Prosopoides)_sp.","Vochysia_thyrsoidea",1
2,0.05,0,4.35019338154557e-16,"Heliactin_bilophus","Paepalanthus_bromelioides",1
2,0.05,0,0,"Cauliognathus_sp._2","Solanum_sp.",1
2,0.05,0,0,"Protomydas_sp.","Aspilia_jolyana",1
2,0.05,0,0,"Eullaema_nigrita","Stachytarpheta_confertifolia",1
2,0.05,0,-1.07347697869626e-38,"Cauliognathini_sp._1","Myrcia_guianensis",1
2,0.05,0,-3.16237612160032e-17,"Melipona_sp._1","Aspilia_jolyana",1
2,0.05,0,0,"Nitidulidae_sp._2","Paepalanthus_bromelioides",1
2,0.05,0,-0.202272317709458,"Deopalpus_sp.","Aspilia_jolyana",1
2,0.05,0,-3.84756859372944e-19,"Megachile_(Pseudocentron)_sp._2","Declieuxia_fruticosa",1
2,0.05,0,2.01290405267929e-17,"Heliactin_bilophus","Cuphea_ericoides",1
2,0.05,0,0.0442944636864232,"Cerambycidae_sp.","Palicourea_rigida",1
2,0.05,0,0,"Satyrinae_sp.","Vellozia_albiflora",1
2,0.05,0,-1.11049346975802e-16,"Cauliognathus_sp._2","Byrsonima_variabilis",1
2,0.05,0,1.13500090517547e-17,"Apis_mellifera","Sabicea_brasiliensis",1
2,0.05,0,0,"Nitidulidae_sp._2","Stachytarpheta_linearis",1
2,0.05,0,0.0565311904696298,"Alticini_sp._2","Jacaranda_caroba",1
2,0.05,0,0.112577170116118,"Ceratina_(Crewella)_asuncionis","Palicourea_rigida",1
2,0.05,0,0,"Sibinia_sp.","Byrsonima_variabilis",1
2,0.05,0,0.24836743705872,"Deopalpus_sp.","Convolvulacea_sp.",1
2,0.05,0,0.153599383332666,"Alticini_sp._1","Cuphea_ericoides",1
2,0.05,0,0.059791974356501,"Colibri_serrirostris","Lessingianthus_pycnostachyus",1
2,0.05,0,0.023167848789138,"Anthidini_sp.","Vochysia_thyrsoidea",1
2,0.05,0,0,"Elateridae_sp._1","Hypenia_macrantha",1
2,0.05,0,-4.12147427055018e-60,"Toxophorinae_sp._2","Hypenia_macrantha",1
2,0.05,0,0.302916719064526,"Cerambycidae_sp.","Mimosa_sp.",1
2,0.05,0,-0.00167492241296914,"Trigona_spinipes","Trigonia_cipoensis",1
2,0.05,0,0,"Nitidulidae_sp._2","Lessingianthus_pycnostachyus",1
2,0.05,0,0.000911476569926862,"Phoebis_sennae","Aspilia_jolyana",1
2,0.05,0,0.0045373126264098,"Anthidini_sp.","Palicourea_rigida",1
2,0.05,0,-8.28180524366162e-22,"Coelioxys_sp.","Rynchospora_consanguinea",1
2,0.05,0,0.00181714476133265,"Nitidulidae_sp._1","Ouratea_floribunda",1
2,0.05,0,-0.107199483145201,"Neodexiopsis_sp.","Aspilia_jolyana",1
2,0.05,0,0,"Protomydas_sp.","Declieuxia_fruticosa",1
2,0.05,0,-1.71985778176924e-19,"Chilicola_(Prosopoides)_sp.","Convolvulacea_sp.",1
2,0.05,0,0,"Xylocopa_sp._5","Stachytarpheta_linearis",1
2,0.05,0,0,"Xylocopa_big","Trigonia_cipoensis",1
2,0.05,0,2.6502333557615e-32,"Heliactin_bilophus","Camptosema_isopetalum",1
2,0.05,0,-1.07269795314319e-38,"Nitidulidae_sp._1","Myrcia_guianensis",1
2,0.05,0,0.0203722594687696,"Plecia_sp.","Stachytarpheta_linearis",1
2,0.05,0,0,"Xylocopa_big","Vellozia_albiflora",1
2,0.05,0,0.0240881031410351,"Campylopterus_largipennis","Cuphea_ericoides",1
2,0.05,0,-3.18267526608164e-18,"Trichodes_sp.","Sabicea_brasiliensis",1
2,0.05,0,-5.91434428559478e-39,"Eupetomena_macroura","Myrcia_guianensis",1
2,0.05,0,5.84872055083171e-16,"Trigona_spinipes","Byrsonima_variabilis",1
2,0.05,0,1.58809578797293e-18,"Camponotus_crassus","Sabicea_brasiliensis",1
2,0.05,0,0,"Elateridae_sp._1","Palicourea_rigida",1
2,0.05,0,-3.35407730174357e-18,"Megachile_(Moureapis)_cf_anthidioides","Byrsonima_variabilis",1
2,0.05,0,1.03808910524461e-20,"Augochloropsis_sp._3","Declieuxia_fruticosa",1
2,0.05,0,0,"Pteromalidae_sp._1","Solanum_sp.",1
2,0.05,0,3.68329427723448e-18,"Phoebis_sennae","Camptosema_isopetalum",1
2,0.05,0,1.76571849205415e-22,"Trichodes_sp.","Hypenia_macrantha",1
2,0.05,0,7.67217923266448e-31,"Unidentified_Lepidoptera_sp._7","Luxemburgia_villosa",1
2,0.05,0,0.0135171761311925,"Colibri_serrirostris","Stachytarpheta_linearis",1
2,0.05,0,0,"Aellopos_sp.","Solanum_sp.",1
2,0.05,0,1.02290268387207e-28,"Cephalotes_pusillus","Luxemburgia_villosa",1
2,0.05,0,0.00116560530359083,"Anthidini_sp.","Ouratea_floribunda",1
2,0.05,0,0,"Palpada_sp.","Jacaranda_caroba",1
2,0.05,0,0.076845878868077,"Trichodes_sp.","Cuphea_ericoides",1
2,0.05,0,0,"Madopterini_sp.","Aspilia_jolyana",1
2,0.05,0,-1.20535775633787e-40,"Augochloropsis_sp._3","Turnera_hilaireana",1
2,0.05,0,-0.000610260713062227,"Colibri_serrirostris","Richterago_arenaria",1
2,0.05,0,0,"Pseudagapostemon_sp._1","Solanum_sp.",1
2,0.05,0,0.198654620406668,"Plecia_sp.","Convolvulacea_sp.",1
2,0.05,0,0,"Eumolpini_sp._4","Declieuxia_fruticosa",1
2,0.05,0,0.0444171142098984,"Eupetomena_macroura","Ouratea_floribunda",1
2,0.05,0,0,"Elateridae_sp._1","Cuphea_ericoides",1
2,0.05,0,5.64475092529345e-45,"Xylocopa_sp._1","Luxemburgia_villosa",1
2,0.05,0,0,"Sibinia_sp.","Mimosa_sp.",1
2,0.05,0,0.00509714577339587,"Neodexiopsis_sp.","Ouratea_floribunda",1
2,0.05,0,0,"Protomydas_sp.","Rynchospora_consanguinea",1
2,0.05,0,0,"Myzinum_sp.","Cuphea_ericoides",1
2,0.05,0,1.04249822834799e-29,"Megachile_(Pseudocentron)_sp._1","Luxemburgia_villosa",1
2,0.05,0,0,"Myzinum_sp.","Declieuxia_fruticosa",1
2,0.05,0,0.0246869050477043,"Brachygastra_lecheguana","Malpigaceae_sp.",1
2,0.05,0,5.18489658009021e-53,"Ceratina_(Crewella)_sp._2","Paepalanthus_sp._1",1
2,0.05,0,3.37816766080084e-19,"Melipona_sp._1","Convolvulacea_sp.",1
2,0.05,0,0,"Nitidulidae_sp._2","Trigonia_cipoensis",1
2,0.05,0,0,"Xylocopa_big","Byrsonima_variabilis",1
2,0.05,0,-2.15803761244692e-47,"Augochlora_(Oxystoglossella)_sp._2","Luxemburgia_villosa",1
2,0.05,8,NA,"Apis_mellifera","Aspilia_jolyana",0
2,0.05,1,NA,"Augochloropsis_sp._1","Aspilia_jolyana",0
2,0.05,6,NA,"Bombus_pauloensis","Aspilia_jolyana",0
2,0.05,1,NA,"Camponotus_crassus","Aspilia_jolyana",0
2,0.05,0,NA,"Dialictus_(Chloralictus)_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Exomalopsis_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Aspilia_jolyana",0
2,0.05,0,NA,"Anthidini_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Aspilia_jolyana",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Coelioxys_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Diptera_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Megachile_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Aspilia_jolyana",0
2,0.05,0,NA,"Xylocopa_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Xylocopa_sp._5","Aspilia_jolyana",0
2,0.05,0,NA,"Campylopterus_largipennis","Aspilia_jolyana",0
2,0.05,0,NA,"Cephalotes_pusillus","Aspilia_jolyana",0
2,0.05,0,NA,"Colibri_serrirostris","Aspilia_jolyana",0
2,0.05,0,NA,"Heliactin_bilophus","Aspilia_jolyana",0
2,0.05,0,NA,"Vanessa_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Aspilia_jolyana",0
2,0.05,0,NA,"Campsomeris_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Xylocopa_big","Aspilia_jolyana",0
2,0.05,0,NA,"Brachygastra_lecheguana","Aspilia_jolyana",0
2,0.05,0,NA,"Nitidulidae_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Polybia_ignobilis","Aspilia_jolyana",0
2,0.05,0,NA,"Madarini_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Trigona_spinipes","Aspilia_jolyana",0
2,0.05,0,NA,"Alticini_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Cauliognathini_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Cauliognathus_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Elateridae_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Aspilia_jolyana",0
2,0.05,0,NA,"Myzinum_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Nitidulidae_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Palpada_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Pteromalidae_sp._1","Aspilia_jolyana",0
2,0.05,0,NA,"Sibinia_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Trichodes_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Eupetomena_macroura","Aspilia_jolyana",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Aspilia_jolyana",0
2,0.05,0,NA,"Hesperiinae_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Toxophorinae_sp._2","Aspilia_jolyana",0
2,0.05,0,NA,"Aellopos_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Papilionidae_sp.","Aspilia_jolyana",0
2,0.05,0,NA,"Augochloropsis_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Camponotus_crassus","Byrsonima_variabilis",0
2,0.05,0,NA,"Eullaema_nigrita","Byrsonima_variabilis",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Satyrinae_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Xylocopa_sp._2","Byrsonima_variabilis",0
2,0.05,1,NA,"Exomalopsis_sp._1","Byrsonima_variabilis",0
2,0.05,1,NA,"Tapinotaspidini_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Chlorostilbon_lucidus","Byrsonima_variabilis",0
2,0.05,0,NA,"Anthidini_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Augochlora_(Oxystoglossella)_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Byrsonima_variabilis",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Diptera_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Megachile_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Phoebis_sennae","Byrsonima_variabilis",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Byrsonima_variabilis",0
2,0.05,0,NA,"Xylocopa_sp._5","Byrsonima_variabilis",0
2,0.05,0,NA,"Campylopterus_largipennis","Byrsonima_variabilis",0
2,0.05,0,NA,"Cephalotes_pusillus","Byrsonima_variabilis",0
2,0.05,0,NA,"Colibri_serrirostris","Byrsonima_variabilis",0
2,0.05,0,NA,"Heliactin_bilophus","Byrsonima_variabilis",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Byrsonima_variabilis",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Brachygastra_lecheguana","Byrsonima_variabilis",0
2,0.05,0,NA,"Nitidulidae_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Polybia_ignobilis","Byrsonima_variabilis",0
2,0.05,0,NA,"Madarini_sp._2","Byrsonima_variabilis",0
2,0.05,0,NA,"Alticini_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Cauliognathini_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Cerambycidae_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Deopalpus_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Eumolpini_sp._4","Byrsonima_variabilis",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Byrsonima_variabilis",0
2,0.05,0,NA,"Madopterini_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Myzinum_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Neodexiopsis_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Nitidulidae_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Palpada_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Pteromalidae_sp._1","Byrsonima_variabilis",0
2,0.05,0,NA,"Sciara_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Eupetomena_macroura","Byrsonima_variabilis",0
2,0.05,0,NA,"Hesperiinae_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Augochloropsis_sp._3","Byrsonima_variabilis",0
2,0.05,0,NA,"Aellopos_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Papilionidae_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Protomydas_sp.","Byrsonima_variabilis",0
2,0.05,0,NA,"Apis_mellifera","Camptosema_isopetalum",0
2,0.05,0,NA,"Augochloropsis_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Bombus_pauloensis","Camptosema_isopetalum",0
2,0.05,0,NA,"Camponotus_crassus","Camptosema_isopetalum",0
2,0.05,0,NA,"Eullaema_nigrita","Camptosema_isopetalum",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Tetrapedia_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Xylocopa_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Dialictus_(Chloralictus)_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Anthidini_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Centris_(Hemisielaa)_tarsata","Camptosema_isopetalum",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Chilicola_(Prosopoides)_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Coelioxys_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Diptera_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Megachile_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Unidentified_Lepidoptera_sp._7","Camptosema_isopetalum",0
2,0.05,0,NA,"Xylocopa_sp._5","Camptosema_isopetalum",0
2,0.05,0,NA,"Campylopterus_largipennis","Camptosema_isopetalum",0
2,0.05,0,NA,"Cephalotes_pusillus","Camptosema_isopetalum",0
2,0.05,0,NA,"Colibri_serrirostris","Camptosema_isopetalum",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Camptosema_isopetalum",0
2,0.05,0,NA,"Campsomeris_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Xylocopa_big","Camptosema_isopetalum",0
2,0.05,0,NA,"Brachygastra_lecheguana","Camptosema_isopetalum",0
2,0.05,0,NA,"Nitidulidae_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Polybia_ignobilis","Camptosema_isopetalum",0
2,0.05,0,NA,"Madarini_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Trigona_spinipes","Camptosema_isopetalum",0
2,0.05,0,NA,"Alticini_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Cauliognathini_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Deopalpus_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Elateridae_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Eumolpini_sp._4","Camptosema_isopetalum",0
2,0.05,0,NA,"Lepidoptera_(microlepidoptera)","Camptosema_isopetalum",0
2,0.05,0,NA,"Madopterini_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Myzinum_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Neodexiopsis_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Nitidulidae_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Palpada_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Plecia_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Pteromalidae_sp._1","Camptosema_isopetalum",0
2,0.05,0,NA,"Sciara_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Sibinia_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Trichodes_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Eupetomena_macroura","Camptosema_isopetalum",0
2,0.05,0,NA,"Megachile_(Moureapis)_cf_anthidioides","Camptosema_isopetalum",0
2,0.05,0,NA,"Hesperiinae_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Augochloropsis_sp._3","Camptosema_isopetalum",0
2,0.05,0,NA,"Toxophorinae_sp._2","Camptosema_isopetalum",0
2,0.05,0,NA,"Aellopos_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Papilionidae_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Protomydas_sp.","Camptosema_isopetalum",0
2,0.05,0,NA,"Apis_mellifera","Convolvulacea_sp.",0
2,0.05,0,NA,"Augochloropsis_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Camponotus_crassus","Convolvulacea_sp.",0
2,0.05,0,NA,"Eullaema_nigrita","Convolvulacea_sp.",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Pseudagapostemon_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Satyrinae_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Tetrapedia_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Xylocopa_sp._2","Convolvulacea_sp.",0
2,0.05,1,NA,"Dialictus_(Chloralictus)_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Exomalopsis_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Tapinotaspidini_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Anthidini_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Ceratina_(Crewella)_sp._2","Convolvulacea_sp.",0
2,0.05,0,NA,"Megachile_cf_(Dactylomegachile)_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Megachile_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Phoebis_sennae","Convolvulacea_sp.",0
2,0.05,0,NA,"Xylocopa_sp._5","Convolvulacea_sp.",0
2,0.05,0,NA,"Campylopterus_largipennis","Convolvulacea_sp.",0
2,0.05,0,NA,"Cephalotes_pusillus","Convolvulacea_sp.",0
2,0.05,0,NA,"Colibri_serrirostris","Convolvulacea_sp.",0
2,0.05,0,NA,"Heliactin_bilophus","Convolvulacea_sp.",0
2,0.05,0,NA,"Vanessa_sp.","Convolvulacea_sp.",0
2,0.05,0,NA,"Ceratina_(Crewella)_asuncionis","Convolvulacea_sp.",0
2,0.05,0,NA,"Campsomeris_sp._1","Convolvulacea_sp.",0
2,0.05,0,NA,"Megachile_(Pseudocentron)_sp._1","Convolvulacea_sp.",0
