"emln_id","train_layer","test_layer","prop_ones_removed","amount_of_removed_1","prop_zeros_removed","amount_of_removed_0","k","lambda","observed","reconstructed_value"
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,2.11809526799972e-28
25,1,1,0.2,27,0.2,351,10,0.1,1,-0.0965095588446047
25,1,1,0.2,27,0.2,351,10,0.1,1,1.62623339413478e-16
25,1,1,0.2,27,0.2,351,10,0.1,1,-1.57662803293476
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,7.96102337574968
25,1,1,0.2,27,0.2,351,10,0.1,1,1.60560089311283e-25
25,1,1,0.2,27,0.2,351,10,0.1,1,-1.29437782493975e-16
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,-0.187671884800187
25,1,1,0.2,27,0.2,351,10,0.1,1,-0.804314726759642
25,1,1,0.2,27,0.2,351,10,0.1,1,1.25393474239007
25,1,1,0.2,27,0.2,351,10,0.1,1,-2.60590424793314
25,1,1,0.2,27,0.2,351,10,0.1,1,0.462259822738637
25,1,1,0.2,27,0.2,351,10,0.1,1,4.33916607431543e-26
25,1,1,0.2,27,0.2,351,10,0.1,1,0.954255898850656
25,1,1,0.2,27,0.2,351,10,0.1,1,2.01037458310682
25,1,1,0.2,27,0.2,351,10,0.1,1,0.156501247087684
25,1,1,0.2,27,0.2,351,10,0.1,1,0.210590723731227
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,-5.21445661022988e-17
25,1,1,0.2,27,0.2,351,10,0.1,1,-6.14919002246958e-16
25,1,1,0.2,27,0.2,351,10,0.1,1,0
25,1,1,0.2,27,0.2,351,10,0.1,1,7.52214619774098
25,1,1,0.2,27,0.2,351,10,0.1,1,1.86792971893234
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.393240691901273
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.11976491016496
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.837891773808521
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.113775351989497
25,1,1,0.2,27,0.2,351,10,0.1,0,0.209722726533778
25,1,1,0.2,27,0.2,351,10,0.1,0,0.312327605654231
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.359355303722283
25,1,1,0.2,27,0.2,351,10,0.1,0,0.112843923440707
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.1335312875307
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0069941340876424
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.37973992649442
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.06734078278381
25,1,1,0.2,27,0.2,351,10,0.1,0,0.690376204166598
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.8997421217039
25,1,1,0.2,27,0.2,351,10,0.1,0,0.105442896795161
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.102249568454777
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.221427286960383
25,1,1,0.2,27,0.2,351,10,0.1,0,2.31194012314142
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.05108900376922
25,1,1,0.2,27,0.2,351,10,0.1,0,0.623102093111853
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.066695276103222
25,1,1,0.2,27,0.2,351,10,0.1,0,7.97612908853793e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,0.123159285812213
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.133540256921841
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.607429671774957
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0492712081081565
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0143365975018146
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.393425226866765
25,1,1,0.2,27,0.2,351,10,0.1,0,0.00245036604395022
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00610186120868177
25,1,1,0.2,27,0.2,351,10,0.1,0,0.00634010749876554
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0321137998418762
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.192515097408803
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0815242065828408
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0536940617075922
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.183304511778554
25,1,1,0.2,27,0.2,351,10,0.1,0,0.349917638117265
25,1,1,0.2,27,0.2,351,10,0.1,0,0.210028171035112
25,1,1,0.2,27,0.2,351,10,0.1,0,8.92014198645533e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0583295823424458
25,1,1,0.2,27,0.2,351,10,0.1,0,0.242928064594736
25,1,1,0.2,27,0.2,351,10,0.1,0,4.22536127007448e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.254277740099936
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.108133651043864
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.780059551004327
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00516929152574101
25,1,1,0.2,27,0.2,351,10,0.1,0,0.40174113261062
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.425537519566692
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.854409382235309
25,1,1,0.2,27,0.2,351,10,0.1,0,4.29981842240702e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0468113802582105
25,1,1,0.2,27,0.2,351,10,0.1,0,-3.43112235989502e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.01592763926062
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.434918230585087
25,1,1,0.2,27,0.2,351,10,0.1,0,1.21766619431516e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,1.28052896162416
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0345937600752928
25,1,1,0.2,27,0.2,351,10,0.1,0,0.117167390297437
25,1,1,0.2,27,0.2,351,10,0.1,0,1.90647686535198
25,1,1,0.2,27,0.2,351,10,0.1,0,0.333555911736116
25,1,1,0.2,27,0.2,351,10,0.1,0,0.940950919809026
25,1,1,0.2,27,0.2,351,10,0.1,0,4.0275972107841
25,1,1,0.2,27,0.2,351,10,0.1,0,1.46968885463139e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.239148568824019
25,1,1,0.2,27,0.2,351,10,0.1,0,1.93225810066631e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0444626693346618
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.94960653365561e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.60362976744407
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.07373494190279
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0788887122422798
25,1,1,0.2,27,0.2,351,10,0.1,0,1.32453317280153
25,1,1,0.2,27,0.2,351,10,0.1,0,0.242993601641983
25,1,1,0.2,27,0.2,351,10,0.1,0,2.09523396969678e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.74056949889261e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0815886935793511
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0329066685348663
25,1,1,0.2,27,0.2,351,10,0.1,0,0.10332213790485
25,1,1,0.2,27,0.2,351,10,0.1,0,-8.92276876089783e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,1.64917220400961e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0685917518918134
25,1,1,0.2,27,0.2,351,10,0.1,0,0.618373421879923
25,1,1,0.2,27,0.2,351,10,0.1,0,0.00370376867455312
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.807160852694115
25,1,1,0.2,27,0.2,351,10,0.1,0,0.439159546147663
25,1,1,0.2,27,0.2,351,10,0.1,0,9.66735264837632e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,2.10689849513765e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.03610497245268
25,1,1,0.2,27,0.2,351,10,0.1,0,0.193227525359532
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,1.89426719236489
25,1,1,0.2,27,0.2,351,10,0.1,0,0.23585171800563
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.584682889213978
25,1,1,0.2,27,0.2,351,10,0.1,0,0.011606111561808
25,1,1,0.2,27,0.2,351,10,0.1,0,0.878758368085473
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0511778243934079
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.128628142076717
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0071997993354212
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0322206837047251
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.55980825158257e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,3.41801625727866e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0394842735391767
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0431322669516245
25,1,1,0.2,27,0.2,351,10,0.1,0,0.76845807068007
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,1.12206392282531
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.634230752759721
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0278180125633283
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.908504252889908
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.71508396261763e-28
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0486907936056184
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.013488240122776
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.240648562897023
25,1,1,0.2,27,0.2,351,10,0.1,0,0.274346510926638
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.7526173848068
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0622687532527042
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.10995402797609
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.286799380164188
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.14425560739721e-29
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.06889944052298e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.905610881191159
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.940157303179081
25,1,1,0.2,27,0.2,351,10,0.1,0,-8.15270757490327e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,0.481858539403374
25,1,1,0.2,27,0.2,351,10,0.1,0,0.704900840039518
25,1,1,0.2,27,0.2,351,10,0.1,0,0.048308523403445
25,1,1,0.2,27,0.2,351,10,0.1,0,-3.53341037743661
25,1,1,0.2,27,0.2,351,10,0.1,0,0.241017904870591
25,1,1,0.2,27,0.2,351,10,0.1,0,1.38664726506941e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.962490261730922
25,1,1,0.2,27,0.2,351,10,0.1,0,1.22285828034387
25,1,1,0.2,27,0.2,351,10,0.1,0,0.444742355532011
25,1,1,0.2,27,0.2,351,10,0.1,0,1.21358508346502
25,1,1,0.2,27,0.2,351,10,0.1,0,0.036042575846842
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.895493608533217
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0147947212470394
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.112801952042767
25,1,1,0.2,27,0.2,351,10,0.1,0,0.352570790450936
25,1,1,0.2,27,0.2,351,10,0.1,0,0.268566305562681
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.24565962493229
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.96762662058223
25,1,1,0.2,27,0.2,351,10,0.1,0,0.363431843328237
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.257912794632842
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.358878813973954
25,1,1,0.2,27,0.2,351,10,0.1,0,7.14099084217184e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,0.236060267380228
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.234395503361265
25,1,1,0.2,27,0.2,351,10,0.1,0,5.65426639845877e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.206241919358286
25,1,1,0.2,27,0.2,351,10,0.1,0,9.87191518874691e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,0.109542245158603
25,1,1,0.2,27,0.2,351,10,0.1,0,3.1002587777345
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.089052958253874
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.521690421630078
25,1,1,0.2,27,0.2,351,10,0.1,0,5.33440784793102
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.95694022199787e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-3.92467138540994e-15
25,1,1,0.2,27,0.2,351,10,0.1,0,-3.81016193262082e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0785969547425871
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.38208074142828
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0557063457898917
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.149559247876006
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00597628026035631
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.249100264541367
25,1,1,0.2,27,0.2,351,10,0.1,0,0.000123884586005759
25,1,1,0.2,27,0.2,351,10,0.1,0,0.490541101468411
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0430860519500589
25,1,1,0.2,27,0.2,351,10,0.1,0,0.341533235574415
25,1,1,0.2,27,0.2,351,10,0.1,0,0.523662915442435
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.39798446662745e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.066936491934571
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.19799093210935
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0127264228118503
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.63351827608261e-29
25,1,1,0.2,27,0.2,351,10,0.1,0,0.631536057850471
25,1,1,0.2,27,0.2,351,10,0.1,0,0.295294940394326
25,1,1,0.2,27,0.2,351,10,0.1,0,3.20109352828987e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0711500701001527
25,1,1,0.2,27,0.2,351,10,0.1,0,0.447172452293361
25,1,1,0.2,27,0.2,351,10,0.1,0,0.758152485882396
25,1,1,0.2,27,0.2,351,10,0.1,0,6.85560040877451e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0885154979163994
25,1,1,0.2,27,0.2,351,10,0.1,0,-6.4911375631603e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00853705914894282
25,1,1,0.2,27,0.2,351,10,0.1,0,0.652229144028956
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0771117922646491
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.326045148458482
25,1,1,0.2,27,0.2,351,10,0.1,0,1.88418022918421
25,1,1,0.2,27,0.2,351,10,0.1,0,0.946589046132891
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0524013520118539
25,1,1,0.2,27,0.2,351,10,0.1,0,0.177627788410129
25,1,1,0.2,27,0.2,351,10,0.1,0,0.01080197249245
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.768897395265823
25,1,1,0.2,27,0.2,351,10,0.1,0,2.49866957419193e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0257335299477415
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.32650444740285
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.314950624615122
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.497023150412881
25,1,1,0.2,27,0.2,351,10,0.1,0,0.338125543594277
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0475753699967577
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.249390551911197
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.479935732755733
25,1,1,0.2,27,0.2,351,10,0.1,0,0.38550864226493
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.87603662665869e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.220695686191691
25,1,1,0.2,27,0.2,351,10,0.1,0,0.725188872351297
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0877152870316146
25,1,1,0.2,27,0.2,351,10,0.1,0,6.77124686537238e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0872835542791178
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.498935770357206
25,1,1,0.2,27,0.2,351,10,0.1,0,0.385841251049309
25,1,1,0.2,27,0.2,351,10,0.1,0,0.466502510223529
25,1,1,0.2,27,0.2,351,10,0.1,0,1.71446360206608
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0229810910197076
25,1,1,0.2,27,0.2,351,10,0.1,0,3.68938394466683e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,0.974595750506234
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0332962095702286
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0347794205588565
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00930347052345545
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.254282501033918
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0280833611239583
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0738028113116702
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0209507505290316
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.23482365147773
25,1,1,0.2,27,0.2,351,10,0.1,0,0.335604835491256
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.55517801593949
25,1,1,0.2,27,0.2,351,10,0.1,0,4.44701714744257e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.235816877679706
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.8507383153387
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.200253456805491
25,1,1,0.2,27,0.2,351,10,0.1,0,0.000546898523864449
25,1,1,0.2,27,0.2,351,10,0.1,0,0.305485006857654
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0442667021835274
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0259782173424665
25,1,1,0.2,27,0.2,351,10,0.1,0,3.05904915043636e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0600211844700527
25,1,1,0.2,27,0.2,351,10,0.1,0,1.06868052038566e-41
