"emln_id","layers_to_train","layer_to_predict","prop_ones_to_remove","amount_of_removed_1","prop_zeros_to_remove","amount_of_removed_0","TP","TN","FP","FN","specificity","precision","recall","recall_rem","f1_score","balanced_accuracy"
25,5,4,0.2,23,0,0,106,1415,34,9,0.976535541752933,0.757142857142857,0.921739130434783,0.608695652173913,0.831372549019608,0.949137336093858
25,5,5,0.2,35,0,0,163,2035,0,12,1,1,0.931428571428571,0.657142857142857,0.964497041420118,0.965714285714286
25,5,6,0.2,31,0,0,151,2032,10,8,0.995102840352595,0.937888198757764,0.949685534591195,0.741935483870968,0.94375,0.972394187471895
25,5,7,0.2,24,0,0,118,1186,17,4,0.985868661679135,0.874074074074074,0.967213114754098,0.833333333333333,0.918287937743191,0.976540888216617
25,6,1,0.2,27,0,0,128,1726,2,7,0.998842592592593,0.984615384615385,0.948148148148148,0.740740740740741,0.966037735849057,0.97349537037037
25,6,2,0.2,31,0,0,145,2347,2,14,0.999148573861218,0.986394557823129,0.911949685534591,0.548387096774194,0.947712418300654,0.958693783785955
25,6,3,0.2,18,0,0,83,1205,2,8,0.9983429991715,0.976470588235294,0.912087912087912,0.555555555555556,0.943181818181818,0.955215455629706
25,6,4,0.2,23,0,0,108,1449,0,7,1,1,0.939130434782609,0.695652173913043,0.968609865470852,0.969565217391304
25,6,5,0.2,35,0,0,166,2033,2,9,0.999017199017199,0.988095238095238,0.948571428571429,0.742857142857143,0.967930029154519,0.973794313794314
25,6,6,0.2,31,0,0,144,2042,0,15,1,1,0.905660377358491,0.516129032258065,0.95049504950495,0.959119496855346
25,6,7,0.2,24,0,0,117,1199,4,5,0.99667497921862,0.966942148760331,0.959016393442623,0.791666666666667,0.962962962962963,0.977845686330622
25,7,1,0.2,27,0,0,128,1690,38,7,0.978009259259259,0.771084337349398,0.948148148148148,0.740740740740741,0.850498338870432,0.963078703703704
25,7,2,0.2,31,0,0,153,2313,36,6,0.984674329501916,0.80952380952381,0.962264150943396,0.806451612903226,0.879310344827586,0.973469240222656
25,7,3,0.2,18,0,0,84,1177,30,7,0.975144987572494,0.736842105263158,0.923076923076923,0.611111111111111,0.819512195121951,0.949110955324708
25,7,4,0.2,23,0,0,106,1430,19,9,0.986887508626639,0.848,0.921739130434783,0.608695652173913,0.883333333333333,0.954313319530711
25,7,5,0.2,35,0,0,168,2015,20,7,0.99017199017199,0.893617021276596,0.96,0.8,0.925619834710744,0.975085995085995
25,7,6,0.2,31,0,0,145,2018,24,14,0.988246816846229,0.857988165680473,0.911949685534591,0.548387096774194,0.884146341463415,0.95009825119041
25,7,7,0.2,24,0,0,113,1203,0,9,1,1,0.926229508196721,0.625,0.961702127659575,0.979508196721312
