"train_layer","test_layer","threshold","f05","f1","mcc","train_layer_name","test_layer_name","jaccard_pollinators","jaccard_plants","jaccard_edges","distance_km","layer_comparison"
2,1,0.8,0.680440016156673,0.70951722269975,0.257362500998274,"Tenerife South","Tenerife Teno",0.257425742574257,0.4,0.109756097560976,57.4641820425,"Added location"
2,2,0.3,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.325,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.35,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.375,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.4,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.425,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.45,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.475,0.688768331057526,0.779060722559558,NA,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.5,0.692409273651304,0.771595488249368,0.0762347055986855,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.525,0.693532727163189,0.76576887086223,0.0865597092986125,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.55,0.698309843330732,0.763601016851163,0.116354001786023,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.575,0.697508097574926,0.754739171229283,0.119354720893918,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.6,0.696306971595948,0.746181206058256,0.118680355955693,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.625,0.693214629094883,0.734014934729668,0.10856456548831,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.65,0.694008984090372,0.72678123121252,0.121110354180129,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.675,0.698258752369277,0.723219401584247,0.143275940488978,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.7,0.701703309397982,0.71780257318185,0.15907629251058,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.725,0.699925772609088,0.704810056857213,0.158732536323267,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.75,0.706676870875431,0.703100081655388,0.184108712087099,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.775,0.710210093259746,0.697114411961362,0.201647788630405,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,2,0.8,0.713300820938617,0.691872929316959,0.214013152265401,"Tenerife South","Tenerife South",1,1,1,0,"Single location"
2,3,0.3,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.325,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.35,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.375,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.4,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.425,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.45,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.475,0.632782993239025,0.733297239828695,NA,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.5,0.633616479174761,0.722371831865781,0.0466889588921831,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.525,0.640084071813834,0.72007355696102,0.0844501026903013,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.55,0.645439818236133,0.719565404206169,0.112149847353442,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.575,0.650860948629007,0.717769382980711,0.13451267273013,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.6,0.654881269734099,0.712356272396674,0.15473689307909,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.625,0.654739100952908,0.703212035818888,0.154859216434874,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.65,0.65896679592028,0.698105900263237,0.17357085311294,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.675,0.651411578245561,0.680091673836842,0.153665355198331,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.7,0.6569370264974,0.67483010291048,0.177390003111638,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.725,0.661227769524005,0.670905851165253,0.190375675852444,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.75,0.666791366487248,0.666675485821675,0.207515587807614,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.775,0.66468168954442,0.654561309318166,0.206591300967457,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,3,0.8,0.658261795038978,0.635608596843637,0.200906457404476,"Tenerife South","Gran Canaria",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
2,4,0.3,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.325,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.35,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.375,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.4,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.425,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.45,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.475,0.659974360869242,0.754739018923497,NA,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.5,0.663079429767936,0.739958975356075,0.0758812254201267,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.525,0.665538969225023,0.740607104356371,0.0905256677276011,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.55,0.66840430252564,0.741692299267988,0.101321486388319,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.575,0.669810128285304,0.741394995200386,0.110523281002949,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.6,0.669335065685389,0.739180840474493,0.108684365703962,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.625,0.670110363416733,0.737550491695549,0.114856458978976,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.65,0.670406699337272,0.7373754514198,0.118111255477549,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.675,0.671871459666631,0.737875329155606,0.124078551555849,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.7,0.668073155555896,0.731807958293337,0.110889651008998,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.725,0.661097312035705,0.714689111323624,0.094248123483966,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.75,0.656801490599147,0.703182395472672,0.0836755145220612,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.775,0.64315189213072,0.678380981258807,0.0462632459523618,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,4,0.8,0.645594305914799,0.6688569128798,0.0618912495792104,"Tenerife South","Fuerteventura",0.127272727272727,0.25,0.0405405405405405,284.2253518,"Added location"
2,5,0.3,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.325,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.35,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.375,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.4,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.425,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.45,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.475,0.632821582247828,0.732456280824137,NA,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.5,0.633497090751559,0.718346653035976,0.049646661974511,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.525,0.644362089970913,0.724449168781168,0.10806061087275,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.55,0.647749802466899,0.718546278443471,0.124840465968906,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.575,0.651093694664668,0.714185024383362,0.139897902340054,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.6,0.646997155545378,0.701607205541279,0.128479965634753,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.625,0.643686635891286,0.687532974923274,0.12552348919238,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.65,0.647345547345985,0.681417950050737,0.137387048953498,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.675,0.641618467137033,0.66242047741714,0.131398303871094,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.7,0.640504262477904,0.651304486616305,0.135575251774347,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.725,0.636957134677611,0.638979480906475,0.135040694769808,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.75,0.643745366495682,0.635981902988858,0.155965153204529,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.775,0.643183125350835,0.629829091347016,0.158619130562468,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,5,0.8,0.63238896064122,0.606867566911638,0.140786411186409,"Tenerife South","Western Sahara",0.0491803278688525,0.272727272727273,0.00411522633744856,339.3817762,"Added location"
2,6,0.3,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.325,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.35,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.375,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.4,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.425,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.45,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.475,0.650013711646516,0.747414546523051,NA,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.5,0.652320664757574,0.731844747398653,0.0657343868357742,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.525,0.655534340452965,0.731252956713409,0.0847307113086139,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.55,0.656343214840635,0.729993213861314,0.089911324699775,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.575,0.655129656282071,0.727027225864491,0.0853227594365595,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.6,0.653452550103886,0.719785948845067,0.0830662636234564,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.625,0.661412115565353,0.722711358741096,0.117624956011019,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.65,0.665960597920183,0.723973598896135,0.136119941654261,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.675,0.668246123451657,0.724834899859707,0.144682146749723,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.7,0.673893213235544,0.728846091028792,0.16483579445127,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.725,0.680000452415402,0.732968941479982,0.187485626993492,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.75,0.682211227001121,0.734020745771546,0.194271066157922,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.775,0.685285551121904,0.73609806391338,0.203320067203985,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,6,0.8,0.690641552546377,0.738863813715232,0.219775747533337,"Tenerife South","El Hierro",0.150943396226415,0.285714285714286,0.0558139534883721,172.763448,"Added location"
2,7,0.3,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.325,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.35,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.375,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.4,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.425,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.45,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.475,0.650247621093888,0.74773858027877,NA,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.5,0.652615866031744,0.739424931150314,0.0614652247659644,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.525,0.655842107825491,0.738361788719883,0.0827849616769211,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.55,0.659921540898506,0.739600581088436,0.103039859926036,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.575,0.663800826412158,0.741184659348753,0.12481554618927,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.6,0.664996740595668,0.740449708293226,0.131219324799031,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.625,0.663318674958056,0.736451330720391,0.125515081592637,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.65,0.664581331850612,0.735356603767096,0.130339937733108,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.675,0.664215922962504,0.731282640005411,0.133660664302418,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.7,0.660700840903048,0.722318107693137,0.122162819129461,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.725,0.664680666842911,0.721401603594019,0.13992317606571,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.75,0.665333649959621,0.717768886513314,0.138629146355493,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.775,0.665808297093184,0.715684160304491,0.14289956658763,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
2,7,0.8,0.662849429351075,0.707233790445283,0.136866829133637,"Tenerife South","La Gomera",0.237113402061856,0.476190476190476,0.0851063829787234,92.99956344,"Added location"
3,1,0.3,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.325,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.35,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.375,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.4,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.425,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.45,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.475,0.636956585912997,0.736457575372245,NA,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.5,0.637960996610668,0.72701361933757,0.0467591853773306,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.525,0.636278478013268,0.720705164469868,0.0438191050344834,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.55,0.640019915219153,0.719669979624635,0.0656089687005379,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.575,0.641659460039071,0.716357963583409,0.0766971629143714,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.6,0.647010996887118,0.717123780746544,0.104557247221039,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.625,0.648309084305198,0.712711875688247,0.109423090017105,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.65,0.651825779762151,0.710020727860081,0.126097662920355,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.675,0.647019211370691,0.697712468615067,0.114092254687585,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.7,0.646756599473538,0.685343948871701,0.122026703147399,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.725,0.648210191012341,0.677567572903243,0.132017788587618,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.75,0.650226950328296,0.670170084510034,0.143669326955278,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.775,0.649657480904159,0.660273878640341,0.150345442455196,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,1,0.8,0.646903596748414,0.649858506581671,0.151064274715407,"Gran Canaria","Tenerife Teno",0.211111111111111,0.347826086956522,0.0704845814977974,173.858830325,"Added location"
3,2,0.3,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.325,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.35,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.375,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.4,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.425,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.45,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.475,0.6682313845141,0.762468976395684,NA,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.5,0.671037243418361,0.754790780201816,0.0665036684137761,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.525,0.670867490909249,0.74671604202168,0.0700742743395245,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.55,0.67416670448659,0.742627589080875,0.0987288219462104,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.575,0.674485316612556,0.736273358547358,0.103872615973115,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.6,0.678441672006102,0.733689737406024,0.127368452977714,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.625,0.67681578515043,0.724535621341704,0.127165434707563,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.65,0.676032888379541,0.714207467886708,0.132566619465423,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.675,0.678538184323827,0.710047916388079,0.145240620060445,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.7,0.676950859934294,0.702460281602514,0.146251348178695,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.725,0.674257997382329,0.691341075229921,0.140842409606436,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.75,0.666432090640643,0.674353144326491,0.126445102319311,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.775,0.657698981049057,0.656411065479287,0.111094232144641,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,2,0.8,0.651536895813998,0.638075153244773,0.108661978032045,"Gran Canaria","Tenerife South",0.242105263157895,0.333333333333333,0.0973451327433628,116.460649125,"Added location"
3,3,0.3,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.325,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.35,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.375,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.4,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.425,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.45,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
3,3,0.475,0.649671760434904,0.746837204037519,NA,"Gran Canaria","Gran Canaria",1,1,1,0,"Single location"
