"layer_from","node_from","layer_to","node_to","weight","type"
"layer_1","Rubia_fruticosa","layer_1","Anaspis_proteus",1,"pollination"
"layer_1","Rubia_fruticosa","layer_1","Attalus_pallipes",1,"pollination"
"layer_1","Rubia_fruticosa","layer_1","Camponotus_feae",18,"pollination"
"layer_1","Rubia_fruticosa","layer_1","Malthinus_mutabilis",1,"pollination"
"layer_1","Rubia_fruticosa","layer_1","Sciaridae_sp",2,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Anaspis_proteus",3,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Camponotus_feae",7,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Dasytes_cf_subaenescens",1,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Euderus_sp",1,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Lasioglossum_viride",2,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Leptochilus_cruentatus",1,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Leptochilus_eatoni",1,"pollination"
"layer_1","Schizogyne_sericea","layer_1","Megaselia_sp_2",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Anaspis_proteus",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Attagenus_wollastoni",2,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Eristalinus_aeneus",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Holepyris_sp",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Lasioglossum_loetum",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Myopites_nigrescens",3,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Oscinella_sp_1",2,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Oxyopes_cf_kraepelinorum",2,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Plagiolepis_sp_2",3,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Pteromalus_sp_3",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Pteromalus_sp_4",4,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Scenopinus_sp",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Syritta_pipiens",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Thysanoptera_sp_1",40,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Thysanoptera_sp_2",45,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Thysanoptera_sp_3",2,"pollination"
"layer_2","Argyranthemum_frutescens","layer_2","Trixoscelis_sp",1,"pollination"
"layer_2","Ceropegia_fusca","layer_2","Camponotus_feae",2,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Agromyzidae_sp_1",3,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Apis_mellifera",1,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Camponotus_feae",60,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Chrysomya_albiceps",2,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Platypalpus_sp",1,"pollination"
"layer_2","Euphorbia_balsamifera_f","layer_2","Thysanoptera_sp_1",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Agromyzidae_sp_1",2,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Anaspis_proteus",16,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Attalus_ruficollis",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Bracon_sp",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Camponotus_feae",48,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Chalicodoma_canescens",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Dinarmoides_spilopterus",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Lasioglossum_viride",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Leptochilus_eatoni",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Oscinella_sp_2",2,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Plagiolepis_sp_2",2,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Sibinia_sericea",1,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Themnothorax_hesperius",10,"pollination"
"layer_2","Euphorbia_balsamifera_m","layer_2","Thysanoptera_sp_1",14,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Anaspis_proteus",3,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Apis_mellifera",5,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Aprostocetus_sp_2",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Blaesoxipha_sp_1",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Camponotus_feae",26,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Chetogena_acuminata",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Eristalinus_taeniops",3,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Eristalis_tenax",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Lucilia_sericata",2,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Macrocoma_splendens",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Megachile_canariensis",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Mordellistena_cf_canariensis",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Musca_domestica",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Phyto_discrepans",3,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Plagiolepis_sp_2",3,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Platypalpus_sp_2",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Sciaridae_sp_1",1,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Synthesomyia_nudiseta",3,"pollination"
"layer_2","Euphorbia_lamarckii","layer_2","Thysanoptera_sp_1",1,"pollination"
"layer_2","Fagonia_albiflora","layer_2","Thysanoptera_sp_2",3,"pollination"
"layer_2","Frankenia_laevis","layer_2","Ammophila_terminata",1,"pollination"
"layer_2","Frankenia_laevis","layer_2","Camponotus_feae",14,"pollination"
"layer_2","Frankenia_laevis","layer_2","Monomorium_subopacum",1,"pollination"
"layer_2","Frankenia_laevis","layer_2","Plagiolepis_sp_2",2,"pollination"
"layer_2","Frankenia_laevis","layer_2","Themnothorax_hesperius",14,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Apis_mellifera",1,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Camponotus_feae",1,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Plagiolepis_sp_2",3,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Thysanoptera_sp_1",3,"pollination"
"layer_2","Helianthemum_canariensis","layer_2","Thysanoptera_sp_2",8,"pollination"
"layer_2","Launaea_arborescens","layer_2","Anaspis_proteus",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Attagenus_wollastoni",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Camponotus_feae",2,"pollination"
"layer_2","Launaea_arborescens","layer_2","Chalicodoma_canescens",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Dinarmoides_spilopterus",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Eristalinus_taeniops",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Euderus_sp",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Eupelmus_sp",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Eurytoma_sp_1",2,"pollination"
"layer_2","Launaea_arborescens","layer_2","Lasioglossum_viride",4,"pollination"
"layer_2","Launaea_arborescens","layer_2","Myopites_nigrescens",1,"pollination"
"layer_2","Launaea_arborescens","layer_2","Plagiolepis_sp_2",7,"pollination"
"layer_2","Launaea_arborescens","layer_2","Themnothorax_hesperius",4,"pollination"
"layer_2","Launaea_arborescens","layer_2","Thysanoptera_sp_2",5,"pollination"
"layer_2","Launaea_arborescens","layer_2","Torymoides_lindbergi",3,"pollination"
"layer_2","Launaea_arborescens","layer_2","Urelliosoma_guimari",6,"pollination"
"layer_2","Lavendula_multifida","layer_2","Amegilla_quadrifasciata",8,"pollination"
"layer_2","Lavendula_multifida","layer_2","Anthophora_orotavae",2,"pollination"
"layer_2","Lavendula_multifida","layer_2","Apis_mellifera",1,"pollination"
"layer_2","Lavendula_multifida","layer_2","Camponotus_feae",1,"pollination"
"layer_2","Lavendula_multifida","layer_2","Lasioglossum_viride",1,"pollination"
"layer_2","Lavendula_multifida","layer_2","Sphaeniscus_filiolus",1,"pollination"
"layer_2","Lavendula_multifida","layer_2","Stomorhina_lunata",1,"pollination"
"layer_2","Lavendula_multifida","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Lotus_sessilifolius","layer_2","Anthophora_alluaudi",1,"pollination"
"layer_2","Lotus_sessilifolius","layer_2","Camponotus_feae",2,"pollination"
"layer_2","Lotus_sessilifolius","layer_2","Meligethes_cf_canariensis",1,"pollination"
"layer_2","Lotus_sessilifolius","layer_2","Nomioides_fortunatus",1,"pollination"
"layer_2","Lotus_sessilifolius","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Lycium_intricatum","layer_2","Anthophora_alluaudi",1,"pollination"
"layer_2","Lycium_intricatum","layer_2","Camponotus_feae",4,"pollination"
"layer_2","Lycium_intricatum","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Aprostocetus_occidentalis",2,"pollination"
"layer_2","Periploca_laevigata","layer_2","Camponotus_feae",71,"pollination"
"layer_2","Periploca_laevigata","layer_2","Chloropidae_sp_5",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Chloropidae_sp_6",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Chrysomya_albiceps",36,"pollination"
"layer_2","Periploca_laevigata","layer_2","Fannia_sp",3,"pollination"
"layer_2","Periploca_laevigata","layer_2","Lasioglossum_viride",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Lucilia_sericata",17,"pollination"
"layer_2","Periploca_laevigata","layer_2","Monomorium_subopacum",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Musca_domestica",4,"pollination"
"layer_2","Periploca_laevigata","layer_2","Physiphora_alceae",2,"pollination"
"layer_2","Periploca_laevigata","layer_2","Plagiolepis_sp_2",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Sarcophagidae_sp_5",7,"pollination"
"layer_2","Periploca_laevigata","layer_2","Sarcophagidae_sp_8",11,"pollination"
"layer_2","Periploca_laevigata","layer_2","Scenopinus_sp",1,"pollination"
"layer_2","Periploca_laevigata","layer_2","Sciaridae_sp_1",5,"pollination"
"layer_2","Periploca_laevigata","layer_2","Synthesomyia_nudiseta",1,"pollination"
"layer_2","Plocama_pendula","layer_2","Apis_mellifera",1,"pollination"
"layer_2","Plocama_pendula","layer_2","Camponotus_feae",4,"pollination"
"layer_2","Plocama_pendula","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Satureja_kuegleri","layer_2","Gnaphosidae_sp_1",1,"pollination"
"layer_2","Satureja_kuegleri","layer_2","Lasioglossum_viride",1,"pollination"
"layer_2","Satureja_kuegleri","layer_2","Musca_domestica",1,"pollination"
"layer_2","Satureja_kuegleri","layer_2","Themnothorax_hesperius",1,"pollination"
"layer_2","Satureja_kuegleri","layer_2","Thysanoptera_sp_1",4,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Apis_mellifera",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Attagenus_wollastoni",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Camponotus_feae",5,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Euderus_sp",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Lasioglossum_viride",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Myopites_nigrescens",30,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Plagiolepis_schmitzii",2,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Plagiolepis_sp_2",2,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Pteromalus_sp_3",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Themnothorax_hesperius",4,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Thysanoptera_sp_1",1,"pollination"
"layer_2","Schizogyne_sericea","layer_2","Thysanoptera_sp_2",8,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Apis_mellifera",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Atherigona_varia",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Camponotus_feae",96,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Chetogena_acuminata",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Chrysomya_albiceps",8,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Colletes_dimidiatus",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Curculionidae_sp",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Lasioglossum_viride",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Lucilia_sericata",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Musca_domestica",5,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Oscinella_sp_1",2,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Sarcophagidae_sp_5",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Sepsis_sp",1,"pollination"
"layer_3","Euphorbia_balsamifera_f","layer_3","Thysanoptera_sp_1",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Anaspis_proteus",11,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Andrena_wollastoni",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Apis_mellifera",2,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Attagenus_wollastoni",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Attalus_obscurus",2,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Camponotus_feae",79,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Chloropidae_sp_2",3,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Chrysomya_albiceps",8,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Lasioglossum_loetum",2,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Lasioglossum_viride",2,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Musca_domestica",5,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Oscinella_sp_1",6,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Sarcophagidae_sp_5",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Sepsis_sp",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Stenoselma_sp",1,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Thysanoptera_sp_1",149,"pollination"
"layer_3","Euphorbia_balsamifera_m","layer_3","Thysanoptera_sp_3",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Agromyzidae_sp_1",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Anaspis_proteus",8,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Andrena_vulcana",7,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Anthophora_alluaudi",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Attalus_obscurus",4,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Bombylius_pintuarius",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Camponotus_feae",42,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Chrysomya_albiceps",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Colletes_dimidiatus",2,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Eristalinus_taeniops",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Eucera_gracilipes",3,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Exhyalanthrax_canarionae",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Gasteruption_sp",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Hylaeus_hohmanni",8,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Lasioglossum_viride",3,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Lucilia_sericata",3,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Melecta_curvispina",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Musca_domestica",3,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Oscinella_sp_1",5,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Sarcophagidae_sp_5",1,"pollination"
"layer_3","Euphorbia_regis_jubae","layer_3","Scaeva_albomaculata",2,"pollination"
"layer_3","Fagonia_albiflora","layer_3","Andrena_vulcana",1,"pollination"
"layer_3","Fagonia_albiflora","layer_3","Attalus_obscurus",3,"pollination"
"layer_3","Fagonia_albiflora","layer_3","Camponotus_feae",1,"pollination"
"layer_3","Fagonia_albiflora","layer_3","Lasioglossum_loetum",7,"pollination"
"layer_3","Fagonia_albiflora","layer_3","Thysanoptera_sp_2",25,"pollination"
"layer_3","Kickxia_scoparia","layer_3","Camponotus_feae",1,"pollination"
"layer_3","Kickxia_scoparia","layer_3","Themnothorax_risii",2,"pollination"
"layer_3","Kickxia_scoparia","layer_3","Thysanoptera_sp_2",2,"pollination"
"layer_3","Launaea_arborescens","layer_3","Alliophleps_elliptica",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Anaspis_proteus",10,"pollination"
"layer_3","Launaea_arborescens","layer_3","Apis_mellifera",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Attagenus_wollastoni",3,"pollination"
"layer_3","Launaea_arborescens","layer_3","Attalus_obscurus",9,"pollination"
"layer_3","Launaea_arborescens","layer_3","Dinarmoides_spilopterus",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Lasioglossum_viride",4,"pollination"
"layer_3","Launaea_arborescens","layer_3","Osmia_latreillei",2,"pollination"
"layer_3","Launaea_arborescens","layer_3","Pieris_rapae",3,"pollination"
"layer_3","Launaea_arborescens","layer_3","Plagiolepis_sp_2",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Themnothorax_risii",2,"pollination"
"layer_3","Launaea_arborescens","layer_3","Thysanoptera_sp_2",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Tropinota_squalida",1,"pollination"
"layer_3","Launaea_arborescens","layer_3","Urelliosoma_guimari",2,"pollination"
"layer_3","Lavendula_minutolii","layer_3","Anthophora_alluaudi",6,"pollination"
"layer_3","Lotus_spartioides","layer_3","Osmia_canaria",2,"pollination"
"layer_3","Lycium_intricatum","layer_3","Amegilla_quadrifasciata",4,"pollination"
"layer_3","Lycium_intricatum","layer_3","Anthophora_alluaudi",13,"pollination"
"layer_3","Lycium_intricatum","layer_3","Anthophora_orotavae",1,"pollination"
"layer_3","Lycium_intricatum","layer_3","Apis_mellifera",1,"pollination"
"layer_3","Lycium_intricatum","layer_3","Camponotus_feae",2,"pollination"
"layer_3","Lycium_intricatum","layer_3","Eucera_gracilipes",1,"pollination"
"layer_3","Lycium_intricatum","layer_3","Lasioglossum_loetum",1,"pollination"
"layer_3","Lycium_intricatum","layer_3","Lasioglossum_viride",8,"pollination"
"layer_3","Lycium_intricatum","layer_3","Pieris_rapae",1,"pollination"
"layer_3","Lycium_intricatum","layer_3","Plagiolepis_sp_2",1,"pollination"
"layer_3","Plocama_pendula","layer_3","Apis_mellifera",3,"pollination"
"layer_3","Plocama_pendula","layer_3","Attalus_obscurus",3,"pollination"
"layer_3","Plocama_pendula","layer_3","Camponotus_feae",13,"pollination"
"layer_3","Plocama_pendula","layer_3","Colletes_dimidiatus",3,"pollination"
"layer_3","Plocama_pendula","layer_3","Dinarmoides_spilopterus",1,"pollination"
"layer_3","Plocama_pendula","layer_3","Lasioglossum_loetum",7,"pollination"
"layer_3","Plocama_pendula","layer_3","Lasioglossum_viride",3,"pollination"
"layer_3","Plocama_pendula","layer_3","Oscinella_sp_1",1,"pollination"
"layer_3","Plocama_pendula","layer_3","Phthiria_simonyi",1,"pollination"
"layer_3","Plocama_pendula","layer_3","Thomisus_cf_onustus",1,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Anaspis_proteus",1,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Attalus_obscurus",2,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Camponotus_feae",44,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Coccinella_miranda",1,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Lucilia_sericata",3,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Macroglossum_stellatarum",1,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Musca_domestica",5,"pollination"
"layer_3","Rubia_fruticosa","layer_3","Oscinella_sp_1",1,"pollination"
"layer_3","Schizogyne_sericea","layer_3","Attalus_obscurus",2,"pollination"
"layer_3","Schizogyne_sericea","layer_3","Cephalodromia_sp",1,"pollination"
"layer_3","Schizogyne_sericea","layer_3","Thysanoptera_sp_1",9,"pollination"
"layer_3","Schizogyne_sericea","layer_3","Thysanoptera_sp_2",1,"pollination"
"layer_3","Schizogyne_sericea","layer_3","Thysanoptera_sp_3",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Aphthona_wachnitzae",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Araneae_sp_1",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Aulacoderus_canariensis",6,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Blaesoxipha_sp_1",4,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Chrysomya_albiceps",3,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Dischistus_atlanticus",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Musca_osiris",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Plagiolepis_schmitzii",107,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Sarcophagidae_sp_4",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Sarcophagidae_sp_5",1,"pollination"
"layer_4","Euphorbia_balsamifera_f","layer_4","Sciaridae_sp",8,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Anaspis_proteus",2,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Aphthona_wachnitzae",11,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Asteia_caesia",3,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Attalus_olivensis",14,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Aulacoderus_canariensis",18,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Cecidomyiidae_sp",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Chloropidae_sp_2",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Cryptocephalus_nubigena",3,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Lucilia_sericata",7,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Milichiidae_sp",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Nyctia_lugubris",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Phalacrus_coruscus",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Phyto_nigrobarbata",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Plagiolepis_schmitzii",143,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Platypalpus_sp_1",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Sapromyza_sp",2,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Sarcophagidae_sp_4",3,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Sarcophagidae_sp_5",18,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Scaptomyza_sp_2",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Sciaridae_sp",8,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Tachyagetes_aemulans",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Tethinidae_sp_3",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Tetramesa_sp",1,"pollination"
"layer_4","Euphorbia_balsamifera_m","layer_4","Thysanoptera_sp_1",74,"pollination"
"layer_4","Helianthemum_canariensis","layer_4","Dischistus_atlanticus",1,"pollination"
"layer_4","Helianthemum_canariensis","layer_4","Eurytoma_sp_1",1,"pollination"
"layer_4","Helianthemum_canariensis","layer_4","Sarcophagidae_sp_4",2,"pollination"
"layer_4","Helianthemum_canariensis","layer_4","Thysanoptera_sp_2",9,"pollination"
"layer_4","Kickxia_heterophylla","layer_4","Goniozus_sp",1,"pollination"
"layer_4","Kickxia_heterophylla","layer_4","Oscinimorpha_sp",1,"pollination"
"layer_4","Kickxia_heterophylla","layer_4","Thysanoptera_sp_2",2,"pollination"
"layer_4","Launaea_arborescens","layer_4","Anaspis_cf_eversi",2,"pollination"
"layer_4","Launaea_arborescens","layer_4","Anaspis_proteus",2,"pollination"
"layer_4","Launaea_arborescens","layer_4","Anthophora_alluaudi",3,"pollination"
"layer_4","Launaea_arborescens","layer_4","Aphthona_wachnitzae",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Attagenus_abbreviatus",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Attalus_chrysanthemi",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Attalus_olivensis",3,"pollination"
"layer_4","Launaea_arborescens","layer_4","Aulacoderus_canariensis",4,"pollination"
"layer_4","Launaea_arborescens","layer_4","Campiglossa_martii",4,"pollination"
"layer_4","Launaea_arborescens","layer_4","Camponotus_cfr_feae",2,"pollination"
"layer_4","Launaea_arborescens","layer_4","Cephalodromia_sp",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Chalicodoma_sicula",3,"pollination"
"layer_4","Launaea_arborescens","layer_4","Chrysomya_albiceps",3,"pollination"
"layer_4","Launaea_arborescens","layer_4","Dasytes_lanzarotensis",6,"pollination"
"layer_4","Launaea_arborescens","layer_4","Diglyphus_chabrias",3,"pollination"
"layer_4","Launaea_arborescens","layer_4","Dischistus_atlanticus",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Eurytoma_sp_2",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Geometridae_sp_2",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Lasioglossum_loetum",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Leptochilus_fortunatus",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Lucilia_sericata",9,"pollination"
"layer_4","Launaea_arborescens","layer_4","Paragus_tibialis",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Plagiolepis_schmitzii",12,"pollination"
"layer_4","Launaea_arborescens","layer_4","Proconura_sp_2",1,"pollination"
"layer_4","Launaea_arborescens","layer_4","Pteromalus_sp_2",8,"pollination"
