layer_id,1,2,3,4,5,6,7
1,0.0,7.139097045238468,1.43407904204786,4.522558397980436,2.984616528947035,7.161246263024517,5.039228525116154
2,7.139097045238468,0.0,8.551553675674935,3.4279589261551022,4.918986494637182,6.98601835348946,2.6204559851143414
3,1.43407904204786,8.551553675674935,0.0,5.774148889594129,4.1371003842074465,8.197368357736133,6.47044338457075
4,4.522558397980436,3.4279589261551022,5.774148889594129,0.0,1.6830443007251805,7.846093379701604,3.1116437730625983
5,2.984616528947035,4.918986494637182,4.1371003842074465,1.6830443007251805,0.0,7.836689422926465,3.773627083808678
6,7.161246263024517,6.98601835348946,8.197368357736133,7.846093379701604,7.836689422926465,0.0,4.929213550084923
7,5.039228525116154,2.6204559851143414,6.47044338457075,3.1116437730625983,3.773627083808678,4.929213550084923,0.0
