emln_id,train_layer,test_layer,jaccard_pollinators,jaccard_plants,jaccard_edges
60,7,4,0.13432835820895522,0.2777777777777778,0.04
60,7,5,0.12307692307692308,0.2857142857142857,0.036036036036036036
60,7,6,0.12307692307692308,0.2857142857142857,0.03816793893129771
60,7,7,1,1,1
60,7,8,0.375,0.6666666666666666,0.21739130434782608
60,7,9,0.06493506493506493,0.38461538461538464,0.05042016806722689
60,7,10,0.08695652173913043,0.5,0.05555555555555555
60,7,11,0.10294117647058823,0.125,0.008849557522123894
60,7,12,0.05970149253731343,0.14285714285714285,0.00909090909090909
60,7,13,0.1323529411764706,0.23529411764705882,0.04580152671755725
60,7,14,0.07575757575757576,0.1875,0.024793388429752067
60,8,1,0.12121212121212122,0.25,0.032520325203252036
60,8,2,0.12,0.19047619047619047,0.03424657534246575
60,8,3,0.14814814814814814,0.3333333333333333,0.04861111111111111
60,8,4,0.1323529411764706,0.29411764705882354,0.04065040650406504
60,8,5,0.1746031746031746,0.3076923076923077,0.056074766355140186
60,8,6,0.1746031746031746,0.3076923076923077,0.046875
60,8,7,0.375,0.6666666666666666,0.21739130434782608
60,8,8,1,1,1
60,8,9,0.09210526315789473,0.3076923076923077,0.0603448275862069
60,8,10,0.07042253521126761,0.4166666666666667,0.05660377358490566
60,8,11,0.11764705882352941,0.13333333333333333,0.009009009009009009
60,8,12,0.09090909090909091,0.15384615384615385,0.009259259259259259
60,8,13,0.18181818181818182,0.3333333333333333,0.0546875
60,8,14,0.1076923076923077,0.2,0.042735042735042736
60,9,1,0.025974025974025976,0.2777777777777778,0.007194244604316547
60,9,2,0.047058823529411764,0.21739130434782608,0.012345679012345678
60,9,3,0.053763440860215055,0.2777777777777778,0.006134969325153374
60,9,4,0.05128205128205128,0.19047619047619047,0.007142857142857143
60,9,5,0.039473684210526314,0.3333333333333333,0.008
60,9,6,0.039473684210526314,0.3333333333333333,0.013793103448275862
60,9,7,0.06493506493506493,0.38461538461538464,0.05042016806722689
60,9,8,0.09210526315789473,0.3076923076923077,0.0603448275862069
60,9,9,1,1,1
60,9,10,0.35,0.6666666666666666,0.19047619047619047
60,9,11,0.02531645569620253,0.1111111111111111,0
60,9,12,0.013157894736842105,0.125,0
60,9,13,0.0641025641025641,0.2777777777777778,0.020689655172413793
60,9,14,0.02666666666666667,0.16666666666666666,0.015037593984962405
60,10,1,0.043478260869565216,0.21052631578947367,0.0078125
60,10,2,0.0379746835443038,0.16666666666666666,0.013245033112582781
60,10,3,0.04597701149425287,0.2777777777777778,0.006578947368421052
60,10,4,0.041666666666666664,0.25,0.007751937984496124
60,10,5,0.043478260869565216,0.25,0.008771929824561403
60,10,6,0.02857142857142857,0.25,0.014925373134328358
60,10,7,0.08695652173913043,0.5,0.05555555555555555
60,10,8,0.07042253521126761,0.4166666666666667,0.05660377358490566
60,10,9,0.35,0.6666666666666666,0.19047619047619047
60,10,10,1,1,1
60,10,11,0.027777777777777776,0.1111111111111111,0
60,10,12,0.014492753623188406,0.125,0
60,10,13,0.05555555555555555,0.21052631578947367,0.022388059701492536
60,10,14,0.029411764705882353,0.16666666666666666,0.01639344262295082
60,11,1,0.2,0.4375,0.10256410256410256
60,11,2,0.24242424242424243,0.4,0.09285714285714286
60,11,3,0.1375,0.35294117647058826,0.05517241379310345
60,11,4,0.13636363636363635,0.3157894736842105,0.06557377049180328
60,11,5,0.14285714285714285,0.17647058823529413,0.045454545454545456
60,11,6,0.14285714285714285,0.25,0.046153846153846156
60,11,7,0.10294117647058823,0.125,0.008849557522123894
60,11,8,0.11764705882352941,0.13333333333333333,0.009009009009009009
60,11,9,0.02531645569620253,0.1111111111111111,0
60,11,10,0.027777777777777776,0.1111111111111111,0
60,11,11,1,1,1
60,11,12,0.2962962962962963,0.6363636363636364,0.26136363636363635
60,11,13,0.16923076923076924,0.4375,0.10483870967741936
60,11,14,0.1864406779661017,0.4,0.08771929824561403
60,12,1,0.1724137931034483,0.4,0.08620689655172414
60,12,2,0.16417910447761194,0.3684210526315789,0.07142857142857142
60,12,3,0.11538461538461539,0.23529411764705882,0.056338028169014086
60,12,4,0.14516129032258066,0.21052631578947367,0.06722689075630252
60,12,5,0.1724137931034483,0.2,0.04672897196261682
60,12,6,0.19298245614035087,0.2,0.05555555555555555
60,12,7,0.05970149253731343,0.14285714285714285,0.00909090909090909
60,12,8,0.09090909090909091,0.15384615384615385,0.009259259259259259
60,12,9,0.013157894736842105,0.125,0
60,12,10,0.014492753623188406,0.125,0
60,12,11,0.2962962962962963,0.6363636363636364,0.26136363636363635
60,12,12,1,1,1
60,12,13,0.2413793103448276,0.4,0.09836065573770492
60,12,14,0.2,0.35714285714285715,0.06140350877192982
60,13,1,0.15625,0.5294117647058824,0.10144927536231885
60,13,2,0.2,0.55,0.06666666666666667
60,13,3,0.2236842105263158,0.4444444444444444,0.07975460122699386
60,13,4,0.2833333333333333,0.3333333333333333,0.07746478873239436
60,13,5,0.2542372881355932,0.35294117647058826,0.09523809523809523
60,13,6,0.23333333333333334,0.4375,0.08163265306122448
60,13,7,0.1323529411764706,0.23529411764705882,0.04580152671755725
60,13,8,0.18181818181818182,0.3333333333333333,0.0546875
60,13,9,0.0641025641025641,0.2777777777777778,0.020689655172413793
60,13,10,0.05555555555555555,0.21052631578947367,0.022388059701492536
60,13,11,0.16923076923076924,0.4375,0.10483870967741936
60,13,12,0.2413793103448276,0.4,0.09836065573770492
60,13,13,1,1,1
60,13,14,0.38461538461538464,0.6,0.2672413793103448
60,14,1,0.19298245614035087,0.4117647058823529,0.10317460317460317
60,14,2,0.14705882352941177,0.38095238095238093,0.07236842105263158
60,14,3,0.16,0.3333333333333333,0.07236842105263158
60,14,4,0.16393442622950818,0.4444444444444444,0.07692307692307693
60,14,5,0.1724137931034483,0.3125,0.059322033898305086
60,14,6,0.13333333333333333,0.4,0.03546099290780142
60,14,7,0.07575757575757576,0.1875,0.024793388429752067
60,14,8,0.1076923076923077,0.2,0.042735042735042736
60,14,9,0.02666666666666667,0.16666666666666666,0.015037593984962405
60,14,10,0.029411764705882353,0.16666666666666666,0.01639344262295082
60,14,11,0.1864406779661017,0.4,0.08771929824561403
60,14,12,0.2,0.35714285714285715,0.06140350877192982
60,14,13,0.38461538461538464,0.6,0.2672413793103448
60,14,14,1,1,1
