"emln_id","train_layer","test_layer","specificity_sigm","specificity_minmax","specificity_prob0","specificity_sigm05","precision_sigm","precision_minmax","precision_prob0","precision_sigm05","recall_sigm","recall_minmax","recall_prob0","recall_sigm05","f1_score_sigm","f1_score_minmax","f1_score_prob0","f1_score_sigm05","balanced_accuracy_sigm","balanced_accuracy_minmax","balanced_accuracy_prob0","balanced_accuracy_sigm05","mcc_sigm","mcc_minmax","mcc_prob0","mcc_sigm05","train_layer_name","test_layer_name","diagonal","layer_comparison"
60,1,1,0.5,1,0.428571428571429,0.357142857142857,0.533333333333333,1,0.5,0.5,0.571428571428571,0.0714285714285714,0.571428571428571,0.642857142857143,0.551724137931034,0.133333333333333,0.533333333333333,0.5625,0.535714285714286,0.535714285714286,0.5,0.5,0.0716114874039433,0.192450089729875,0,0,"Tenerife Teno site 1","Tenerife Teno site 1",TRUE,"Diagonal"
60,1,2,0.315789473684211,0.842105263157895,0.315789473684211,0.105263157894737,0.458333333333333,0.727272727272727,0.458333333333333,0.413793103448276,0.578947368421053,0.421052631578947,0.578947368421053,0.631578947368421,0.511627906976744,0.533333333333333,0.511627906976744,0.5,0.447368421052632,0.631578947368421,0.447368421052632,0.368421052631579,-0.109108945117996,0.29012942659283,-0.109108945117996,-0.309492230295086,"Tenerife Teno site 1","Tenerife Teno site 2",FALSE,"Off-Diagonal"
60,1,3,0.210526315789474,0.947368421052632,0.210526315789474,0.0526315789473684,0.464285714285714,0.833333333333333,0.464285714285714,0.454545454545455,0.684210526315789,0.263157894736842,0.684210526315789,0.789473684210526,0.553191489361702,0.4,0.553191489361702,0.576923076923077,0.447368421052632,0.605263157894737,0.447368421052632,0.421052631578947,-0.119522860933439,0.288675134594813,-0.119522860933439,-0.233549683248457,"Tenerife Teno site 1","Tenerife South site 2",FALSE,"Off-Diagonal"
60,1,4,0.571428571428571,0.928571428571429,0.571428571428571,0.214285714285714,0.571428571428571,0.8,0.571428571428571,0.476190476190476,0.571428571428571,0.285714285714286,0.571428571428571,0.714285714285714,0.571428571428571,0.421052631578947,0.571428571428571,0.571428571428571,0.571428571428571,0.607142857142857,0.571428571428571,0.464285714285714,0.142857142857143,0.279751442472094,0.142857142857143,-0.0824786098842323,"Tenerife Teno site 1","Tenerife South site 1",FALSE,"Off-Diagonal"
60,1,5,0.454545454545455,1,0.454545454545455,0.272727272727273,0.333333333333333,1,0.333333333333333,0.466666666666667,0.272727272727273,0.181818181818182,0.272727272727273,0.636363636363636,0.3,0.307692307692308,0.3,0.538461538461539,0.363636363636364,0.590909090909091,0.363636363636364,0.454545454545455,-0.277350098112615,0.316227766016838,-0.277350098112615,-0.0975900072948533,"Tenerife Teno site 1","Gran Canaria site 2",FALSE,"Off-Diagonal"
60,1,6,0.133333333333333,0.866666666666667,0.133333333333333,0,0.48,0.6,0.48,0.444444444444444,0.8,0.2,0.8,0.8,0.6,0.3,0.6,0.571428571428571,0.466666666666667,0.533333333333333,0.466666666666667,0.4,-0.0894427190999916,0.0894427190999916,-0.0894427190999916,-0.333333333333333,"Tenerife Teno site 1","Gran Canaria site 1",FALSE,"Off-Diagonal"
60,1,7,0.454545454545455,1,0.454545454545455,0.181818181818182,0.25,1,0.25,0.25,0.181818181818182,0.0909090909090909,0.181818181818182,0.272727272727273,0.210526315789474,0.166666666666667,0.210526315789474,0.260869565217391,0.318181818181818,0.545454545454545,0.318181818181818,0.227272727272727,-0.377964473009227,0.218217890235992,-0.377964473009227,-0.547722557505166,"Tenerife Teno site 1","Fuerteventura site 2",FALSE,"Off-Diagonal"
60,1,8,0.545454545454545,1,0.545454545454545,0.272727272727273,0.5,1,0.5,0.529411764705882,0.454545454545455,0.181818181818182,0.454545454545455,0.818181818181818,0.476190476190476,0.307692307692308,0.476190476190476,0.642857142857143,0.5,0.590909090909091,0.5,0.545454545454545,0,0.316227766016838,0,0.108465228909328,"Tenerife Teno site 1","Fuerteventura site 1",FALSE,"Off-Diagonal"
60,1,9,0.307692307692308,1,0.153846153846154,0.230769230769231,0.181818181818182,NA,0.214285714285714,0.166666666666667,0.153846153846154,0,0.230769230769231,0.153846153846154,0.166666666666667,NA,0.222222222222222,0.16,0.230769230769231,0.5,0.192307692307692,0.192307692307692,-0.544949260913066,NA,-0.617213399848368,-0.617213399848368,"Tenerife Teno site 1","Western Sahara site 2",FALSE,"Off-Diagonal"
60,1,10,0.272727272727273,1,0.272727272727273,0.181818181818182,0.384615384615385,1,0.384615384615385,0.4,0.454545454545455,0.181818181818182,0.454545454545455,0.545454545454545,0.416666666666667,0.307692307692308,0.416666666666667,0.461538461538462,0.363636363636364,0.590909090909091,0.363636363636364,0.363636363636364,-0.277350098112615,0.316227766016838,-0.277350098112615,-0.29277002188456,"Tenerife Teno site 1","Western Sahara site 1",FALSE,"Off-Diagonal"
60,1,11,0.272727272727273,1,0.272727272727273,0.272727272727273,0.272727272727273,1,0.272727272727273,0.333333333333333,0.272727272727273,0.0909090909090909,0.272727272727273,0.363636363636364,0.272727272727273,0.166666666666667,0.272727272727273,0.347826086956522,0.272727272727273,0.545454545454545,0.272727272727273,0.318181818181818,-0.454545454545455,0.218217890235992,-0.454545454545455,-0.365148371670111,"Tenerife Teno site 1","El Hierro site 2",FALSE,"Off-Diagonal"
60,1,12,0.3,1,0.3,0.1,0.461538461538462,1,0.461538461538462,0.470588235294118,0.6,0.2,0.6,0.8,0.521739130434783,0.333333333333333,0.521739130434783,0.592592592592593,0.45,0.6,0.45,0.45,-0.104828483672192,0.333333333333333,-0.104828483672192,-0.140028008402801,"Tenerife Teno site 1","El Hierro site 1",FALSE,"Off-Diagonal"
