"","node_from","node_to","n","mean_pred","sd_pred","p_value"
"27","Argyranthemum_frutescens","Eumerus_nivariae",9,0.482618354708669,0.0306458305784755,0.127256958367562
"28","Argyranthemum_frutescens","Eupelmus_sp",5,0.501713963366761,0.00876532014824481,0.684508326787064
"29","Argyranthemum_frutescens","Eupelmus_testaceiventris",6,0.493737562806834,0.022128229202621,0.519046400677713
"30","Argyranthemum_frutescens","Exetastes_segmentarius",7,0.526111433298258,0.0520230921552621,0.232474574120177
"31","Argyranthemum_frutescens","Fannia_sp",6,0.451535667919881,0.0736448816196367,0.167887392795728
"32","Argyranthemum_frutescens","Geometridae_sp",10,0.471444773309105,0.0893569082753188,0.338627568233078
"33","Argyranthemum_frutescens","Gnaphosidae_sp_1",6,0.513948539868132,0.0180593737173493,0.117071826309685
"34","Argyranthemum_frutescens","Hylaeus_ater",8,0.486702107935342,0.0471594633198372,0.451332472671603
"35","Argyranthemum_frutescens","Leptochilus_eatoni",9,0.544609197710286,0.119476114448345,0.295160796200983
"36","Argyranthemum_frutescens","Malthinus_mutabilis",12,0.512717667299948,0.0294738016820658,0.163109292657075
"37","Argyranthemum_frutescens","Megachile_canariensis",5,0.50423467087605,0.00618878144246319,0.200751814482815
"38","Argyranthemum_frutescens","Megaselia_sp_1",8,0.466160024535563,0.0740240682532182,0.237043194892757
"39","Argyranthemum_frutescens","Meligethes_cf_canariensis",7,0.507319526533374,0.00652263012469253,0.0249900669564046
"40","Argyranthemum_frutescens","Musca_domestica",34,0.48745331269003,0.077820164827965,0.353994640795507
"41","Argyranthemum_frutescens","Nyctia_lugubris",10,0.469773889506699,0.0813126835584891,0.269952522736812
"42","Argyranthemum_frutescens","Oscinella_sp_2",5,0.523563044147841,0.0470347104586955,0.325339740221914
"43","Argyranthemum_frutescens","Oxyopes_kraepelinorum",7,0.510947202099099,0.0686949167991162,0.687986053241353
"44","Argyranthemum_frutescens","Paratrechina_longicornis",10,0.540013251560488,0.129525308254359,0.354145629052692
"45","Argyranthemum_frutescens","Phthiria_simonyi",9,0.510979631434157,0.0983681712734007,0.746346595221705
"46","Argyranthemum_frutescens","Phyto_discrepans",5,0.51523429111489,0.0171175382230857,0.117442753025983
"47","Argyranthemum_frutescens","Plagiolepis_schmitzii",18,0.621239864724025,0.105915690930523,0.000148116691352039
"48","Argyranthemum_frutescens","Platypalpus_sp",6,0.520732868701634,0.0182170924336001,0.0385466052014096
"49","Argyranthemum_frutescens","Sarcophagidae_sp_5",17,0.494470314704462,0.0278766285179475,0.425443887695862
"50","Argyranthemum_frutescens","Sarcophagidae_sp_8",24,0.461604231874035,0.094513661587595,0.0585850012890851
"51","Argyranthemum_frutescens","Sciaridae_sp",7,0.498871780032717,0.187501936521993,0.987814557920119
"52","Argyranthemum_frutescens","Sciaridae_sp_1",13,0.481076112115493,0.0727309057290067,0.366676425420828
"53","Argyranthemum_frutescens","Scymnus_canariensis",7,0.522249909108804,0.0215864086943008,0.0343190110130549
"54","Argyranthemum_frutescens","Sibinia_sericea",5,0.526765469110511,0.0471895022250321,0.273489821528662
"55","Argyranthemum_frutescens","Synthesomyia_nudiseta",5,0.493399387641923,0.0238224228426074,0.569094451200866
"56","Argyranthemum_frutescens","Tethina_marmorata",6,0.468492201184455,0.10479000808752,0.494507691608688
"57","Argyranthemum_frutescens","Torymoides_lindbergi",8,0.550303996397764,0.05477644437383,0.035554925567636
"58","Argyranthemum_frutescens","Trupanea_augur",5,0.58094986985525,0.0962527612592195,0.133194484726169
"59","Argyranthemum_frutescens","Urelliosoma_guimari",13,0.537129115632376,0.0401993614595206,0.00599615137815157
"60","Argyranthemum_sp","Aplocnemus_sp_2",6,0.500545899119534,0.000464826186992167,0.0347208927487678
"61","Argyranthemum_sp","Aprostocetus_sp_1",5,0.500166670789545,0.00059166592337935,0.56295287439533
"62","Argyranthemum_sp","Attagenus_sp_1",6,0.501911660046231,0.00302606912912176,0.182437253031737
"63","Argyranthemum_sp","Axinotarsus_sp_1",5,0.500587259154412,0.00131315138967368,0.373900966300075
"64","Argyranthemum_sp","Bombylius_sp_1",7,0.503972276551305,0.00343983566770305,0.0223599749095629
"65","Argyranthemum_sp","Chetogena_acuminata",7,0.505333338945997,0.00400612464115297,0.0124839995900309
"66","Argyranthemum_sp","Eurytoma_sp_3",6,0.507250760960921,0.00158191916188516,9.78826210562033e-05
"67","Argyranthemum_sp","Lasioglossum_phoenicurum",5,0.511166387125817,0.0100943297255337,0.068684785620188
"68","Argyranthemum_sp","Lucilia_sericata",6,0.512525736048354,0.00831024180020034,0.0141158095774275
"69","Argyranthemum_sp","Macrocoma_cf_henoni",5,0.500407806145451,0.000674908423609441,0.248022606993248
"70","Argyranthemum_sp","Musca_domestica",6,0.505592185167872,0.00568701516284844,0.0609660214037743
"71","Argyranthemum_sp","Musca_osiris",6,0.502812159899413,0.0171930279320898,0.70522538862647
"72","Argyranthemum_sp","Musca_sorbens",14,0.504637302450965,0.00405247609302384,0.000893180071286789
"73","Argyranthemum_sp","Paragus_tibialis",5,0.50058258674188,0.000823983176015982,0.189038337328357
"74","Argyranthemum_sp","Physiphora_alceae",6,0.494491391970912,0.0168880063909144,0.460550737468021
"75","Argyranthemum_sp","Podalonia_sp",5,0.490811570122304,0.0179032707587651,0.315100902738683
"76","Argyranthemum_sp","Sarcophagidae_sp",8,0.5002362780926,0.000821937032901607,0.442947474443062
"77","Argyranthemum_sp","Sarcophagidae_sp_2",6,0.497394205769581,0.0128011535009147,0.639206586590351
"78","Argyranthemum_sp","Sarcophagidae_sp_7",7,0.495988156011826,0.0159575199054696,0.530668705061487
"79","Argyranthemum_sp","Sciaridae_sp_4",5,0.505060614745026,0.00816865748981336,0.238209812936165
"80","Argyranthemum_sp","Tethinidae_sp_2",6,0.500549627368698,0.000695336932669947,0.110608988952435
"81","Argyranthemum_sp","Themnothorax_productus",5,0.502287180485139,0.00511429104158117,0.373900966300055
"82","Argyranthemum_sp","Thysanoptera_sp",5,0.496441802165795,0.013945772549929,0.598844023183637
"83","Argyranthemum_sp","Urelliosoma_guimari",5,0.505163018214655,0.00510394464070112,0.086493881111487
"84","Asparagus_pastorianus","Amegilla_sp",8,0.501788587784189,0.00747762809044412,0.520420655892327
"85","Asparagus_pastorianus","Anaspis_cf_saharensis",9,0.522679429247633,0.0228451926434237,0.0176479603893071
"86","Asparagus_pastorianus","Andrena_vachali",7,0.512980162382213,0.0321528163040462,0.326554960137098
"87","Asparagus_pastorianus","Anthaxia_sp_1",12,0.502616182935323,0.00455679609901454,0.0721703095924318
"88","Asparagus_pastorianus","Anthophora_sp_aff_orotavae",6,0.507930511329864,0.0158496867495891,0.274917179932898
"89","Asparagus_pastorianus","Bombylius_sp_1",8,0.488596726961438,0.0783892655136119,0.693047582054475
"90","Asparagus_pastorianus","Chalicodoma_sicula",7,0.50671709036448,0.00908917117443161,0.0983383640683913
"91","Asparagus_pastorianus","Colletes2_Waiting_85",9,0.505015559446399,0.00478825753848213,0.0137550606198719
"92","Asparagus_pastorianus","Hylaeus_sp",10,0.520133320235287,0.0400687749349409,0.146535303131467
"93","Asparagus_pastorianus","Hym_Waiting_85",7,0.502460205090154,0.00453148939673298,0.200907497946334
"94","Asparagus_pastorianus","Macrocoma_cf_henoni",5,0.500579603872574,0.00124699399354144,0.357347375802961
"95","Asparagus_pastorianus","Melecta_sp",7,0.502335249664614,0.00508098129714599,0.269649345391985
"96","Asparagus_pastorianus","Musca_domestica",7,0.517935611309786,0.0164039836989446,0.027593112095366
"97","Asparagus_pastorianus","Musca_osiris",7,0.516587722964253,0.0242565462412792,0.120394277790452
"98","Asparagus_pastorianus","Musca_sorbens",10,0.521477318360429,0.018424310059689,0.00502625058578974
"99","Asparagus_pastorianus","Nomioides_sp",6,0.501321086846606,0.00106702245873188,0.0289908112447199
"100","Asparagus_pastorianus","Physiphora_alceae",6,0.518135818614193,0.0117910693483861,0.0130556857784305
"101","Asparagus_pastorianus","Plagiolepis_schmitzii",10,0.547745267297069,0.0452000309452407,0.00865539187257569
"102","Asparagus_pastorianus","Pteromalus_sp_2",5,0.492161804406775,0.0107594012259041,0.17865136412829
"103","Asparagus_pastorianus","Sarcophagidae_sp_2",10,0.524394048201401,0.0132532186464666,0.000252892506342271
"104","Asparagus_pastorianus","Sciaridae_sp_4",9,0.507976167459765,0.00668866714883744,0.00721478997474296
"105","Asparagus_pastorianus","Sphecidae_sp",5,0.5382715629557,0.0829043618280048,0.360278562249324
"106","Asparagus_pastorianus","Tachinidae_sp_1",9,0.514380663660277,0.0215665692774318,0.0804650532826963
"107","Asparagus_pastorianus","Tapinoma_nigerrimum",12,0.52730487814118,0.10781931891207,0.399093711844285
"108","Asparagus_pastorianus","Tephritidae_sp_1",7,0.506293393008351,0.00695277828672077,0.0536713654664374
"109","Asparagus_pastorianus","Tethinidae_sp_1",8,0.502543576310618,0.00166327202538538,0.00345724473000183
"110","Asparagus_pastorianus","Thyreus_sp_aff_ramosus",6,0.518337440522462,0.0413269907560755,0.326687348586232
"111","Asparagus_pastorianus","Thysanoptera_sp",9,0.516474247319042,0.0159406854732738,0.0146565516259954
"112","Asparagus_pastorianus","Urelliosoma_guimari",12,0.522092370996348,0.0295418171361999,0.0251125767803242
"113","Asparagus_pastorianus","Urellliosoma_sp",6,0.501632440218939,0.00383014842519137,0.344311970816877
"114","Asparagus_pastorianus","Vestitohalictus_sp",7,0.500839767768619,0.00535835325268486,0.692818490190486
"115","Asphaltklee_bituminosa","Amegilla_quadrifasciata",10,0.50513441995854,0.00375806759748231,0.0019319635059073
"116","Asphaltklee_bituminosa","Anaspis_proteus",5,0.53302949607389,0.0382788880778823,0.125898800096935
"117","Asphaltklee_bituminosa","Anthophora_orotavae",17,0.503094239775139,0.00408687477202397,0.00657444579429613
"118","Asphaltklee_bituminosa","Apis_mellifera",14,0.513746492495066,0.0166338768517786,0.00857514763777856
"119","Asphaltklee_bituminosa","Aprostocetus_occidentalis",6,0.497011639723171,0.00830309436408837,0.418353911924384
"120","Asphaltklee_bituminosa","Attalus_crispus",9,0.524194097743657,0.0133168326018762,0.000608404599064722
"121","Asphaltklee_bituminosa","Attalus_rugifrons",5,0.506393070440424,0.00276176702828165,0.00662382086653091
"122","Asphaltklee_bituminosa","Blaesoxipha_sp_1",10,0.502540238692641,0.00174229655158237,0.00127131112594783
"123","Asphaltklee_bituminosa","Ceratogoponidae_sp",6,0.512715626627147,0.013382705415227,0.0674298885555753
"124","Asphaltklee_bituminosa","Chetogena_acuminata",5,0.498926669938243,0.00588237819297851,0.7041648591594
"125","Asphaltklee_bituminosa","Chironomidae_sp",5,0.500408243133286,0.000912859397375751,0.373900966300036
"126","Asphaltklee_bituminosa","Chironomidae_sp_1",7,0.516527133340469,0.0857191154029694,0.62818666069161
"127","Asphaltklee_bituminosa","Chloropidae_sp_3",15,0.509223060892553,0.0557219023010456,0.531841970714952
"128","Asphaltklee_bituminosa","Chloropidae_sp_4",12,0.502536267015595,0.00698632682879485,0.234585431444045
"129","Asphaltklee_bituminosa","Chrysomya_albiceps",8,0.522333970028262,0.0307769833240245,0.0792365230621327
"130","Asphaltklee_bituminosa","Colletes_dimidiatus",7,0.537771662625058,0.0195138984525285,0.00217569083308134
"131","Asphaltklee_bituminosa","Delia_flavibasis",12,0.52013778961788,0.0382386386161887,0.0953598352524713
"132","Asphaltklee_bituminosa","Dilophus_hiemalis",9,0.560458917138357,0.0180656874765804,8.2397984246398e-06
"133","Asphaltklee_bituminosa","Empididae_sp_1",13,0.506671129614381,0.0121893970897378,0.0719440594919596
"134","Asphaltklee_bituminosa","Empis_sp_1",7,0.524765273844519,0.0173303752794129,0.00917170011835641
"135","Asphaltklee_bituminosa","Eristalinus_taeniops",7,0.534056916572017,0.0232322017933834,0.00818488029819539
"136","Asphaltklee_bituminosa","Euderus_sp",13,0.50006613183568,0.000350982083064919,0.509804491223628
"137","Asphaltklee_bituminosa","Eupelmus_testaceiventris",5,0.501294118469388,0.00407906341998571,0.517231710489979
"138","Asphaltklee_bituminosa","Eurytoma_sp_2",7,0.504726456344451,0.00585232532840026,0.0764916021925351
"139","Asphaltklee_bituminosa","Exetastes_segmentarius",6,0.498486557836172,0.00153495742466395,0.0604778742683977
"140","Asphaltklee_bituminosa","Lasioglossum_arctifrons",9,0.496171673529564,0.0112506820636786,0.337212126353444
"141","Asphaltklee_bituminosa","Lasioglossum_loetum",24,0.535088623759803,0.0499033238659344,0.00220618861677779
"142","Asphaltklee_bituminosa","Lasioglossum_viride",19,0.559873356936378,0.0618479447667574,0.000515137352941921
"143","Asphaltklee_bituminosa","Linnaemyia_soror",11,0.558257051086292,0.0248878031927132,1.52995119616029e-05
"144","Asphaltklee_bituminosa","Lucilia_sericata",17,0.538401381277797,0.0350288167847476,0.000348762986537011
"145","Asphaltklee_bituminosa","Malthinus_mutabilis",5,0.500160501962583,0.0029271483436779,0.908330478081583
"146","Asphaltklee_bituminosa","Megachile_canariensis",10,0.497953875416826,0.00674241470537062,0.362297258805882
"147","Asphaltklee_bituminosa","Minotetrastichus_sp",6,0.500512035239757,0.00146598462037714,0.431324369592849
"148","Asphaltklee_bituminosa","Musca_domestica",12,0.504944809789584,0.0212618079685299,0.437520714146236
"149","Asphaltklee_bituminosa","Myathropa_florea",8,0.542803374986543,0.0358955909964263,0.0118759157538087
"150","Asphaltklee_bituminosa","Mycetophilidae_sp_1",5,0.559439112832453,0.0364470779296614,0.0218358746160353
"151","Asphaltklee_bituminosa","Myopites_nigrescens",15,0.502275549268175,0.00358470354054974,0.0275862576519903
"152","Asphaltklee_bituminosa","Neodryophilus_cryptophagoides",8,0.500778992668387,0.00295675997212351,0.480428365886991
"153","Asphaltklee_bituminosa","Nyctia_lugubris",7,0.498510336523867,0.00299184293457098,0.235792758809413
"154","Asphaltklee_bituminosa","Osmia_canaria",6,0.50026702363243,0.00358545120802361,0.862415906316489
"155","Asphaltklee_bituminosa","Osmia_latreillei",6,0.509231824266184,0.00795135603207202,0.0360788174840729
"156","Asphaltklee_bituminosa","Perilampus_sp_1",5,0.494725454035124,0.0176876666664426,0.541389407354502
"157","Asphaltklee_bituminosa","Perilampus_sp_2",6,0.551727746534638,0.0349010170774009,0.0150533663115916
"158","Asphaltklee_bituminosa","Phthiria_simonyi",10,0.504873872134347,0.00526354964704277,0.0168071186192644
"159","Asphaltklee_bituminosa","Plagiolepis_schmitzii",10,0.507775346124319,0.0182955006245797,0.211868105065724
"160","Asphaltklee_bituminosa","Plagiolepis_sp_2",6,0.500236975698238,0.000529928873825653,0.323289086403396
"161","Asphaltklee_bituminosa","Platypalpus_sp",7,0.500031341823474,0.000395250866497639,0.840768138109669
"162","Asphaltklee_bituminosa","Pteromalus_sp_3",6,0.511975258897549,0.00775756670199318,0.01287341747367
"163","Asphaltklee_bituminosa","Rondania_insularis",6,0.503065004607222,0.00632142171396931,0.28830613319178
"164","Asphaltklee_bituminosa","Sarcophagidae_sp_3",8,0.495889956941742,0.0162051787861074,0.496386003771553
"165","Asphaltklee_bituminosa","Sarcophagidae_sp_8",8,0.512505060963116,0.0254400308851474,0.207035984054148
"166","Asphaltklee_bituminosa","Scaeva_albomaculata",15,0.53285115781983,0.0380099738915028,0.00478932518782764
"167","Asphaltklee_bituminosa","Sciaridae_sp",10,0.513067084974955,0.0276177008959522,0.168818097993977
"168","Asphaltklee_bituminosa","Sciaridae_sp_1",7,0.511689887264509,0.0243951876936331,0.251840604907558
"169","Asphaltklee_bituminosa","Spathulina_sicula",5,0.498802387346023,0.0020150972955115,0.254605570353133
"170","Asphaltklee_bituminosa","Syritta_pipiens",16,0.511881093462915,0.0119978111559233,0.00125486047086448
"171","Asphaltklee_bituminosa","Tachina_canariensis",17,0.540023549127053,0.0897654797524535,0.0846467597084573
"172","Asphaltklee_bituminosa","Thaumatomyia_notata",7,0.521860169144267,0.034859789189189,0.148162586075873
"173","Asphaltklee_bituminosa","Thomisus_cf_onustus",13,0.490306664187175,0.0314872005935597,0.288759999359594
"174","Asphaltklee_bituminosa","Thysanoptera_sp_1",18,0.502128863254351,0.0207863550197336,0.669378939291025
"175","Asphaltklee_bituminosa","Thysanoptera_sp_2",18,0.493878431911752,0.0778372996151472,0.742712425728654
"176","Asphaltklee_bituminosa","Trupanea_augur",5,0.506932630504672,0.00703484612703082,0.0922838877381485
"177","Asphaltklee_bituminosa","Urelliosoma_guimari",9,0.504536240115555,0.00493246051006705,0.0247124358772311
"178","Ceballosia_fruticosa","Anthophora_alluaudi",15,0.520670929512344,0.0258108846308572,0.00780566126492039
"179","Ceballosia_fruticosa","Anthophora_orotavae",5,0.528224816965613,0.0146110949971997,0.0124523281674296
"180","Ceballosia_fruticosa","Apis_mellifera",9,0.517199844582288,0.0248050983234624,0.0710932183701038
"181","Ceballosia_fruticosa","Bracon_sp",8,0.51290912262931,0.00893501407968433,0.00465169916454579
"182","Ceballosia_fruticosa","Cecydomyiidae_sp",8,0.502247268490321,0.0158902464818051,0.701075621851686
"183","Ceballosia_fruticosa","Ceratogoponidae_sp",8,0.507440719606814,0.00813248009522356,0.0360582132058879
"184","Ceballosia_fruticosa","Ceratogoponidae_sp_2",7,0.509193278483326,0.00906199580115912,0.0363380246253576
"185","Ceballosia_fruticosa","Chironomidae_sp_1",9,0.509187088217013,0.0088476043549939,0.0143342669172522
"186","Ceballosia_fruticosa","Chloropidae_sp",6,0.506902470841327,0.00736745204901886,0.07021861868032
"187","Ceballosia_fruticosa","Chloropidae_sp_3",13,0.522405670606314,0.00953034916016347,2.06912562508594e-06
"188","Ceballosia_fruticosa","Chloropidae_sp_4",7,0.504790470168984,0.00399395970492419,0.0192360414456847
"189","Ceballosia_fruticosa","Colias_croceus",12,0.503353097314026,0.00253652938283038,0.000791276178961357
"190","Ceballosia_fruticosa","Colletes_dimidiatus",12,0.503373453140512,0.0138916276692624,0.418133972738452
"191","Ceballosia_fruticosa","Crematogaster_alluaudi",6,0.51124119073643,0.012722237113364,0.0827327275283993
"192","Ceballosia_fruticosa","Cryptocephalus_gounellei",5,0.510480857802778,0.00674025008592993,0.0254210052596014
"193","Ceballosia_fruticosa","Cryptocephalus_nitidicollis",7,0.501666487107865,0.0160706837067501,0.793011441241339
"194","Ceballosia_fruticosa","Dasytes_subaenescens",20,0.530967970971897,0.026561631834384,4.94015673472357e-05
"195","Ceballosia_fruticosa","Delia_flavibasis",10,0.501526006929569,0.00242629351812676,0.0779344501753165
"196","Ceballosia_fruticosa","Dilophus_hiemalis",6,0.512591692452475,0.00936266818344088,0.0216113577375159
"197","Ceballosia_fruticosa","Elasmus_platyedrae",6,0.502637747433538,0.0164344593393298,0.710415352631891
"198","Ceballosia_fruticosa","Empis_sp_1",6,0.513188179775687,0.0166533943694335,0.110098578379215
"199","Ceballosia_fruticosa","Eristalinus_aeneus",6,0.499767572051575,0.0156234631728679,0.972341081255803
"200","Ceballosia_fruticosa","Eristalinus_taeniops",9,0.507576814783283,0.00964773564918629,0.0462432429098359
"201","Ceballosia_fruticosa","Eucera_gracilipes",6,0.541105668013594,0.0305625524242479,0.0216063682845945
"202","Ceballosia_fruticosa","Euderus_sp",9,0.505275463918912,0.00563151511274129,0.0228315996798777
"203","Ceballosia_fruticosa","Eumerus_latitarsis",27,0.522903618684648,0.0203547155782994,3.65788033954115e-06
"204","Ceballosia_fruticosa","Lasioglossum_arctifrons",8,0.500446311158159,0.001044042674498,0.265871321455794
"205","Ceballosia_fruticosa","Lasioglossum_loetum",18,0.522116353407666,0.017392809602039,4.83820043479849e-05
"206","Ceballosia_fruticosa","Lasioglossum_viride",16,0.549668646357108,0.0306913613777609,1.05070575637404e-05
"207","Ceballosia_fruticosa","Leptochilus_cruentatus",10,0.536765845789896,0.0295166218096156,0.00341151146678859
"208","Ceballosia_fruticosa","Leptochilus_eatoni",8,0.508978921341498,0.00647685069676608,0.00574109601697966
"209","Ceballosia_fruticosa","Linnaemyia_soror",11,0.510673060409189,0.00946688361558345,0.00385163131879336
"210","Ceballosia_fruticosa","Lucilia_sericata",11,0.519097792706125,0.0167475848819205,0.00358986564337441
"211","Ceballosia_fruticosa","Malthinus_mutabilis",7,0.510785272256254,0.0135483234078223,0.0797935172924948
"212","Ceballosia_fruticosa","Megachile_canariensis",8,0.500757907279609,0.00324240635605859,0.529673731941176
"213","Ceballosia_fruticosa","Musca_domestica",17,0.516488526429999,0.0167030416102042,0.000890614269439609
"214","Ceballosia_fruticosa","Myathropa_florea",13,0.51300817642339,0.00973548668685247,0.000420755856053574
"215","Ceballosia_fruticosa","Mycetophilidae_sp_1",10,0.500297350236631,0.00829828630599683,0.912269733982223
"216","Ceballosia_fruticosa","Myopites_nigrescens",6,0.510103927275955,0.00635056051141493,0.0114414234398913
"217","Ceballosia_fruticosa","Neodryophilus_cryptophagoides",12,0.512650831500297,0.0141163069723667,0.0100237287354774
"218","Ceballosia_fruticosa","Osmia_canaria",9,0.501361954677116,0.00214474275288762,0.0932382512341866
"219","Ceballosia_fruticosa","Paratrechina_longicornis",6,0.50540764007332,0.0168982964060743,0.468608436266342
"220","Ceballosia_fruticosa","Perilampus_sp_2",6,0.511229313929289,0.0113284200086118,0.059522789090773
"221","Ceballosia_fruticosa","Phalacrus_coruscus",6,0.500611523281641,0.00137744175134332,0.326451222188142
"222","Ceballosia_fruticosa","Pteromalus_sp_1",6,0.507792714100663,0.00725694220714776,0.0465146041880903
"223","Ceballosia_fruticosa","Pteromalus_sp_3",10,0.506798425087633,0.00412469614793522,0.000554983784491993
"224","Ceballosia_fruticosa","Pteromalus_sp_4",9,0.513329984287123,0.0156540763861758,0.0339307221363188
"225","Ceballosia_fruticosa","Rondania_insularis",5,0.520300767735617,0.00898343369022206,0.00721553455911236
"226","Ceballosia_fruticosa","Sarcophagidae_sp_3",5,0.512256499177902,0.0127142804896457,0.0973727390710972
"227","Ceballosia_fruticosa","Scaeva_albomaculata",6,0.506089539580751,0.0145642766326292,0.352727021832068
"228","Ceballosia_fruticosa","Sciaridae_sp",12,0.514026255415586,0.0211346613850825,0.0421066797288041
"229","Ceballosia_fruticosa","Sciaridae_sp_1",9,0.502304620129824,0.00423115502623142,0.140892400478883
"230","Ceballosia_fruticosa","Spathulina_sicula",9,0.50186926975285,0.00376815163245242,0.175015283648059
"231","Ceballosia_fruticosa","Tachina_canariensis",10,0.511646518787353,0.0118767109600737,0.0127022100546854
"232","Ceballosia_fruticosa","Tethina_marmorata",7,0.50149446801074,0.0089703817398461,0.674807999330515
"233","Ceballosia_fruticosa","Thaumatomyia_notata",5,0.51470459720283,0.0149123456635073,0.092146355794764
"234","Ceballosia_fruticosa","Themnothorax_hesperius",8,0.516757198302708,0.019409613000167,0.0446337701071923
"235","Ceballosia_fruticosa","Thomisus_cf_onustus",8,0.50717751101231,0.0118103159958233,0.129318842333748
"236","Ceballosia_fruticosa","Thysanoptera_sp_1",23,0.524077155803668,0.0261426987133392,0.00021789706757049
"237","Ceballosia_fruticosa","Thysanoptera_sp_2",20,0.528159301624195,0.0256239086004118,9.62239757622397e-05
"238","Ceballosia_fruticosa","Thysanoptera_sp_3",6,0.514532575582094,0.0114101957601254,0.0262585147920873
"239","Ceballosia_fruticosa","Thysanoptera_sp_7",9,0.528268452372372,0.0283157685017398,0.0172026356306578
"240","Ceballosia_fruticosa","Urelliosoma_guimari",5,0.505651784971991,0.00547933609543254,0.0823535498891276
"241","Ceropegia_dichotoma","Chloropidae_sp_5",5,0.503906129400095,0.00247717621579291,0.0243194264806371
"242","Ceropegia_dichotoma","Coccinella_miranda",5,0.497750823843198,0.0164213443074915,0.774680855937567
"243","Ceropegia_dichotoma","Estheria_simonyi",5,0.52925061688133,0.0186645900697493,0.0247993840786232
"244","Ceropegia_dichotoma","Eumerus_latitarsis",7,0.50336688607803,0.017100780065226,0.621087999703379
"245","Ceropegia_dichotoma","Hylaeus_ater",5,0.5,0,NA
"246","Ceropegia_dichotoma","Megaselia_sp_2",7,0.512226238452147,0.00164180030894685,1.1083712928383e-06
"247","Ceropegia_dichotoma","Meligethes_canariensis",6,0.511340007256096,0.00889172245499106,0.0261355559068038
"248","Ceropegia_dichotoma","Minotetrastichus_sp",7,0.50024811424485,0.00464486719727214,0.892236752833137
"249","Ceropegia_dichotoma","Neodryophilus_cryptophagoides",6,0.487605920346895,0.0191852944172448,0.174400110486092
"250","Ceropegia_dichotoma","Urelliosoma_guimari",8,0.500179122074426,0.00552655667733356,0.929526464314104
"251","Ceropegia_fusca","Anthophora_alluaudi",6,0.507037107848575,0.0052538595282682,0.0219330084200324
"252","Ceropegia_fusca","Apis_mellifera",7,0.515642468310633,0.0166498399541995,0.0474392840082328
"253","Ceropegia_fusca","Chalicodoma_canescens",6,0.507282428790202,0.00420083090762398,0.00812003615792524
"254","Ceropegia_fusca","Eristalinus_taeniops",5,0.504110580900522,0.0079850451441943,0.313820203966194
