emln_id,train_layer,test_layer,lambda,k,TP,FN,TN,FP,specificity,precision,recall,f1_score,balanced_accuracy,mcc,train_layer_name,test_layer_name,diagonal
60,1,12,0.01,2,6,4,3,7,0.3,0.46153846153846156,0.6,0.5217391304347826,0.44999999999999996,-0.10482848367219183,Tenerife Teno site 1,El Hierro site 1,FALSE
60,1,13,0.01,2,12,4,3,13,0.1875,0.48,0.75,0.5853658536585366,0.46875,-0.07559289460184544,Tenerife Teno site 1,La Gomera site 2,FALSE
60,1,14,0.01,2,9,4,2,11,0.15384615384615385,0.45,0.6923076923076923,0.5454545454545455,0.4230769230769231,-0.18257418583505539,Tenerife Teno site 1,La Gomera site 1,FALSE
60,2,1,0.01,2,11,3,2,12,0.14285714285714285,0.4782608695652174,0.7857142857142857,0.5945945945945946,0.4642857142857143,-0.09325048082403138,Tenerife Teno site 2,Tenerife Teno site 1,FALSE
60,2,2,0.01,2,10,9,4,15,0.21052631578947367,0.4,0.5263157894736842,0.45454545454545453,0.3684210526315789,-0.2773500981126145,Tenerife Teno site 2,Tenerife Teno site 2,TRUE
60,2,3,0.01,2,9,10,5,14,0.2631578947368421,0.391304347826087,0.47368421052631576,0.42857142857142855,0.3684210526315789,-0.26919095102908275,Tenerife Teno site 2,Tenerife South site 2,FALSE
60,2,4,0.01,2,5,9,8,6,0.5714285714285714,0.45454545454545453,0.35714285714285715,0.4,0.4642857142857143,-0.07312724241271307,Tenerife Teno site 2,Tenerife South site 1,FALSE
60,2,5,0.01,2,6,5,6,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.09090909090909091,Tenerife Teno site 2,Gran Canaria site 2,FALSE
60,2,6,0.01,2,11,4,5,10,0.3333333333333333,0.5238095238095238,0.7333333333333333,0.611111111111111,0.5333333333333333,0.07273929674533079,Tenerife Teno site 2,Gran Canaria site 1,FALSE
60,2,7,0.01,2,5,6,7,4,0.6363636363636364,0.5555555555555556,0.45454545454545453,0.5,0.5454545454545454,0.09245003270420485,Tenerife Teno site 2,Fuerteventura site 2,FALSE
60,2,8,0.01,2,4,7,3,8,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.3181818181818182,-0.3651483716701107,Tenerife Teno site 2,Fuerteventura site 1,FALSE
60,2,9,0.01,2,6,7,7,6,0.5384615384615384,0.5,0.46153846153846156,0.48000000000000004,0.5,0,Tenerife Teno site 2,Western Sahara site 2,FALSE
60,2,10,0.01,2,4,7,4,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.2727272727272727,Tenerife Teno site 2,Western Sahara site 1,FALSE
60,2,11,0.01,2,4,7,4,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.2727272727272727,Tenerife Teno site 2,El Hierro site 2,FALSE
60,2,12,0.01,2,6,4,4,6,0.4,0.5,0.6,0.5454545454545454,0.5,0,Tenerife Teno site 2,El Hierro site 1,FALSE
60,2,13,0.01,2,11,5,8,8,0.5,0.5789473684210527,0.6875,0.6285714285714286,0.59375,0.19088542889273333,Tenerife Teno site 2,La Gomera site 2,FALSE
60,2,14,0.01,2,10,3,3,10,0.23076923076923078,0.5,0.7692307692307693,0.6060606060606061,0.5,0,Tenerife Teno site 2,La Gomera site 1,FALSE
60,3,1,0.01,2,12,2,2,12,0.14285714285714285,0.5,0.8571428571428571,0.631578947368421,0.5,0,Tenerife South site 2,Tenerife Teno site 1,FALSE
60,3,2,0.01,2,15,4,5,14,0.2631578947368421,0.5172413793103449,0.7894736842105263,0.625,0.5263157894736842,0.06189844605901729,Tenerife South site 2,Tenerife Teno site 2,FALSE
60,3,3,0.01,2,8,11,5,14,0.2631578947368421,0.36363636363636365,0.42105263157894735,0.3902439024390244,0.3421052631578947,-0.31980107453341566,Tenerife South site 2,Tenerife South site 2,TRUE
60,3,4,0.01,2,10,4,2,12,0.14285714285714285,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.4285714285714286,-0.17407765595569785,Tenerife South site 2,Tenerife South site 1,FALSE
60,3,5,0.01,2,9,2,2,9,0.18181818181818182,0.5,0.8181818181818182,0.6206896551724137,0.5,0,Tenerife South site 2,Gran Canaria site 2,FALSE
60,3,6,0.01,2,12,3,3,12,0.2,0.5,0.8,0.6153846153846154,0.5,0,Tenerife South site 2,Gran Canaria site 1,FALSE
60,3,7,0.01,2,4,7,8,3,0.7272727272727273,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.5454545454545454,0.09759000729485331,Tenerife South site 2,Fuerteventura site 2,FALSE
60,3,8,0.01,2,5,6,2,9,0.18181818181818182,0.35714285714285715,0.45454545454545453,0.4,0.3181818181818182,-0.37796447300922725,Tenerife South site 2,Fuerteventura site 1,FALSE
60,3,9,0.01,2,4,9,6,7,0.46153846153846156,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.38461538461538464,-0.2335496832484569,Tenerife South site 2,Western Sahara site 2,FALSE
60,3,10,0.01,2,6,5,1,10,0.09090909090909091,0.375,0.5454545454545454,0.4444444444444444,0.3181818181818182,-0.408248290463863,Tenerife South site 2,Western Sahara site 1,FALSE
60,3,11,0.01,2,7,4,3,8,0.2727272727272727,0.4666666666666667,0.6363636363636364,0.5384615384615385,0.45454545454545453,-0.09759000729485331,Tenerife South site 2,El Hierro site 2,FALSE
60,3,12,0.01,2,4,6,1,9,0.1,0.3076923076923077,0.4,0.34782608695652173,0.25,-0.5241424183609591,Tenerife South site 2,El Hierro site 1,FALSE
60,3,13,0.01,2,9,7,9,7,0.5625,0.5625,0.5625,0.5625,0.5625,0.125,Tenerife South site 2,La Gomera site 2,FALSE
60,3,14,0.01,2,12,1,4,9,0.3076923076923077,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.6153846153846154,0.2927700218845599,Tenerife South site 2,La Gomera site 1,FALSE
60,4,1,0.01,2,12,2,6,8,0.42857142857142855,0.6,0.8571428571428571,0.7058823529411764,0.6428571428571428,0.31622776601683794,Tenerife South site 1,Tenerife Teno site 1,FALSE
60,4,2,0.01,2,10,9,5,14,0.2631578947368421,0.4166666666666667,0.5263157894736842,0.46511627906976744,0.39473684210526316,-0.2182178902359924,Tenerife South site 1,Tenerife Teno site 2,FALSE
60,4,3,0.01,2,9,10,6,13,0.3157894736842105,0.4090909090909091,0.47368421052631576,0.43902439024390244,0.39473684210526316,-0.21320071635561044,Tenerife South site 1,Tenerife South site 2,FALSE
60,4,4,0.01,2,5,9,3,11,0.21428571428571427,0.3125,0.35714285714285715,0.3333333333333333,0.2857142857142857,-0.43301270189221935,Tenerife South site 1,Tenerife South site 1,TRUE
60,4,5,0.01,2,9,2,6,5,0.5454545454545454,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.6818181818181819,0.37796447300922725,Tenerife South site 1,Gran Canaria site 2,FALSE
60,4,6,0.01,2,12,3,1,14,0.06666666666666667,0.46153846153846156,0.8,0.5853658536585367,0.43333333333333335,-0.19611613513818404,Tenerife South site 1,Gran Canaria site 1,FALSE
60,4,7,0.01,2,5,6,8,3,0.7272727272727273,0.625,0.45454545454545453,0.5263157894736842,0.5909090909090909,0.18898223650461363,Tenerife South site 1,Fuerteventura site 2,FALSE
60,4,8,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Tenerife South site 1,Fuerteventura site 1,FALSE
60,4,9,0.01,2,4,9,5,8,0.38461538461538464,0.3333333333333333,0.3076923076923077,0.32,0.34615384615384615,-0.3086066999241838,Tenerife South site 1,Western Sahara site 2,FALSE
60,4,10,0.01,2,2,9,4,7,0.36363636363636365,0.2222222222222222,0.18181818181818182,0.19999999999999998,0.2727272727272727,-0.46225016352102427,Tenerife South site 1,Western Sahara site 1,FALSE
60,4,11,0.01,2,4,7,3,8,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.3181818181818182,-0.3651483716701107,Tenerife South site 1,El Hierro site 2,FALSE
60,4,12,0.01,2,1,9,4,6,0.4,0.14285714285714285,0.1,0.11764705882352941,0.25,-0.5241424183609591,Tenerife South site 1,El Hierro site 1,FALSE
60,4,13,0.01,2,12,4,5,11,0.3125,0.5217391304347826,0.75,0.6153846153846153,0.53125,0.06950480468569159,Tenerife South site 1,La Gomera site 2,FALSE
60,4,14,0.01,2,8,5,6,7,0.46153846153846156,0.5333333333333333,0.6153846153846154,0.5714285714285715,0.5384615384615385,0.0778498944161523,Tenerife South site 1,La Gomera site 1,FALSE
60,5,1,0.01,2,9,5,3,11,0.21428571428571427,0.45,0.6428571428571429,0.5294117647058824,0.4285714285714286,-0.15811388300841897,Gran Canaria site 2,Tenerife Teno site 1,FALSE
60,5,2,0.01,2,15,4,1,18,0.05263157894736842,0.45454545454545453,0.7894736842105263,0.5769230769230769,0.42105263157894735,-0.2335496832484569,Gran Canaria site 2,Tenerife Teno site 2,FALSE
60,5,3,0.01,2,9,10,6,13,0.3157894736842105,0.4090909090909091,0.47368421052631576,0.43902439024390244,0.39473684210526316,-0.21320071635561044,Gran Canaria site 2,Tenerife South site 2,FALSE
60,5,4,0.01,2,8,6,7,7,0.5,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.5357142857142857,0.07161148740394328,Gran Canaria site 2,Tenerife South site 1,FALSE
60,5,5,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Gran Canaria site 2,Gran Canaria site 2,TRUE
60,5,6,0.01,2,11,4,5,10,0.3333333333333333,0.5238095238095238,0.7333333333333333,0.611111111111111,0.5333333333333333,0.07273929674533079,Gran Canaria site 2,Gran Canaria site 1,FALSE
60,5,7,0.01,2,5,6,5,6,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,-0.09090909090909091,Gran Canaria site 2,Fuerteventura site 2,FALSE
60,5,8,0.01,2,4,7,4,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.2727272727272727,Gran Canaria site 2,Fuerteventura site 1,FALSE
60,5,9,0.01,2,6,7,5,8,0.38461538461538464,0.42857142857142855,0.46153846153846156,0.4444444444444445,0.42307692307692313,-0.1543033499620919,Gran Canaria site 2,Western Sahara site 2,FALSE
60,5,10,0.01,2,5,6,4,7,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.40909090909090906,-0.18257418583505536,Gran Canaria site 2,Western Sahara site 1,FALSE
60,5,11,0.01,2,3,8,4,7,0.36363636363636365,0.3,0.2727272727272727,0.28571428571428564,0.3181818181818182,-0.3651483716701107,Gran Canaria site 2,El Hierro site 2,FALSE
60,5,12,0.01,2,4,6,3,7,0.3,0.36363636363636365,0.4,0.380952380952381,0.35,-0.30151134457776363,Gran Canaria site 2,El Hierro site 1,FALSE
60,5,13,0.01,2,10,6,4,12,0.25,0.45454545454545453,0.625,0.5263157894736842,0.4375,-0.13483997249264842,Gran Canaria site 2,La Gomera site 2,FALSE
60,5,14,0.01,2,6,7,5,8,0.38461538461538464,0.42857142857142855,0.46153846153846156,0.4444444444444445,0.42307692307692313,-0.1543033499620919,Gran Canaria site 2,La Gomera site 1,FALSE
60,6,1,0.01,2,9,5,7,7,0.5,0.5625,0.6428571428571429,0.6000000000000001,0.5714285714285714,0.14433756729740643,Gran Canaria site 1,Tenerife Teno site 1,FALSE
60,6,2,0.01,2,14,5,2,17,0.10526315789473684,0.45161290322580644,0.7368421052631579,0.56,0.42105263157894735,-0.2036532699906392,Gran Canaria site 1,Tenerife Teno site 2,FALSE
60,6,3,0.01,2,6,13,4,15,0.21052631578947367,0.2857142857142857,0.3157894736842105,0.3,0.2631578947368421,-0.4763305116224668,Gran Canaria site 1,Tenerife South site 2,FALSE
60,6,4,0.01,2,12,2,3,11,0.21428571428571427,0.5217391304347826,0.8571428571428571,0.6486486486486486,0.5357142857142857,0.09325048082403138,Gran Canaria site 1,Tenerife South site 1,FALSE
60,6,5,0.01,2,9,2,4,7,0.36363636363636365,0.5625,0.8181818181818182,0.6666666666666666,0.5909090909090909,0.2041241452319315,Gran Canaria site 1,Gran Canaria site 2,FALSE
60,6,6,0.01,2,9,6,6,9,0.4,0.5,0.6,0.5454545454545454,0.5,0,Gran Canaria site 1,Gran Canaria site 1,TRUE
60,6,7,0.01,2,5,6,4,7,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.40909090909090906,-0.18257418583505536,Gran Canaria site 1,Fuerteventura site 2,FALSE
60,6,8,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Gran Canaria site 1,Fuerteventura site 1,FALSE
60,6,9,0.01,2,7,6,3,10,0.23076923076923078,0.4117647058823529,0.5384615384615384,0.4666666666666667,0.3846153846153846,-0.242535625036333,Gran Canaria site 1,Western Sahara site 2,FALSE
60,6,10,0.01,2,5,6,1,10,0.09090909090909091,0.3333333333333333,0.45454545454545453,0.3846153846153846,0.2727272727272727,-0.48795003647426655,Gran Canaria site 1,Western Sahara site 1,FALSE
60,6,11,0.01,2,4,7,4,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.2727272727272727,Gran Canaria site 1,El Hierro site 2,FALSE
60,6,12,0.01,2,5,5,5,5,0.5,0.5,0.5,0.5,0.5,0,Gran Canaria site 1,El Hierro site 1,FALSE
60,6,13,0.01,2,9,7,7,9,0.4375,0.5,0.5625,0.5294117647058824,0.5,0,Gran Canaria site 1,La Gomera site 2,FALSE
60,6,14,0.01,2,10,3,2,11,0.15384615384615385,0.47619047619047616,0.7692307692307693,0.588235294117647,0.46153846153846156,-0.0975900072948533,Gran Canaria site 1,La Gomera site 1,FALSE
60,7,1,0.01,2,6,8,5,9,0.35714285714285715,0.4,0.42857142857142855,0.4137931034482759,0.39285714285714285,-0.21483446221182986,Fuerteventura site 2,Tenerife Teno site 1,FALSE
60,7,2,0.01,2,10,9,5,14,0.2631578947368421,0.4166666666666667,0.5263157894736842,0.46511627906976744,0.39473684210526316,-0.2182178902359924,Fuerteventura site 2,Tenerife Teno site 2,FALSE
60,7,3,0.01,2,9,10,5,14,0.2631578947368421,0.391304347826087,0.47368421052631576,0.42857142857142855,0.3684210526315789,-0.26919095102908275,Fuerteventura site 2,Tenerife South site 2,FALSE
60,7,4,0.01,2,9,5,4,10,0.2857142857142857,0.47368421052631576,0.6428571428571429,0.5454545454545454,0.4642857142857143,-0.07647191129018725,Fuerteventura site 2,Tenerife South site 1,FALSE
60,7,5,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Fuerteventura site 2,Gran Canaria site 2,FALSE
60,7,6,0.01,2,10,5,4,11,0.26666666666666666,0.47619047619047616,0.6666666666666666,0.5555555555555556,0.4666666666666667,-0.07273929674533079,Fuerteventura site 2,Gran Canaria site 1,FALSE
60,7,7,0.01,2,2,9,6,5,0.5454545454545454,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.36363636363636365,-0.2927700218845599,Fuerteventura site 2,Fuerteventura site 2,TRUE
60,7,8,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Fuerteventura site 2,Fuerteventura site 1,FALSE
60,7,9,0.01,2,6,7,6,7,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,-0.07692307692307693,Fuerteventura site 2,Western Sahara site 2,FALSE
60,7,10,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Fuerteventura site 2,Western Sahara site 1,FALSE
60,7,11,0.01,2,4,7,6,5,0.5454545454545454,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.45454545454545453,-0.09245003270420485,Fuerteventura site 2,El Hierro site 2,FALSE
60,7,12,0.01,2,4,6,4,6,0.4,0.4,0.4,0.4000000000000001,0.4,-0.2,Fuerteventura site 2,El Hierro site 1,FALSE
60,7,13,0.01,2,13,3,3,13,0.1875,0.5,0.8125,0.6190476190476191,0.5,0,Fuerteventura site 2,La Gomera site 2,FALSE
60,7,14,0.01,2,7,6,5,8,0.38461538461538464,0.4666666666666667,0.5384615384615384,0.5,0.46153846153846156,-0.0778498944161523,Fuerteventura site 2,La Gomera site 1,FALSE
60,8,1,0.01,2,10,4,4,10,0.2857142857142857,0.5,0.7142857142857143,0.588235294117647,0.5,0,Fuerteventura site 1,Tenerife Teno site 1,FALSE
60,8,2,0.01,2,14,5,3,16,0.15789473684210525,0.4666666666666667,0.7368421052631579,0.5714285714285714,0.4473684210526315,-0.12909944487358058,Fuerteventura site 1,Tenerife Teno site 2,FALSE
60,8,3,0.01,2,10,9,4,15,0.21052631578947367,0.4,0.5263157894736842,0.45454545454545453,0.3684210526315789,-0.2773500981126145,Fuerteventura site 1,Tenerife South site 2,FALSE
60,8,4,0.01,2,11,3,2,12,0.14285714285714285,0.4782608695652174,0.7857142857142857,0.5945945945945946,0.4642857142857143,-0.09325048082403138,Fuerteventura site 1,Tenerife South site 1,FALSE
60,8,5,0.01,2,7,4,4,7,0.36363636363636365,0.5,0.6363636363636364,0.56,0.5,0,Fuerteventura site 1,Gran Canaria site 2,FALSE
60,8,6,0.01,2,13,2,3,12,0.2,0.52,0.8666666666666667,0.65,0.5333333333333333,0.08944271909999159,Fuerteventura site 1,Gran Canaria site 1,FALSE
60,8,7,0.01,2,5,6,4,7,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.40909090909090906,-0.18257418583505536,Fuerteventura site 1,Fuerteventura site 2,FALSE
60,8,8,0.01,2,3,8,6,5,0.5454545454545454,0.375,0.2727272727272727,0.3157894736842105,0.40909090909090906,-0.18898223650461363,Fuerteventura site 1,Fuerteventura site 1,TRUE
60,8,9,0.01,2,4,9,6,7,0.46153846153846156,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.38461538461538464,-0.2335496832484569,Fuerteventura site 1,Western Sahara site 2,FALSE
60,8,10,0.01,2,6,5,6,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.09090909090909091,Fuerteventura site 1,Western Sahara site 1,FALSE
60,8,11,0.01,2,5,6,1,10,0.09090909090909091,0.3333333333333333,0.45454545454545453,0.3846153846153846,0.2727272727272727,-0.48795003647426655,Fuerteventura site 1,El Hierro site 2,FALSE
60,8,12,0.01,2,6,4,4,6,0.4,0.5,0.6,0.5454545454545454,0.5,0,Fuerteventura site 1,El Hierro site 1,FALSE
60,8,13,0.01,2,11,5,2,14,0.125,0.44,0.6875,0.5365853658536586,0.40625,-0.22677868380553634,Fuerteventura site 1,La Gomera site 2,FALSE
60,8,14,0.01,2,9,4,3,10,0.23076923076923078,0.47368421052631576,0.6923076923076923,0.5625,0.46153846153846156,-0.08671099695241201,Fuerteventura site 1,La Gomera site 1,FALSE
60,9,1,0.01,2,6,8,2,12,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.375,0.2857142857142857,-0.44721359549995793,Western Sahara site 2,Tenerife Teno site 1,FALSE
60,9,2,0.01,2,13,6,4,15,0.21052631578947367,0.4642857142857143,0.6842105263157895,0.5531914893617021,0.4473684210526316,-0.11952286093343936,Western Sahara site 2,Tenerife Teno site 2,FALSE
60,9,3,0.01,2,12,7,2,17,0.10526315789473684,0.41379310344827586,0.631578947368421,0.5,0.3684210526315789,-0.30949223029508643,Western Sahara site 2,Tenerife South site 2,FALSE
60,9,4,0.01,2,4,10,5,9,0.35714285714285715,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.3214285714285714,-0.35805743701971643,Western Sahara site 2,Tenerife South site 1,FALSE
60,9,5,0.01,2,5,6,5,6,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,-0.09090909090909091,Western Sahara site 2,Gran Canaria site 2,FALSE
60,9,6,0.01,2,8,7,7,8,0.4666666666666667,0.5,0.5333333333333333,0.5161290322580646,0.5,0,Western Sahara site 2,Gran Canaria site 1,FALSE
60,9,7,0.01,2,5,6,4,7,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.40909090909090906,-0.18257418583505536,Western Sahara site 2,Fuerteventura site 2,FALSE
60,9,8,0.01,2,4,7,6,5,0.5454545454545454,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.45454545454545453,-0.09245003270420485,Western Sahara site 2,Fuerteventura site 1,FALSE
60,9,9,0.01,2,6,7,9,4,0.6923076923076923,0.6,0.46153846153846156,0.5217391304347826,0.5769230769230769,0.15811388300841897,Western Sahara site 2,Western Sahara site 2,TRUE
60,9,10,0.01,2,6,5,1,10,0.09090909090909091,0.375,0.5454545454545454,0.4444444444444444,0.3181818181818182,-0.408248290463863,Western Sahara site 2,Western Sahara site 1,FALSE
60,9,11,0.01,2,4,7,6,5,0.5454545454545454,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.45454545454545453,-0.09245003270420485,Western Sahara site 2,El Hierro site 2,FALSE
60,9,12,0.01,2,3,7,2,8,0.2,0.2727272727272727,0.3,0.28571428571428564,0.25,-0.502518907629606,Western Sahara site 2,El Hierro site 1,FALSE
60,9,13,0.01,2,10,6,2,14,0.125,0.4166666666666667,0.625,0.5,0.375,-0.2886751345948129,Western Sahara site 2,La Gomera site 2,FALSE
60,9,14,0.01,2,2,11,6,7,0.46153846153846156,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.3076923076923077,-0.40422604172722165,Western Sahara site 2,La Gomera site 1,FALSE
60,10,1,0.01,2,6,8,5,9,0.35714285714285715,0.4,0.42857142857142855,0.4137931034482759,0.39285714285714285,-0.21483446221182986,Western Sahara site 1,Tenerife Teno site 1,FALSE
60,10,2,0.01,2,12,7,6,13,0.3157894736842105,0.48,0.631578947368421,0.5454545454545454,0.47368421052631576,-0.05547001962252291,Western Sahara site 1,Tenerife Teno site 2,FALSE
60,10,3,0.01,2,10,9,7,12,0.3684210526315789,0.45454545454545453,0.5263157894736842,0.4878048780487805,0.4473684210526315,-0.10660035817780522,Western Sahara site 1,Tenerife South site 2,FALSE
60,10,4,0.01,2,9,5,4,10,0.2857142857142857,0.47368421052631576,0.6428571428571429,0.5454545454545454,0.4642857142857143,-0.07647191129018725,Western Sahara site 1,Tenerife South site 1,FALSE
60,10,5,0.01,2,5,6,4,7,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.40909090909090906,-0.18257418583505536,Western Sahara site 1,Gran Canaria site 2,FALSE
60,10,6,0.01,2,10,5,3,12,0.2,0.45454545454545453,0.6666666666666666,0.5405405405405405,0.43333333333333335,-0.15075567228888181,Western Sahara site 1,Gran Canaria site 1,FALSE
60,10,7,0.01,2,5,6,3,8,0.2727272727272727,0.38461538461538464,0.45454545454545453,0.41666666666666663,0.36363636363636365,-0.2773500981126146,Western Sahara site 1,Fuerteventura site 2,FALSE
60,10,8,0.01,2,4,7,5,6,0.45454545454545453,0.4,0.36363636363636365,0.380952380952381,0.40909090909090906,-0.18257418583505536,Western Sahara site 1,Fuerteventura site 1,FALSE
60,10,9,0.01,2,6,7,5,8,0.38461538461538464,0.42857142857142855,0.46153846153846156,0.4444444444444445,0.42307692307692313,-0.1543033499620919,Western Sahara site 1,Western Sahara site 2,FALSE
60,10,10,0.01,2,2,9,6,5,0.5454545454545454,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.36363636363636365,-0.2927700218845599,Western Sahara site 1,Western Sahara site 1,TRUE
60,10,11,0.01,2,2,9,6,5,0.5454545454545454,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.36363636363636365,-0.2927700218845599,Western Sahara site 1,El Hierro site 2,FALSE
60,10,12,0.01,2,7,3,2,8,0.2,0.4666666666666667,0.7,0.56,0.44999999999999996,-0.11547005383792516,Western Sahara site 1,El Hierro site 1,FALSE
60,10,13,0.01,2,5,11,5,11,0.3125,0.3125,0.3125,0.3125,0.3125,-0.375,Western Sahara site 1,La Gomera site 2,FALSE
60,10,14,0.01,2,12,1,1,12,0.07692307692307693,0.5,0.9230769230769231,0.6486486486486487,0.5,0,Western Sahara site 1,La Gomera site 1,FALSE
60,11,1,0.01,2,9,5,2,12,0.14285714285714285,0.42857142857142855,0.6428571428571429,0.5142857142857143,0.3928571428571429,-0.24743582965269673,El Hierro site 2,Tenerife Teno site 1,FALSE
60,11,2,0.01,2,14,5,2,17,0.10526315789473684,0.45161290322580644,0.7368421052631579,0.56,0.42105263157894735,-0.2036532699906392,El Hierro site 2,Tenerife Teno site 2,FALSE
60,11,3,0.01,2,9,10,11,8,0.5789473684210527,0.5294117647058824,0.47368421052631576,0.5,0.5263157894736842,0.05292561240249631,El Hierro site 2,Tenerife South site 2,FALSE
60,11,4,0.01,2,11,3,3,11,0.21428571428571427,0.5,0.7857142857142857,0.6111111111111112,0.5,0,El Hierro site 2,Tenerife South site 1,FALSE
60,11,5,0.01,2,6,5,5,6,0.45454545454545453,0.5,0.5454545454545454,0.5217391304347826,0.5,0,El Hierro site 2,Gran Canaria site 2,FALSE
60,11,6,0.01,2,8,7,3,12,0.2,0.4,0.5333333333333333,0.4571428571428572,0.3666666666666667,-0.282842712474619,El Hierro site 2,Gran Canaria site 1,FALSE
