emln_id,train_layer,test_layer,lambda,k,TP,FN,TN,FP,specificity,precision,recall,f1_score,balanced_accuracy,mcc,train_layer_name,test_layer_name,diagonal
60,11,7,0.01,2,2,9,5,6,0.45454545454545453,0.25,0.18181818181818182,0.2105263157894737,0.3181818181818182,-0.37796447300922725,El Hierro site 2,Fuerteventura site 2,FALSE
60,11,8,0.01,2,1,10,7,4,0.6363636363636364,0.2,0.09090909090909091,0.12500000000000003,0.36363636363636365,-0.32539568672798425,El Hierro site 2,Fuerteventura site 1,FALSE
60,11,9,0.01,2,5,8,5,8,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,-0.23076923076923078,El Hierro site 2,Western Sahara site 2,FALSE
60,11,10,0.01,2,3,8,5,6,0.45454545454545453,0.3333333333333333,0.2727272727272727,0.3,0.36363636363636365,-0.2773500981126146,El Hierro site 2,Western Sahara site 1,FALSE
60,11,11,0.01,2,2,9,8,3,0.7272727272727273,0.4,0.18181818181818182,0.25000000000000006,0.4545454545454546,-0.10846522890932808,El Hierro site 2,El Hierro site 2,TRUE
60,11,12,0.01,2,6,4,3,7,0.3,0.46153846153846156,0.6,0.5217391304347826,0.44999999999999996,-0.10482848367219183,El Hierro site 2,El Hierro site 1,FALSE
60,11,13,0.01,2,9,7,2,14,0.125,0.391304347826087,0.5625,0.46153846153846156,0.34375,-0.34752402342845795,El Hierro site 2,La Gomera site 2,FALSE
60,11,14,0.01,2,9,4,5,8,0.38461538461538464,0.5294117647058824,0.6923076923076923,0.5999999999999999,0.5384615384615384,0.08084520834544433,El Hierro site 2,La Gomera site 1,FALSE
60,12,1,0.01,2,8,6,3,11,0.21428571428571427,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.39285714285714285,-0.22941573387056177,El Hierro site 1,Tenerife Teno site 1,FALSE
60,12,2,0.01,2,12,7,6,13,0.3157894736842105,0.48,0.631578947368421,0.5454545454545454,0.47368421052631576,-0.05547001962252291,El Hierro site 1,Tenerife Teno site 2,FALSE
60,12,3,0.01,2,7,12,10,9,0.5263157894736842,0.4375,0.3684210526315789,0.39999999999999997,0.4473684210526315,-0.10660035817780522,El Hierro site 1,Tenerife South site 2,FALSE
60,12,4,0.01,2,7,7,5,9,0.35714285714285715,0.4375,0.5,0.4666666666666667,0.4285714285714286,-0.14433756729740643,El Hierro site 1,Tenerife South site 1,FALSE
60,12,5,0.01,2,7,4,4,7,0.36363636363636365,0.5,0.6363636363636364,0.56,0.5,0,El Hierro site 1,Gran Canaria site 2,FALSE
60,12,6,0.01,2,11,4,3,12,0.2,0.4782608695652174,0.7333333333333333,0.5789473684210527,0.4666666666666667,-0.07881104062391008,El Hierro site 1,Gran Canaria site 1,FALSE
60,12,7,0.01,2,6,5,5,6,0.45454545454545453,0.5,0.5454545454545454,0.5217391304347826,0.5,0,El Hierro site 1,Fuerteventura site 2,FALSE
60,12,8,0.01,2,4,7,6,5,0.5454545454545454,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.45454545454545453,-0.09245003270420485,El Hierro site 1,Fuerteventura site 1,FALSE
60,12,9,0.01,2,6,7,4,9,0.3076923076923077,0.4,0.46153846153846156,0.42857142857142855,0.38461538461538464,-0.2335496832484569,El Hierro site 1,Western Sahara site 2,FALSE
60,12,10,0.01,2,6,5,1,10,0.09090909090909091,0.375,0.5454545454545454,0.4444444444444444,0.3181818181818182,-0.408248290463863,El Hierro site 1,Western Sahara site 1,FALSE
60,12,11,0.01,2,7,4,4,7,0.36363636363636365,0.5,0.6363636363636364,0.56,0.5,0,El Hierro site 1,El Hierro site 2,FALSE
60,12,12,0.01,2,5,5,1,9,0.1,0.35714285714285715,0.5,0.41666666666666663,0.3,-0.4364357804719848,El Hierro site 1,El Hierro site 1,TRUE
60,12,13,0.01,2,13,3,1,15,0.0625,0.4642857142857143,0.8125,0.5909090909090908,0.4375,-0.1889822365046136,El Hierro site 1,La Gomera site 2,FALSE
60,12,14,0.01,2,7,6,3,10,0.23076923076923078,0.4117647058823529,0.5384615384615384,0.4666666666666667,0.3846153846153846,-0.242535625036333,El Hierro site 1,La Gomera site 1,FALSE
60,13,1,0.01,2,8,6,4,10,0.2857142857142857,0.4444444444444444,0.5714285714285714,0.5,0.42857142857142855,-0.14907119849998599,La Gomera site 2,Tenerife Teno site 1,FALSE
60,13,2,0.01,2,15,4,6,13,0.3157894736842105,0.5357142857142857,0.7894736842105263,0.6382978723404255,0.5526315789473684,0.11952286093343936,La Gomera site 2,Tenerife Teno site 2,FALSE
60,13,3,0.01,2,9,10,3,16,0.15789473684210525,0.36,0.47368421052631576,0.40909090909090906,0.3157894736842105,-0.3882901373576604,La Gomera site 2,Tenerife South site 2,FALSE
60,13,4,0.01,2,13,1,0,14,0,0.48148148148148145,0.9285714285714286,0.6341463414634146,0.4642857142857143,-0.19245008972987526,La Gomera site 2,Tenerife South site 1,FALSE
60,13,5,0.01,2,7,4,5,6,0.45454545454545453,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.5454545454545454,0.09245003270420485,La Gomera site 2,Gran Canaria site 2,FALSE
60,13,6,0.01,2,11,4,2,13,0.13333333333333333,0.4583333333333333,0.7333333333333333,0.5641025641025641,0.4333333333333333,-0.16666666666666666,La Gomera site 2,Gran Canaria site 1,FALSE
60,13,7,0.01,2,6,5,5,6,0.45454545454545453,0.5,0.5454545454545454,0.5217391304347826,0.5,0,La Gomera site 2,Fuerteventura site 2,FALSE
60,13,8,0.01,2,6,5,3,8,0.2727272727272727,0.42857142857142855,0.5454545454545454,0.4799999999999999,0.40909090909090906,-0.18898223650461363,La Gomera site 2,Fuerteventura site 1,FALSE
60,13,9,0.01,2,3,10,6,7,0.46153846153846156,0.3,0.23076923076923078,0.2608695652173913,0.34615384615384615,-0.31622776601683794,La Gomera site 2,Western Sahara site 2,FALSE
60,13,10,0.01,2,1,10,6,5,0.5454545454545454,0.16666666666666666,0.09090909090909091,0.11764705882352942,0.3181818181818182,-0.408248290463863,La Gomera site 2,Western Sahara site 1,FALSE
60,13,11,0.01,2,3,8,4,7,0.36363636363636365,0.3,0.2727272727272727,0.28571428571428564,0.3181818181818182,-0.3651483716701107,La Gomera site 2,El Hierro site 2,FALSE
60,13,12,0.01,2,3,7,4,6,0.4,0.3333333333333333,0.3,0.3157894736842105,0.35,-0.30151134457776363,La Gomera site 2,El Hierro site 1,FALSE
60,13,13,0.01,2,7,9,1,15,0.0625,0.3181818181818182,0.4375,0.3684210526315789,0.25,-0.5393598899705937,La Gomera site 2,La Gomera site 2,TRUE
60,13,14,0.01,2,11,2,4,9,0.3076923076923077,0.55,0.8461538461538461,0.6666666666666667,0.5769230769230769,0.18257418583505539,La Gomera site 2,La Gomera site 1,FALSE
60,14,1,0.01,2,9,5,4,10,0.2857142857142857,0.47368421052631576,0.6428571428571429,0.5454545454545454,0.4642857142857143,-0.07647191129018725,La Gomera site 1,Tenerife Teno site 1,FALSE
60,14,2,0.01,2,11,8,7,12,0.3684210526315789,0.4782608695652174,0.5789473684210527,0.5238095238095238,0.4736842105263158,-0.053838190205816545,La Gomera site 1,Tenerife Teno site 2,FALSE
60,14,3,0.01,2,10,9,3,16,0.15789473684210525,0.38461538461538464,0.5263157894736842,0.4444444444444444,0.3421052631578947,-0.3396831102433787,La Gomera site 1,Tenerife South site 2,FALSE
60,14,4,0.01,2,10,4,4,10,0.2857142857142857,0.5,0.7142857142857143,0.588235294117647,0.5,0,La Gomera site 1,Tenerife South site 1,FALSE
60,14,5,0.01,2,5,6,6,5,0.5454545454545454,0.5,0.45454545454545453,0.47619047619047616,0.5,0,La Gomera site 1,Gran Canaria site 2,FALSE
60,14,6,0.01,2,12,3,3,12,0.2,0.5,0.8,0.6153846153846154,0.5,0,La Gomera site 1,Gran Canaria site 1,FALSE
60,14,7,0.01,2,5,6,9,2,0.8181818181818182,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.6363636363636364,0.2927700218845599,La Gomera site 1,Fuerteventura site 2,FALSE
60,14,8,0.01,2,5,6,5,6,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,-0.09090909090909091,La Gomera site 1,Fuerteventura site 1,FALSE
60,14,9,0.01,2,5,8,4,9,0.3076923076923077,0.35714285714285715,0.38461538461538464,0.3703703703703704,0.34615384615384615,-0.3086066999241838,La Gomera site 1,Western Sahara site 2,FALSE
60,14,10,0.01,2,4,7,4,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.2727272727272727,La Gomera site 1,Western Sahara site 1,FALSE
60,14,11,0.01,2,6,5,3,8,0.2727272727272727,0.42857142857142855,0.5454545454545454,0.4799999999999999,0.40909090909090906,-0.18898223650461363,La Gomera site 1,El Hierro site 2,FALSE
60,14,12,0.01,2,9,1,2,8,0.2,0.5294117647058824,0.9,0.6666666666666667,0.55,0.140028008402801,La Gomera site 1,El Hierro site 1,FALSE
60,14,13,0.01,2,10,6,9,7,0.5625,0.5882352941176471,0.625,0.6060606060606061,0.59375,0.18786728732554486,La Gomera site 1,La Gomera site 2,FALSE
60,14,14,0.01,2,7,6,6,7,0.46153846153846156,0.5,0.5384615384615384,0.5185185185185186,0.5,0,La Gomera site 1,La Gomera site 1,TRUE
