emln_id,train_layer,test_layer,nrow_A,ncol_A,size_A,density_A,nrow_P,ncol_P,size_P,density_P,nrow_C,ncol_C,size_C,density_C
60,3,4,54,13,702,0.13675213675213677,38,15,570,0.1280701754385965,68,16,1088,0.12775735294117646
60,3,5,54,13,702,0.13675213675213677,35,10,350,0.1657142857142857,71,18,1278,0.11267605633802817
60,3,6,54,13,702,0.13675213675213677,35,10,350,0.2257142857142857,71,17,1207,0.13421706710853357
60,3,7,54,13,702,0.13675213675213677,38,8,304,0.1875,81,16,1296,0.11419753086419752
60,3,8,54,13,702,0.13675213675213677,39,7,273,0.20146520146520147,81,15,1215,0.11851851851851852
60,3,9,54,13,702,0.13675213675213677,44,10,440,0.15454545454545454,93,18,1674,0.09737156511350059
60,3,10,54,13,702,0.13675213675213677,37,10,370,0.15405405405405406,87,18,1566,0.0970625798212005
60,3,11,54,13,702,0.13675213675213677,37,10,370,0.15405405405405406,80,17,1360,0.10661764705882353
60,3,12,54,13,702,0.13675213675213677,33,8,264,0.20454545454545456,78,17,1326,0.10708898944193061
60,3,13,54,13,702,0.13675213675213677,39,13,507,0.15779092702169625,76,18,1368,0.11915204678362573
60,3,14,54,13,702,0.13675213675213677,33,11,363,0.18457300275482094,75,18,1350,0.11259259259259259
60,4,1,38,15,570,0.1280701754385965,35,13,455,0.15824175824175823,62,20,1240,0.10564516129032259
60,4,2,38,15,570,0.1280701754385965,45,18,810,0.11851851851851852,68,24,1632,0.09313725490196079
60,4,3,38,15,570,0.1280701754385965,54,13,702,0.13675213675213677,68,16,1088,0.12775735294117646
60,4,4,38,15,570,0.1280701754385965,38,15,570,0.1280701754385965,38,15,570,0.1280701754385965
60,4,5,38,15,570,0.1280701754385965,35,10,350,0.1657142857142857,56,20,1120,0.10803571428571429
60,4,6,38,15,570,0.1280701754385965,35,10,350,0.2257142857142857,56,19,1064,0.13439849624060152
60,4,7,38,15,570,0.1280701754385965,38,8,304,0.1875,67,18,1206,0.10364842454394693
60,4,8,38,15,570,0.1280701754385965,39,7,273,0.20146520146520147,68,17,1156,0.10640138408304499
60,4,9,38,15,570,0.1280701754385965,44,10,440,0.15454545454545454,78,21,1638,0.08547008547008547
60,4,10,38,15,570,0.1280701754385965,37,10,370,0.15405405405405406,72,20,1440,0.08958333333333333
60,4,11,38,15,570,0.1280701754385965,37,10,370,0.15405405405405406,66,19,1254,0.09728867623604466
60,4,12,38,15,570,0.1280701754385965,33,8,264,0.20454545454545456,62,19,1178,0.10101867572156197
60,4,13,38,15,570,0.1280701754385965,39,13,507,0.15779092702169625,60,21,1260,0.1126984126984127
60,4,14,38,15,570,0.1280701754385965,33,11,363,0.18457300275482094,61,18,1098,0.11839708561020036
60,5,1,35,10,350,0.1657142857142857,35,13,455,0.15824175824175823,58,17,986,0.1206896551724138
60,5,2,35,10,350,0.1657142857142857,45,18,810,0.11851851851851852,65,22,1430,0.0993006993006993
60,5,3,35,10,350,0.1657142857142857,54,13,702,0.13675213675213677,71,18,1278,0.11267605633802817
60,5,4,35,10,350,0.1657142857142857,38,15,570,0.1280701754385965,56,20,1120,0.10803571428571429
60,5,5,35,10,350,0.1657142857142857,35,10,350,0.1657142857142857,35,10,350,0.1657142857142857
60,5,6,35,10,350,0.1657142857142857,35,10,350,0.2257142857142857,50,12,600,0.18166666666666667
60,5,7,35,10,350,0.1657142857142857,38,8,304,0.1875,65,14,910,0.12197802197802197
60,5,8,35,10,350,0.1657142857142857,39,7,273,0.20146520146520147,63,13,819,0.13064713064713065
60,5,9,35,10,350,0.1657142857142857,44,10,440,0.15454545454545454,76,15,1140,0.10964912280701754
60,5,10,35,10,350,0.1657142857142857,37,10,370,0.15405405405405406,69,16,1104,0.10326086956521739
60,5,11,35,10,350,0.1657142857142857,37,10,370,0.15405405405405406,63,17,1071,0.10270774976657329
60,5,12,35,10,350,0.1657142857142857,33,8,264,0.20454545454545456,58,15,870,0.12298850574712644
60,5,13,35,10,350,0.1657142857142857,39,13,507,0.15779092702169625,59,17,1003,0.12562313060817548
60,5,14,35,10,350,0.1657142857142857,33,11,363,0.18457300275482094,58,16,928,0.1271551724137931
60,6,1,35,10,350,0.2257142857142857,35,13,455,0.15824175824175823,60,16,960,0.14479166666666668
60,6,2,35,10,350,0.2257142857142857,45,18,810,0.11851851851851852,65,20,1300,0.12615384615384614
60,6,3,35,10,350,0.2257142857142857,54,13,702,0.13675213675213677,71,17,1207,0.13421706710853357
60,6,4,35,10,350,0.2257142857142857,38,15,570,0.1280701754385965,56,19,1064,0.13439849624060152
60,6,5,35,10,350,0.2257142857142857,35,10,350,0.1657142857142857,50,12,600,0.18166666666666667
60,6,6,35,10,350,0.2257142857142857,35,10,350,0.2257142857142857,35,10,350,0.2257142857142857
60,6,7,35,10,350,0.2257142857142857,38,8,304,0.1875,65,14,910,0.14395604395604394
60,6,8,35,10,350,0.2257142857142857,39,7,273,0.20146520146520147,63,13,819,0.1562881562881563
60,6,9,35,10,350,0.2257142857142857,44,10,440,0.15454545454545454,76,15,1140,0.12719298245614036
60,6,10,35,10,350,0.2257142857142857,37,10,370,0.15405405405405406,70,16,1120,0.11964285714285715
60,6,11,35,10,350,0.2257142857142857,37,10,370,0.15405405405405406,63,16,1008,0.12896825396825398
60,6,12,35,10,350,0.2257142857142857,33,8,264,0.20454545454545456,57,15,855,0.14736842105263157
60,6,13,35,10,350,0.2257142857142857,39,13,507,0.15779092702169625,60,16,960,0.153125
60,6,14,35,10,350,0.2257142857142857,33,11,363,0.18457300275482094,60,15,900,0.15666666666666668
60,7,1,38,8,304,0.1875,35,13,455,0.15824175824175823,67,17,1139,0.10974539069359086
60,7,2,38,8,304,0.1875,45,18,810,0.11851851851851852,76,22,1672,0.08851674641148326
60,7,3,38,8,304,0.1875,54,13,702,0.13675213675213677,81,16,1296,0.11419753086419752
60,7,4,38,8,304,0.1875,38,15,570,0.1280701754385965,67,18,1206,0.10364842454394693
60,7,5,38,8,304,0.1875,35,10,350,0.1657142857142857,65,14,910,0.12197802197802197
60,7,6,38,8,304,0.1875,35,10,350,0.2257142857142857,65,14,910,0.14395604395604394
60,7,7,38,8,304,0.1875,38,8,304,0.1875,38,8,304,0.1875
60,7,8,38,8,304,0.1875,39,7,273,0.20146520146520147,56,9,504,0.18253968253968253
60,7,9,38,8,304,0.1875,44,10,440,0.15454545454545454,77,13,1001,0.11888111888111888
60,7,10,38,8,304,0.1875,37,10,370,0.15405405405405406,69,12,828,0.13043478260869565
60,7,11,38,8,304,0.1875,37,10,370,0.15405405405405406,68,16,1088,0.10386029411764706
60,7,12,38,8,304,0.1875,33,8,264,0.20454545454545456,67,14,938,0.11727078891257996
60,7,13,38,8,304,0.1875,39,13,507,0.15779092702169625,68,17,1156,0.11332179930795848
60,7,14,38,8,304,0.1875,33,11,363,0.18457300275482094,66,16,1056,0.11458333333333333
60,8,1,39,7,273,0.20146520146520147,35,13,455,0.15824175824175823,66,16,1056,0.11647727272727272
60,8,2,39,7,273,0.20146520146520147,45,18,810,0.11851851851851852,75,21,1575,0.0926984126984127
60,8,3,39,7,273,0.20146520146520147,54,13,702,0.13675213675213677,81,15,1215,0.11851851851851852
60,8,4,39,7,273,0.20146520146520147,38,15,570,0.1280701754385965,68,17,1156,0.10640138408304499
60,8,5,39,7,273,0.20146520146520147,35,10,350,0.1657142857142857,63,13,819,0.13064713064713065
60,8,6,39,7,273,0.20146520146520147,35,10,350,0.2257142857142857,63,13,819,0.1562881562881563
60,8,7,39,7,273,0.20146520146520147,38,8,304,0.1875,56,9,504,0.18253968253968253
60,8,8,39,7,273,0.20146520146520147,39,7,273,0.20146520146520147,39,7,273,0.20146520146520147
60,8,9,39,7,273,0.20146520146520147,44,10,440,0.15454545454545454,76,13,988,0.11740890688259109
60,8,10,39,7,273,0.20146520146520147,37,10,370,0.15405405405405406,71,12,852,0.12441314553990611
60,8,11,39,7,273,0.20146520146520147,37,10,370,0.15405405405405406,68,15,1020,0.10882352941176471
60,8,12,39,7,273,0.20146520146520147,33,8,264,0.20454545454545456,66,13,858,0.1258741258741259
60,8,13,39,7,273,0.20146520146520147,39,13,507,0.15779092702169625,66,15,990,0.1292929292929293
60,8,14,39,7,273,0.20146520146520147,33,11,363,0.18457300275482094,65,15,975,0.12
60,9,1,44,10,440,0.15454545454545454,35,13,455,0.15824175824175823,77,18,1386,0.10028860028860029
60,9,2,44,10,440,0.15454545454545454,45,18,810,0.11851851851851852,85,23,1955,0.08286445012787724
60,9,3,44,10,440,0.15454545454545454,54,13,702,0.13675213675213677,93,18,1674,0.09737156511350059
60,9,4,44,10,440,0.15454545454545454,38,15,570,0.1280701754385965,78,21,1638,0.08547008547008547
60,9,5,44,10,440,0.15454545454545454,35,10,350,0.1657142857142857,76,15,1140,0.10964912280701754
60,9,6,44,10,440,0.15454545454545454,35,10,350,0.2257142857142857,76,15,1140,0.12719298245614036
60,9,7,44,10,440,0.15454545454545454,38,8,304,0.1875,77,13,1001,0.11888111888111888
60,9,8,44,10,440,0.15454545454545454,39,7,273,0.20146520146520147,76,13,988,0.11740890688259109
60,9,9,44,10,440,0.15454545454545454,44,10,440,0.15454545454545454,44,10,440,0.15454545454545454
60,9,10,44,10,440,0.15454545454545454,37,10,370,0.15405405405405406,60,12,720,0.14583333333333334
60,9,11,44,10,440,0.15454545454545454,37,10,370,0.15405405405405406,79,18,1422,0.08790436005625879
60,9,12,44,10,440,0.15454545454545454,33,8,264,0.20454545454545456,76,16,1216,0.10032894736842106
60,9,13,44,10,440,0.15454545454545454,39,13,507,0.15779092702169625,78,18,1404,0.10327635327635327
60,9,14,44,10,440,0.15454545454545454,33,11,363,0.18457300275482094,75,18,1350,0.09851851851851852
60,10,1,37,10,370,0.15405405405405406,35,13,455,0.15824175824175823,69,19,1311,0.09763539282990084
60,10,2,37,10,370,0.15405405405405406,45,18,810,0.11851851851851852,79,24,1896,0.07964135021097046
60,10,3,37,10,370,0.15405405405405406,54,13,702,0.13675213675213677,87,18,1566,0.0970625798212005
60,10,4,37,10,370,0.15405405405405406,38,15,570,0.1280701754385965,72,20,1440,0.08958333333333333
60,10,5,37,10,370,0.15405405405405406,35,10,350,0.1657142857142857,69,16,1104,0.10326086956521739
60,10,6,37,10,370,0.15405405405405406,35,10,350,0.2257142857142857,70,16,1120,0.11964285714285715
60,10,7,37,10,370,0.15405405405405406,38,8,304,0.1875,69,12,828,0.13043478260869565
60,10,8,37,10,370,0.15405405405405406,39,7,273,0.20146520146520147,71,12,852,0.12441314553990611
60,10,9,37,10,370,0.15405405405405406,44,10,440,0.15454545454545454,60,12,720,0.14583333333333334
60,10,10,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406
60,10,11,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406,72,18,1296,0.08796296296296297
60,10,12,37,10,370,0.15405405405405406,33,8,264,0.20454545454545456,69,16,1104,0.10054347826086957
60,10,13,37,10,370,0.15405405405405406,39,13,507,0.15779092702169625,72,19,1368,0.097953216374269
60,10,14,37,10,370,0.15405405405405406,33,11,363,0.18457300275482094,68,18,1224,0.09967320261437909
60,11,1,37,10,370,0.15405405405405406,35,13,455,0.15824175824175823,60,16,960,0.121875
60,11,2,37,10,370,0.15405405405405406,45,18,810,0.11851851851851852,66,20,1320,0.10606060606060606
60,11,3,37,10,370,0.15405405405405406,54,13,702,0.13675213675213677,80,17,1360,0.10661764705882353
60,11,4,37,10,370,0.15405405405405406,38,15,570,0.1280701754385965,66,19,1254,0.09728867623604466
60,11,5,37,10,370,0.15405405405405406,35,10,350,0.1657142857142857,63,17,1071,0.10270774976657329
60,11,6,37,10,370,0.15405405405405406,35,10,350,0.2257142857142857,63,16,1008,0.12896825396825398
60,11,7,37,10,370,0.15405405405405406,38,8,304,0.1875,68,16,1088,0.10386029411764706
60,11,8,37,10,370,0.15405405405405406,39,7,273,0.20146520146520147,68,15,1020,0.10882352941176471
60,11,9,37,10,370,0.15405405405405406,44,10,440,0.15454545454545454,79,18,1422,0.08790436005625879
60,11,10,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406,72,18,1296,0.08796296296296297
60,11,11,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406,37,10,370,0.15405405405405406
60,11,12,37,10,370,0.15405405405405406,33,8,264,0.20454545454545456,54,11,594,0.14814814814814814
60,11,13,37,10,370,0.15405405405405406,39,13,507,0.15779092702169625,65,16,1040,0.11923076923076924
60,11,14,37,10,370,0.15405405405405406,33,11,363,0.18457300275482094,59,15,885,0.1288135593220339
60,12,1,33,8,264,0.20454545454545456,35,13,455,0.15824175824175823,58,15,870,0.13333333333333333
60,12,2,33,8,264,0.20454545454545456,45,18,810,0.11851851851851852,67,19,1273,0.10997643362136685
60,12,3,33,8,264,0.20454545454545456,54,13,702,0.13675213675213677,78,17,1326,0.10708898944193061
60,12,4,33,8,264,0.20454545454545456,38,15,570,0.1280701754385965,62,19,1178,0.10101867572156197
60,12,5,33,8,264,0.20454545454545456,35,10,350,0.1657142857142857,58,15,870,0.12298850574712644
60,12,6,33,8,264,0.20454545454545456,35,10,350,0.2257142857142857,57,15,855,0.14736842105263157
60,12,7,33,8,264,0.20454545454545456,38,8,304,0.1875,67,14,938,0.11727078891257996
60,12,8,33,8,264,0.20454545454545456,39,7,273,0.20146520146520147,66,13,858,0.1258741258741259
60,12,9,33,8,264,0.20454545454545456,44,10,440,0.15454545454545454,76,16,1216,0.10032894736842106
60,12,10,33,8,264,0.20454545454545456,37,10,370,0.15405405405405406,69,16,1104,0.10054347826086957
60,12,11,33,8,264,0.20454545454545456,37,10,370,0.15405405405405406,54,11,594,0.14814814814814814
60,12,12,33,8,264,0.20454545454545456,33,8,264,0.20454545454545456,33,8,264,0.20454545454545456
60,12,13,33,8,264,0.20454545454545456,39,13,507,0.15779092702169625,58,15,870,0.14022988505747128
60,12,14,33,8,264,0.20454545454545456,33,11,363,0.18457300275482094,55,14,770,0.14805194805194805
60,13,1,39,13,507,0.15779092702169625,35,13,455,0.15824175824175823,64,17,1088,0.12683823529411764
60,13,2,39,13,507,0.15779092702169625,45,18,810,0.11851851851851852,70,20,1400,0.11785714285714285
60,13,3,39,13,507,0.15779092702169625,54,13,702,0.13675213675213677,76,18,1368,0.11915204678362573
60,13,4,39,13,507,0.15779092702169625,38,15,570,0.1280701754385965,60,21,1260,0.1126984126984127
60,13,5,39,13,507,0.15779092702169625,35,10,350,0.1657142857142857,59,17,1003,0.12562313060817548
60,13,6,39,13,507,0.15779092702169625,35,10,350,0.2257142857142857,60,16,960,0.153125
60,13,7,39,13,507,0.15779092702169625,38,8,304,0.1875,68,17,1156,0.11332179930795848
60,13,8,39,13,507,0.15779092702169625,39,7,273,0.20146520146520147,66,15,990,0.1292929292929293
60,13,9,39,13,507,0.15779092702169625,44,10,440,0.15454545454545454,78,18,1404,0.10327635327635327
60,13,10,39,13,507,0.15779092702169625,37,10,370,0.15405405405405406,72,19,1368,0.097953216374269
60,13,11,39,13,507,0.15779092702169625,37,10,370,0.15405405405405406,65,16,1040,0.11923076923076924
60,13,12,39,13,507,0.15779092702169625,33,8,264,0.20454545454545456,58,15,870,0.14022988505747128
60,13,13,39,13,507,0.15779092702169625,39,13,507,0.15779092702169625,39,13,507,0.15779092702169625
60,13,14,39,13,507,0.15779092702169625,33,11,363,0.18457300275482094,52,15,780,0.14871794871794872
60,14,1,33,11,363,0.18457300275482094,35,13,455,0.15824175824175823,57,17,969,0.13003095975232198
60,14,2,33,11,363,0.18457300275482094,45,18,810,0.11851851851851852,68,21,1428,0.10644257703081232
60,14,3,33,11,363,0.18457300275482094,54,13,702,0.13675213675213677,75,18,1350,0.11259259259259259
60,14,4,33,11,363,0.18457300275482094,38,15,570,0.1280701754385965,61,18,1098,0.11839708561020036
60,14,5,33,11,363,0.18457300275482094,35,10,350,0.1657142857142857,58,16,928,0.1271551724137931
60,14,6,33,11,363,0.18457300275482094,35,10,350,0.2257142857142857,60,15,900,0.15666666666666668
60,14,7,33,11,363,0.18457300275482094,38,8,304,0.1875,66,16,1056,0.11458333333333333
60,14,8,33,11,363,0.18457300275482094,39,7,273,0.20146520146520147,65,15,975,0.12
60,14,9,33,11,363,0.18457300275482094,44,10,440,0.15454545454545454,75,18,1350,0.09851851851851852
60,14,10,33,11,363,0.18457300275482094,37,10,370,0.15405405405405406,68,18,1224,0.09967320261437909
60,14,11,33,11,363,0.18457300275482094,37,10,370,0.15405405405405406,59,15,885,0.1288135593220339
60,14,12,33,11,363,0.18457300275482094,33,8,264,0.20454545454545456,55,14,770,0.14805194805194805
60,14,13,33,11,363,0.18457300275482094,39,13,507,0.15779092702169625,52,15,780,0.14871794871794872
60,14,14,33,11,363,0.18457300275482094,33,11,363,0.18457300275482094,33,11,363,0.18457300275482094
