"","train_layer","test_layer","itr","correlation","p_value"
"53",1,6,3,0.376887114782452,0.166129179339309
"54",1,6,4,0.188561039205311,0.43946704865357
"55",1,6,5,0.00643721666881315,0.981123672175213
"56",1,6,6,-0.00879921290850294,0.969803705678767
"57",1,6,7,0.247190750924283,0.356009954884395
"58",1,6,8,0.47980052380278,0.051289083269393
"59",1,6,9,0.263922565850387,0.306029004500559
"60",1,6,10,-0.308567911499496,0.185609529121711
"61",1,7,1,-0.213881392608789,0.64515133545086
"62",1,7,2,0.709694812667854,0.290305187332146
"63",1,7,3,0.566334976679689,0.143329125160044
"64",1,7,4,0.59529975522361,0.0533337675581067
"65",1,7,5,0.320201891309184,0.679798108690816
"66",1,7,6,0.213312642288606,0.730475922624078
"67",1,7,7,0.0964774565350307,0.804975857468087
"68",1,7,8,0.105119869211482,0.804347424543595
"69",1,7,9,0.130732735427512,0.805018076594259
"70",1,7,10,0.176127682552063,0.738540301118994
"71",2,1,1,-0.107416047704586,0.643045068120762
"72",2,1,2,-0.170435253228214,0.436857325384964
"73",2,1,3,-0.0434516451182745,0.859802418375222
"74",2,1,4,-0.137578716940311,0.562983510599279
"75",2,1,5,-0.0595392627058022,0.78727112585255
"76",2,1,6,-0.233714034584299,0.321331584070876
"77",2,1,7,-0.237224664532263,0.300478442950089
"78",2,1,8,-0.24207574436022,0.303815850041117
"79",2,1,9,-0.0769325019273799,0.733640396788445
"80",2,1,10,-0.143592433289955,0.545870480270487
"81",2,2,1,-0.0608854003495378,0.744903457280637
"82",2,2,2,0.0608439970621657,0.749429448449155
"83",2,2,3,-0.128224132510906,0.507407880870498
"84",2,2,4,0.0569131288743085,0.769336611386378
"85",2,2,5,0.166672636675932,0.370172644079687
"86",2,2,6,0.0749440116919885,0.678504893882656
"87",2,2,7,-0.0269245846095225,0.88176440168791
"88",2,2,8,0.0810494851717415,0.70013745604812
"89",2,2,9,0.180679806045718,0.322374280878102
"90",2,2,10,-0.0730062668600216,0.701428454171164
"91",2,3,1,0.040936914858886,0.815382297732074
"92",2,3,2,-0.101621611178271,0.54952191982301
"93",2,3,3,0.0123064490821963,0.943210413876577
"94",2,3,4,0.0426757567847118,0.822823949658478
"95",2,3,5,-0.128926218867665,0.434084644384239
"96",2,3,6,0.020616096155747,0.903602796873693
"97",2,3,7,-0.0774997027476606,0.643738613276068
"98",2,3,8,0.0113414749462942,0.948442909251256
"99",2,3,9,-0.0980413461545705,0.569450372298463
"100",2,3,10,1.84605953055466e-05,0.999912234977927
"101",2,4,1,0.0547508247025644,0.747568493689419
"102",2,4,2,0.0909335793268183,0.571784021089852
"103",2,4,3,0.0396813818084003,0.810452826764326
"104",2,4,4,0.0553345457729086,0.759718470780453
"105",2,4,5,0.0126157812051918,0.941785355912085
"106",2,4,6,0.0691333844170453,0.675806718070487
"107",2,4,7,0.074857884180529,0.655115025329897
"108",2,4,8,-0.0142436977928171,0.929568267796144
"109",2,4,9,0.0597547547724492,0.717837604840913
"110",2,4,10,0.0288089605840482,0.859930469212406
"111",2,5,1,0.178833465240732,0.372124673423455
"112",2,5,2,0.0455329365724249,0.821576839066816
"113",2,5,3,0.334983943044444,0.127528435545519
"114",2,5,4,0.282777819132365,0.137186475311622
"115",2,5,5,0.34371602694437,0.0540870009106741
"116",2,5,6,0.397827095210791,0.0441450420485306
"117",2,5,7,0.153656175765279,0.463363356494605
"118",2,5,8,0.166540368930825,0.396990085944674
"119",2,5,9,0.252582669434172,0.194716459179416
"120",2,5,10,0.255281853881106,0.208157281714672
"121",2,6,1,0.11966241008353,0.625588606128159
"122",2,6,2,0.230142925613307,0.343193578843073
"123",2,6,3,0.190810518475029,0.394994835356476
"124",2,6,4,0.225530178056023,0.278382094915293
"125",2,6,5,0.0593829902942932,0.787817073083133
"126",2,6,6,0.202378398982933,0.406025388512546
"127",2,6,7,0.194616013560528,0.385455618679462
"128",2,6,8,0.247199800055778,0.293374745946829
"129",2,6,9,0.341444763841435,0.14065149799423
"130",2,6,10,0.231206660156518,0.313265926694717
"131",2,7,1,0.198002117800591,0.609580262598644
"132",2,7,2,-0.0649574694448917,0.858503582941336
"133",2,7,3,-0.286485692171158,0.45483337472427
"134",2,7,4,0.171072830699992,0.685441749698917
"135",2,7,5,0.180897089324686,0.594522823886727
"136",2,7,6,0.171798610808252,0.540386221359374
"137",2,7,7,-0.295853128364202,0.377056701386652
"138",2,7,8,0.371520362770187,0.234408690035895
"139",2,7,9,0.260906105856554,0.438394075713194
"140",2,7,10,-0.0403430737137506,0.895890879408129
"141",3,1,1,-0.00739120298165693,0.974633940860694
"142",3,1,2,-0.0379201355099201,0.877512508751669
"143",3,1,3,-0.029962486373413,0.894697722596001
"144",3,1,4,-0.123219309001844,0.584857811680611
"145",3,1,5,0.123176817181153,0.594770378007893
"146",3,1,6,0.0641059201545156,0.813537571392147
"147",3,1,7,-0.00189709002396959,0.993314838786735
"148",3,1,8,-0.00650186467376187,0.976511175919556
"149",3,1,9,-0.00831555304986007,0.969238396102228
"150",3,1,10,-0.112686661871571,0.617574946710406
"151",3,2,1,-0.171980261437135,0.315878745703328
"152",3,2,2,-0.0295415252175209,0.860245872292891
"153",3,2,3,0.130700294426058,0.454236588676465
"154",3,2,4,0.0367570700698581,0.829000694060222
"155",3,2,5,0.0816231546814533,0.646302015626237
"156",3,2,6,-0.057192127994241,0.722459148852887
"157",3,2,7,-0.0644009182388196,0.709032075703045
"158",3,2,8,-0.0667131232395763,0.699064666860085
"159",3,2,9,0.0733687899722447,0.689847130570505
"160",3,2,10,-0.0912780701161607,0.631433306023087
"161",3,3,1,0.0461632488400902,0.798647134754089
"162",3,3,2,-0.266802001277409,0.161787606310913
"163",3,3,3,-0.154545390875811,0.390483981871069
"164",3,3,4,-0.0582300047200558,0.751576014042499
"165",3,3,5,-0.1391307075239,0.432601491337434
"166",3,3,6,-0.148092533083625,0.374909427876448
"167",3,3,7,-0.134517566962164,0.434105182626088
"168",3,3,8,0.0318081888229629,0.872345685244925
"169",3,3,9,-0.0825282388191928,0.627251095127021
"170",3,3,10,-0.0989168237609971,0.565990875377087
"171",3,4,1,-0.00716075512044779,0.964558651132363
"172",3,4,2,-0.0226102163937422,0.885568024647893
"173",3,4,3,-0.0554978594329206,0.73036814317353
"174",3,4,4,-0.188058747115601,0.258193810852951
"175",3,4,5,-0.0575605221151675,0.717294048757529
"176",3,4,6,-0.19124042692767,0.219270320579912
"177",3,4,7,-0.123005549616476,0.461896020060819
"178",3,4,8,-0.0422825890242861,0.801000046044513
"179",3,4,9,0.12439219198788,0.426757814162736
"180",3,4,10,-0.0677257687891192,0.658458937547627
"181",3,5,1,0.059858506853631,0.749067474965693
"182",3,5,2,-0.145546292335154,0.497396573983646
"183",3,5,3,-0.0268843548466843,0.89849516410367
"184",3,5,4,-0.0809247300023802,0.682273446824754
"185",3,5,5,0.00849546433078338,0.963193620353993
"186",3,5,6,0.0391110104628241,0.837419346474464
"187",3,5,7,-0.0529415933718367,0.7972917341734
"188",3,5,8,0.0353398453159835,0.842717242285463
"189",3,5,9,0.0669756526199864,0.729945691135526
"190",3,5,10,0.0540603074765744,0.788846184059194
"191",3,6,1,-0.147531302633437,0.572032157953541
"192",3,6,2,0.197242618458398,0.46403931192686
"193",3,6,3,0.00782177919238951,0.977928851102431
"194",3,6,4,0.0710064082751129,0.78653846940419
"195",3,6,5,0.0717662929803545,0.79168820727679
"196",3,6,6,0.007104306105772,0.976972415955942
"197",3,6,7,0.00198395247310517,0.993970513272477
"198",3,6,8,-0.00465106689229842,0.987409870506307
"199",3,6,9,-0.149034259591757,0.596036913794905
"200",3,6,10,0.21283238402257,0.485101755061364
"201",3,7,1,0.0618961455602499,0.90727434783744
"202",3,7,2,0.436672351036865,0.386624414105298
"203",3,7,3,0.0694871536008357,0.882319532901517
"204",3,7,4,0.495061228456775,0.121556346118216
"205",3,7,5,0.0377152412751158,0.943453961910372
"206",3,7,6,0.207572681594338,0.73762059522607
"207",3,7,7,-0.0870379194328549,0.852798888109638
"208",3,7,8,0.299762706675143,0.563823930720404
"209",3,7,9,0.355408744081526,0.387599059544048
"210",3,7,10,0.278326845282619,0.545584398611817
"211",4,1,1,-0.059483094409682,0.787467342094799
"212",4,1,2,-0.102299217251114,0.611632206131184
"213",4,1,3,-0.119618631868034,0.552321074363431
"214",4,1,4,-0.210865194117955,0.301131251592508
"215",4,1,5,-0.0859325627287282,0.689710322349492
"216",4,1,6,-0.0187756070907827,0.927463608936375
"217",4,1,7,-0.117923541880328,0.558007048306703
"218",4,1,8,-0.110846630592633,0.589833385279123
"219",4,1,9,-0.0952723324729497,0.64339371720709
"220",4,1,10,-0.201559862209357,0.344930992341028
"221",4,2,1,-0.0229686516724725,0.900699961937896
"222",4,2,2,-0.0916249505570746,0.57391399797995
"223",4,2,3,-0.0406901250419189,0.822113853940054
"224",4,2,4,-0.164994303840605,0.302590653553147
"225",4,2,5,-0.28138180894555,0.101526613731497
"226",4,2,6,-0.0682241209664827,0.710628631996813
"227",4,2,7,0.04288785585283,0.792730758278857
"228",4,2,8,0.0561340837103919,0.727394910115833
"229",4,2,9,-0.0976559152889904,0.559705561194983
"230",4,2,10,-0.123063044066418,0.488073008911663
"231",4,3,1,-0.130088753187227,0.456369112471589
"232",4,3,2,-0.183923828181302,0.255925295875473
"233",4,3,3,-0.143102958728309,0.372084753982945
"234",4,3,4,-0.113625967556792,0.496983097364007
"235",4,3,5,-0.11222646026447,0.484809060343901
"236",4,3,6,-0.0987889504642693,0.538883674364318
"237",4,3,7,-0.276066200168285,0.098142233292564
"238",4,3,8,0.0772942188003805,0.644620665508971
"239",4,3,9,-0.0847839105915059,0.628211625641605
"240",4,3,10,-0.148983064515524,0.378831934138827
"241",4,4,1,-0.00743068626927874,0.962749417154243
"242",4,4,2,-0.0605121252545842,0.703442469454296
"243",4,4,3,0.0192234433204166,0.902619275512845
"244",4,4,4,0.0136065868925342,0.932711275089058
"245",4,4,5,0.177638477679321,0.243042718661001
"246",4,4,6,-0.0141757326076551,0.9326826623296
"247",4,4,7,-0.00164627514669302,0.991956031737465
"248",4,4,8,-0.0399340955573797,0.801742739083854
"249",4,4,9,-0.0141982348224652,0.931635488076812
"250",4,4,10,-0.0577627315059931,0.726876459755498
"251",4,5,1,0.0383314510550017,0.846446558537071
"252",4,5,2,0.118100817873281,0.526892851549876
"253",4,5,3,-0.173445969112812,0.368228713886141
"254",4,5,4,0.0309452806955414,0.868743289586348
"255",4,5,5,0.15145450882413,0.450784286057242
"256",4,5,6,-0.0609651497858285,0.753400757663765
"257",4,5,7,0.0970759242763541,0.616398886114808
"258",4,5,8,0.196207787912087,0.298733238926017
"259",4,5,9,0.0167896826110803,0.928568841906296
"260",4,5,10,0.185299008666042,0.326926691062356
"261",4,6,1,0.20903017815504,0.42072736132181
"262",4,6,2,0.0400810992192603,0.855916190135648
"263",4,6,3,0.119698964125833,0.658814539697994
"264",4,6,4,-0.157348480200315,0.575446966951767
"265",4,6,5,0.107647270475941,0.680902178486571
"266",4,6,6,0.137595867371059,0.598453589963642
"267",4,6,7,-0.225659255336151,0.400719776925742
"268",4,6,8,0.103016366911953,0.684177324465801
"269",4,6,9,0.156073303702293,0.511126997878403
"270",4,6,10,-0.11875141512469,0.661364603542102
"271",4,7,1,0.189817401642967,0.652549018028763
"272",4,7,2,0.290050698999843,0.63594159537568
"273",4,7,3,0.18372572172868,0.663187879206833
"274",4,7,4,0.29232344174474,0.412441361108015
"275",4,7,5,0.197826634158322,0.609903769099202
"276",4,7,6,0.525023149441534,0.226275978339484
"277",4,7,7,0.0172169676203375,0.962349045299387
"278",4,7,8,0.323923499113192,0.478480492787618
"279",4,7,9,0.373975866571746,0.535183621137185
"280",4,7,10,0.468452828344216,0.289037338285636
"281",5,1,1,-0.26646355627499,0.25611827968472
"282",5,1,2,-0.138422616920746,0.528776563669962
"283",5,1,3,-0.0959812110321826,0.663092075766885
"284",5,1,4,-0.15933018853838,0.478792208865345
"285",5,1,5,0.0187889058472077,0.935572346665092
"286",5,1,6,-0.146200030642246,0.50564060907569
"287",5,1,7,0.10239082221588,0.65024852542146
"288",5,1,8,-0.0736430639619815,0.7576602153133
"289",5,1,9,-0.124514415197061,0.600950982172907
"290",5,1,10,-0.014056482699132,0.951778727724797
"291",5,2,1,0.0165933863073893,0.925790400760064
"292",5,2,2,0.051489980642245,0.768948362407271
"293",5,2,3,-0.036547148823346,0.834890944543396
"294",5,2,4,0.114137646331744,0.489022344610229
"295",5,2,5,0.0189279192724228,0.91810461680447
"296",5,2,6,-0.110668812207794,0.546517472610236
"297",5,2,7,0.0743031008969638,0.666700256437611
"298",5,2,8,-0.0410306077814087,0.817784470032072
"299",5,2,9,0.0921921632815455,0.615780383816727
"300",5,2,10,0.045105992896552,0.80316747228505
"301",5,3,1,0.0200851642246666,0.907438941145809
"302",5,3,2,0.02268858776043,0.898652438016763
"303",5,3,3,-0.0132554435107028,0.939756866977307
"304",5,3,4,0.133475215797481,0.424351262325138
"305",5,3,5,0.0316536138980531,0.856752691441489
"306",5,3,6,0.0738063713675103,0.668801102172412
"307",5,3,7,0.140298480952147,0.428710494252054
"308",5,3,8,-0.126561643012926,0.468772744419068
"309",5,3,9,-0.264464278445853,0.136941143177345
"310",5,3,10,-0.118523857027569,0.484754299588713
"311",5,4,1,0.0444057621038804,0.774712728960632
"312",5,4,2,-0.0748580531213811,0.637528664149783
"313",5,4,3,-0.0870663163774191,0.569556452366068
"314",5,4,4,0.119219719954701,0.469748862848034
"315",5,4,5,-0.113854923991595,0.472796640173171
"316",5,4,6,0.0283486729045491,0.865836664820645
"317",5,4,7,-0.101235460894664,0.551047820684528
"318",5,4,8,-0.124379290341717,0.450601105386582
"319",5,4,9,0.00137193956666624,0.993296446720681
"320",5,4,10,-0.228121109710019,0.156845572885046
"321",5,5,1,0.327474297231079,0.0828981090972936
"322",5,5,2,0.0748159600821101,0.699707522376005
"323",5,5,3,-0.0270619407581923,0.887118072027228
"324",5,5,4,0.162082209779036,0.367498362770293
"325",5,5,5,0.170331120719251,0.351316496197956
"326",5,5,6,0.144889781893671,0.421111945885267
"327",5,5,7,0.199604568597153,0.281676524928427
"328",5,5,8,0.0297721242948945,0.871501480649634
"329",5,5,9,-0.0319747632550196,0.862082042404066
"330",5,5,10,0.264330263253273,0.137147639807448
"331",5,6,1,0.0448024158894548,0.884448882515772
"332",5,6,2,0.156009102328007,0.549889029527965
"333",5,6,3,0.0810384139202821,0.765436259888916
"334",5,6,4,0.166863628614874,0.585850519368187
"335",5,6,5,0.132929145948566,0.611032248003734
"336",5,6,6,0.303458805965647,0.271542622892302
"337",5,6,7,0.122765971462109,0.662926135434125
"338",5,6,8,-0.128639629729139,0.634929736261601
"339",5,6,9,0.0173461499278096,0.947316720787125
"340",5,6,10,0.0196601830981994,0.936327849735682
"341",5,7,1,0.345490987677545,0.298034841288461
"342",5,7,2,0.167738390045827,0.643223093686262
"343",5,7,3,0.138194162768466,0.722915158735068
"344",5,7,4,0.254241153874841,0.509157811730816
"345",5,7,5,-0.0249559412766299,0.949186552338067
"346",5,7,6,0.0375749668133119,0.91266155477209
"347",5,7,7,0.268317944559492,0.453517287802077
"348",5,7,8,0.352398077438926,0.352304211000643
"349",5,7,9,0.247743441931177,0.437536091600945
"350",5,7,10,0.446202207407292,0.168931128140032
"351",6,1,1,-0.14610161168545,0.467128295457997
"352",6,1,2,-0.208874196989536,0.276862762392221
"353",6,1,3,-0.33399647734155,0.0886306743774845
"354",6,1,4,-0.2142868848885,0.255498372113556
"355",6,1,5,-0.221233784335013,0.257897083381918
"356",6,1,6,-0.352879564868304,0.0710060862203892
"357",6,1,7,-0.262150868957959,0.169505692678672
"358",6,1,8,-0.307956819813779,0.110872628644124
"359",6,1,9,-0.00744958367194541,0.973088545593814
"360",6,1,10,-0.430884462509966,0.0220742044503363
"361",6,2,1,-0.115738081287656,0.521269587010893
"362",6,2,2,-0.151208039029083,0.400921484094905
"363",6,2,3,-0.14344872754093,0.403916895596967
"364",6,2,4,0.0127303317196868,0.94213931017555
"365",6,2,5,-0.264943881875106,0.129950110594544
"366",6,2,6,-0.234111753773336,0.175856866411527
"367",6,2,7,0.00130466425836117,0.994442348352839
"368",6,2,8,-0.22180393274742,0.200343030011383
"369",6,2,9,-0.206807836816587,0.248193214110053
"370",6,2,10,-0.319468741474966,0.0539295648553864
"371",6,3,1,-0.238206838405632,0.213365810430579
"372",6,3,2,-0.117431983444117,0.508341432041796
"373",6,3,3,-0.206971374575804,0.225830502007103
"374",6,3,4,-0.104145577780688,0.564091731995915
"375",6,3,5,-0.186572516322369,0.290732827644404
"376",6,3,6,-0.146607661356694,0.423315477588229
"377",6,3,7,-0.196283375428796,0.258437690242973
"378",6,3,8,-0.0842199781931294,0.646750550500386
"379",6,3,9,-0.124445787315456,0.483160284144145
"380",6,3,10,-0.107230170600036,0.539800235102382
"381",6,4,1,0.0828679597827562,0.63602469874711
"382",6,4,2,-0.152663411076796,0.404201264412012
"383",6,4,3,-0.0482957099238016,0.779699382937156
"384",6,4,4,-0.139329932395368,0.439338241870702
"385",6,4,5,-0.121326288908613,0.461879539525432
"386",6,4,6,-0.0494093942450431,0.774748933201816
"387",6,4,7,-0.0614500837123417,0.717876137583998
"388",6,4,8,0.026529425525737,0.881607539670053
"389",6,4,9,-0.0633668677524625,0.717626697896727
"390",6,4,10,-0.0691163917109526,0.70700920960277
"391",6,5,1,0.24203644168331,0.181995547426032
"392",6,5,2,0.276909258210041,0.153714615406955
"393",6,5,3,0.495348234809142,0.00735718196534956
"394",6,5,4,0.144435502154787,0.4463604182055
"395",6,5,5,0.26054404988524,0.20843233665327
"396",6,5,6,0.360138237799259,0.0549780135016978
"397",6,5,7,0.199045853713023,0.300599370642188
"398",6,5,8,0.46248871233354,0.0173626832218048
"399",6,5,9,0.344721331780861,0.0670532679346389
"400",6,5,10,0.287954798616087,0.122814207307327
"401",6,6,1,0.187733668053486,0.48627206671574
"402",6,6,2,0.0392537769482622,0.877103323432594
"403",6,6,3,0.239241404740968,0.339006422002945
"404",6,6,4,0.180998537432691,0.472293345732035
"405",6,6,5,-0.153985982511081,0.493850797880681
"406",6,6,6,-0.224351325597853,0.370790061230616
"407",6,6,7,0.14721870812798,0.600571971445472
"408",6,6,8,-0.10021122846303,0.701960612369018
"409",6,6,9,-0.210186745237908,0.360458571144638
"410",6,6,10,0.134814151102907,0.560137851737414
"411",6,7,1,0.724440404096962,0.0420951019202123
"412",6,7,2,0.699393313009372,0.053520116545268
"413",6,7,3,0.333887924513848,0.464233855405952
"414",6,7,4,0.169368390221398,0.716577458837829
"415",6,7,5,NA,NA
"416",6,7,6,0.0704515702456226,0.880694297032259
"417",6,7,7,0.821938033073991,0.0447362740328411
"418",6,7,8,0.336606611955018,0.46037427151847
"419",6,7,9,-0.994065631491741,0.000548287894683787
"420",6,7,10,0.264451902508194,0.612569342849156
"421",7,1,1,-0.0838735858974881,0.703586569653843
"422",7,1,2,-0.186170560288983,0.459509884064944
"423",7,1,3,-0.354091131428391,0.125595823972719
"424",7,1,4,-0.0511323600329774,0.835318858903873
"425",7,1,5,0.00328207982420462,0.988141880837395
"426",7,1,6,-0.189849924887774,0.385589409887222
"427",7,1,7,0.0285771034346901,0.90754858702407
"428",7,1,8,-0.20479130513188,0.348572790834154
"429",7,1,9,-0.0902122160023099,0.705254772131638
"430",7,1,10,-0.262639895255051,0.225998574946202
"431",7,2,1,0.0869904055843905,0.630255223665117
"432",7,2,2,0.0409241853684214,0.826974120456449
"433",7,2,3,0.16529062610224,0.357962003459908
"434",7,2,4,0.0942665012603833,0.601806716712949
"435",7,2,5,0.126026239492102,0.484649008246846
"436",7,2,6,0.169292916880242,0.354303666826773
"437",7,2,7,0.0388556239886105,0.835598456331841
"438",7,2,8,0.12420464026152,0.505597162346321
"439",7,2,9,0.0708802108263558,0.690378387806282
"440",7,2,10,0.200345447186635,0.288454067713545
"441",7,3,1,0.22629328618425,0.178047652195013
"442",7,3,2,0.0841529217589115,0.620463833949044
"443",7,3,3,0.231511903666468,0.156161077864984
"444",7,3,4,0.238109806213672,0.161978983059332
"445",7,3,5,0.0874077840554963,0.612217914079625
"446",7,3,6,0.041949287023053,0.799834475557842
"447",7,3,7,0.237925883077889,0.168720469241711
"448",7,3,8,0.290047118574726,0.0861671609194843
"449",7,3,9,0.144697315746454,0.399794469393601
"450",7,3,10,0.0898492009659738,0.581390996226192
"451",7,4,1,0.0397715493774686,0.815210198023947
"452",7,4,2,0.031815770194764,0.851713495569843
"453",7,4,3,0.0356286077556706,0.841448259687183
"454",7,4,4,0.0319902937516571,0.855245027981468
"455",7,4,5,0.027498117125598,0.862759382691057
"456",7,4,6,0.0526344469405835,0.753642936813525
"457",7,4,7,-0.0173524512958041,0.91764385453887
"458",7,4,8,-0.00479825338756018,0.976872339001731
"459",7,4,9,-0.0153377136431813,0.922235564842334
"460",7,4,10,-0.0317301180085161,0.850005747055511
"461",7,5,1,-0.0505008940983364,0.790993744070574
"462",7,5,2,0.054940778114744,0.773075689080637
"463",7,5,3,0.0647393540318568,0.720391730953417
"464",7,5,4,0.0241354111965772,0.899260075077132
"465",7,5,5,-0.0556466321855487,0.770237319035813
"466",7,5,6,-0.054085730462418,0.784586869919583
"467",7,5,7,0.0580375076647743,0.760644960171814
"468",7,5,8,0.166333611515937,0.379684736821578
"469",7,5,9,-0.178049783525556,0.394488542464358
"470",7,5,10,-0.12363747204584,0.515098010032488
"471",7,6,1,0.32395285258826,0.189706233557223
"472",7,6,2,0.28754453115118,0.23259406154836
"473",7,6,3,-0.000994730781827591,0.996679129432807
"474",7,6,4,0.265619352860896,0.320074677433814
"475",7,6,5,0.198372752424152,0.445317222908238
"476",7,6,6,0.495691817038775,0.050867923564496
"477",7,6,7,0.375537837524734,0.124602795648062
"478",7,6,8,0.337752707990387,0.145276165134708
"479",7,6,9,0.379963403893181,0.108573293716749
"480",7,6,10,0.280920776409241,0.205366038868319
"481",7,7,1,0.293240580826436,0.381483977119924
"482",7,7,2,-0.0493820425723646,0.89223982058888
"483",7,7,3,0.208974673112885,0.493233540584541
"484",7,7,4,0.00266116787755091,0.994578745310684
"485",7,7,5,0.272879212161141,0.445574794477748
"486",7,7,6,0.156104215126468,0.712024871692291
"487",7,7,7,0.0894376990637648,0.782230052873804
"488",7,7,8,0.0398498497486865,0.902139357841232
"489",7,7,9,0.358514088556594,0.189453357461917
"490",7,7,10,0.0950624668354401,0.807792806599906
